freqs, THz	a2f (lambda), THz	a2f (gamma), THz	lambda (lambda)	lambda (gamma)	wlog (lambda), K	wlog (gamma), K	w2 (lambda), K	w2 (gamma), K	Tc_McM (lambda), K	Tc_McM (gamma), K	Tc_AD (lambda), K	Tc_AD (gamma), K
2.149909696682	0.000009425852	0.000009425852	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.056793212891	0.056793212891	0.000000000000	0.000000000000	0.000000000000	0.000000000000
2.210925630407	0.000009933894	0.000009933894	0.000001083325	0.000001083325	1.000000000000	1.000000000000	0.081970214844	0.081970214844	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.271941564132	0.000011015248	0.000011014835	0.000001674983	0.000001674960	1.000000000000	1.000000000000	0.103454589844	0.103454589844	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.332957497857	0.000012974992	0.000012973992	0.000002353676	0.000002353601	1.000000000000	1.000000000000	0.124572753906	0.124572753906	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.393973431582	0.000016470594	0.000016468391	0.000003193258	0.000003193071	1.000000000000	1.000000000000	0.147583007812	0.147583007812	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.454989365307	0.000022537002	0.000022532432	0.000004313521	0.000004313106	1.000000000000	1.000000000000	0.174926757812	0.174926757812	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.516005299032	0.000032995639	0.000032986669	0.000005913882	0.000005913033	1.000000000000	1.000000000000	0.209350585938	0.209350585938	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.577021232758	0.000050310767	0.000050293892	0.000008296291	0.000008294643	1.000000000000	1.000000000000	0.253906250000	0.253906250000	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.638037166483	0.000077808221	0.000077777375	0.000011895589	0.000011892514	1.000000000000	1.000000000000	0.311523437500	0.311523437500	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.699053100208	0.000120010180	0.000119955880	0.000017321590	0.000017316061	1.000000000000	1.000000000000	0.385498046875	0.385498046875	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.760069033933	0.000182415783	0.000182324386	0.000025386802	0.000025377230	1.000000000000	1.000000000000	0.478271484375	0.478271484375	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.821084967658	0.000271461273	0.000271312946	0.000037129419	0.000037113434	1.000000000000	1.000000000000	0.592285156250	0.592285156250	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.882100901383	0.000393961795	0.000393728694	0.000053810272	0.000053784413	1.000000000000	1.000000000000	0.729003906250	0.729003906250	0.131225585938	0.131225585938	0.151245117188	0.151245117188
2.943116835108	0.000556749920	0.000556397289	0.000076895063	0.000076854580	1.000000000000	1.000000000000	0.889648437500	0.889648437500	0.131225585938	0.131225585938	0.151245117188	0.151245117188
3.004132768833	0.000765648908	0.000765133834	0.000107996733	0.000107935339	1.000000000000	1.000000000000	1.076171875000	1.076171875000	0.131225585938	0.131225585938	0.151245117188	0.151245117188
3.065148702558	0.001024985952	0.001024258113	0.000148804203	0.000148713822	1.000000000000	1.000000000000	1.287109375000	1.287109375000	0.131225585938	0.131225585938	0.151245117188	0.151245117188
3.126164636283	0.001337900428	0.001336901277	0.000201030009	0.000200900628	1.000976562500	1.000976562500	1.524414062500	1.524414062500	0.131347656250	0.131347656250	0.151367187500	0.151367187500
3.187180570008	0.001705312635	0.001703983975	0.000266323623	0.000266143354	1.000976562500	1.000976562500	1.785156250000	1.785156250000	0.131347656250	0.131347656250	0.151367187500	0.151367187500
3.248196503734	0.002124826330	0.002123105701	0.000346151442	0.000345906563	1.000976562500	1.000976562500	2.070312500000	2.070312500000	0.131347656250	0.131347656250	0.151367187500	0.151367187500
3.309212437459	0.002594699313	0.002592522793	0.000441834651	0.000441509503	1.000976562500	1.000976562500	2.376953125000	2.376953125000	0.131347656250	0.131347656250	0.151367187500	0.151367187500
3.370228371184	0.003112792772	0.003110098109	0.000554545084	0.000554122380	1.001953125000	1.001953125000	2.705078125000	2.705078125000	0.131469726562	0.131469726562	0.151489257812	0.151489257812
3.431244304909	0.003677709260	0.003674433480	0.000685342471	0.000684803235	1.001953125000	1.001953125000	3.052734375000	3.052734375000	0.131469726562	0.131469726562	0.151489257812	0.151489257812
3.492260238634	0.004290102566	0.004286179980	0.000835253741	0.000834577426	1.001953125000	1.001953125000	3.421875000000	3.421875000000	0.131469726562	0.131469726562	0.151489257812	0.151489257812
3.553276172359	0.004954583065	0.004949944385	0.001005411381	0.001004575752	1.002929687500	1.002929687500	3.808593750000	3.808593750000	0.131591796875	0.131591796875	0.151611328125	0.151611328125
