,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
169,18.92597746,0.87122740,0.87122740,2.31171989,2.31171989,46.50000000,46.50000000,396.75000000,396.75000000,7.33002710,7.33002710,32.70573374,32.70573374
170,19.03795958,0.64606631,0.64606631,2.31932020,2.31932020,47.15625000,47.15625000,399.00000000,399.00000000,7.44473362,7.44473362,33.10716333,33.10716333
171,19.14994169,0.42798728,0.42798728,2.32432556,2.32432556,47.62500000,47.62500000,400.50000000,400.50000000,7.53114748,7.53114748,33.38882006,33.38882006
172,19.26192381,0.27089980,0.27089980,2.32747555,2.32747555,47.90625000,47.90625000,401.25000000,401.25000000,7.57860279,7.57860279,33.54425464,33.54425464
173,19.37390592,0.18462333,0.18462333,2.32960963,2.32960963,48.09375000,48.09375000,402.00000000,402.00000000,7.61231232,7.61231232,33.67454184,33.67454184
174,19.48588804,0.14524072,0.14524272,2.33127904,2.33127904,48.25000000,48.25000000,402.50000000,402.50000000,7.63922596,7.63922596,33.76711885,33.76711885
175,19.59787015,0.12488118,0.12489222,2.33270621,2.33270645,48.37500000,48.37500000,403.00000000,403.00000000,7.66569710,7.66569710,33.85360495,33.85360495
176,19.70985227,0.11327953,0.11333271,2.33399343,2.33399415,48.50000000,48.50000000,403.25000000,403.25000000,7.68597317,7.68597317,33.91023151,33.91024216
177,19.82183438,0.12453024,0.12472583,2.33540034,2.33540344,48.62500000,48.62500000,403.75000000,403.75000000,7.70648527,7.70649052,33.99632168,33.99639451
178,19.93381650,0.19495998,0.19550409,2.33759093,2.33759999,48.84375000,48.84375000,404.50000000,404.50000000,7.74634886,7.74636650,34.12628215,34.12649976
179,20.04579861,0.36742149,0.36854707,2.34169602,2.34171772,49.21875000,49.21875000,405.75000000,405.75000000,7.81373405,7.81377411,34.35275528,34.35328020
180,20.15778073,0.65065954,0.65233142,2.34892511,2.34896541,49.93750000,49.93750000,408.25000000,408.25000000,7.94093037,7.94100857,34.77886512,34.77986139
181,20.26976284,0.97462008,0.97624742,2.35969400,2.35975218,50.96875000,50.96875000,411.50000000,411.50000000,8.12921429,8.12932968,35.40796265,35.40941524
182,20.38174496,1.20510516,1.20577759,2.37293625,2.37300181,52.28125000,52.28125000,416.00000000,416.00000000,8.36515236,8.36528397,36.22548374,36.22712569
183,20.49372707,1.23716439,1.23643022,2.38645649,2.38651395,53.65625000,53.65625000,420.25000000,420.25000000,8.61479568,8.61491394,37.04135898,37.04282016
184,20.60570919,1.07682145,1.07514528,2.39816046,2.39819980,54.87500000,54.87500000,424.00000000,424.00000000,8.83168221,8.83176327,37.74307918,37.74408473
185,20.71769130,0.82156687,0.81986446,2.40704179,2.40706277,55.81250000,55.81250000,427.00000000,427.00000000,9.00118732,9.00122929,38.30916478,38.30969687
186,20.82967342,0.57620918,0.57506850,2.41323733,2.41324592,56.50000000,56.50000000,429.00000000,429.00000000,9.12313080,9.12314987,38.68527779,38.68550443
187,20.94165553,0.39681487,0.39626488,2.41748118,2.41748381,56.96875000,56.96875000,430.25000000,430.25000000,9.21087742,9.21088314,38.94529898,38.94536708
188,21.05363765,0.28978547,0.28958808,2.42056370,2.42056441,57.31250000,57.31250000,431.25000000,431.25000000,9.27200699,9.27200794,39.13802555,39.13804391
189,21.16561976,0.23633714,0.23628353,2.42306471,2.42306471,57.56250000,57.56250000,432.25000000,432.25000000,9.31981850,9.31981850,39.31454995,39.31454995
190,21.27760188,0.21576667,0.21575554,2.42533565,2.42533565,57.84375000,57.84375000,433.00000000,433.00000000,9.36717606,9.36717606,39.45042230,39.45042230
191,21.38958399,0.21682329,0.21682127,2.42760611,2.42760611,58.09375000,58.09375000,433.75000000,433.75000000,9.41457176,9.41457176,39.60279413,39.60279413
192,21.50156611,0.23622482,0.23622482,2.43006659,2.43006659,58.37500000,58.37500000,434.50000000,434.50000000,9.46241093,9.46241093,39.74221792,39.74221792
193,21.61354822,0.27181678,0.27181678,2.43288326,2.43288326,58.68750000,58.68750000,435.50000000,435.50000000,9.52323055,9.52323055,39.95881118,39.95881118
194,21.72553034,0.32142037,0.32142037,2.43619657,2.43619657,59.06250000,59.06250000,436.75000000,436.75000000,9.59127331,9.59127331,40.17814058,40.17814058
195,21.83751245,0.38728774,0.38728774,2.44016862,2.44016862,59.53125000,59.53125000,438.00000000,438.00000000,9.67301750,9.67301750,40.42905639,40.42905639
196,21.94949457,0.47681951,0.47681951,2.44503403,2.44503403,60.09375000,60.09375000,439.75000000,439.75000000,9.77513313,9.77513313,40.74198329,40.74198329
197,22.06147668,0.59915950,0.59915950,2.45111656,2.45111656,60.81250000,60.81250000,442.00000000,442.00000000,9.90454006,9.90454006,41.16776516,41.16776516
198,22.17345880,0.76324261,0.76324261,2.45882559,2.45882559,61.71875000,61.71875000,444.75000000,444.75000000,10.07455826,10.07455826,41.71084915,41.71084915
199,22.28544091,0.97151948,0.97151948,2.46858931,2.46858931,62.90625000,62.90625000,448.25000000,448.25000000,10.28645325,10.28645325,42.35848033,42.35848033
200,22.39742303,1.20079491,1.20079491,2.48059678,2.48059678,64.37500000,64.37500000,452.50000000,452.50000000,10.55336475,10.55336475,43.17792049,43.17792049
201,22.50940514,1.38828765,1.38828765,2.49440980,2.49440980,66.12500000,66.12500000,457.50000000,457.50000000,10.87487984,10.87487984,44.16887102,44.16887102
202,22.62138726,1.45170632,1.45170632,2.50878263,2.50878263,68.06250000,68.06250000,462.50000000,462.50000000,11.23010921,11.23010921,45.21288085,45.21288085
203,22.73336938,1.33998185,1.33998185,2.52198386,2.52198386,69.81250000,69.81250000,467.25000000,467.25000000,11.54691696,11.54691696,46.13493254,46.13493254
204,22.84535149,1.07649793,1.07649793,2.53253722,2.53253722,71.25000000,71.25000000,471.00000000,471.00000000,11.81498051,11.81498051,46.92378317,46.92378317
205,22.95733361,0.75395569,0.75395569,2.53989244,2.53989244,72.31250000,72.31250000,473.75000000,473.75000000,12.00743771,12.00743771,47.47635975,47.47635975
206,23.06931572,0.47692068,0.47692068,2.54452276,2.54452276,72.93750000,72.93750000,475.25000000,475.25000000,12.12491894,12.12491894,47.81529184,47.81529184
207,23.18129784,0.30107434,0.30107434,2.54743147,2.54743147,73.37500000,73.37500000,476.50000000,476.50000000,12.20080853,12.20080853,48.02634067,48.02634067
208,23.29327995,0.22199293,0.22199293,2.54956579,2.54956579,73.68750000,73.68750000,477.25000000,477.25000000,12.26233101,12.26233101,48.21284725,48.21284725
209,23.40526207,0.20883250,0.20883250,2.55156422,2.55156422,73.93750000,73.93750000,478.00000000,478.00000000,12.30482292,12.30482292,48.34541477,48.34541477
210,23.51724418,0.24023221,0.24023221,2.55385208,2.55385208,74.31250000,74.31250000,478.75000000,478.75000000,12.37305450,12.37305450,48.51117767,48.51117767
211,23.62922630,0.31613774,0.31613774,2.55684853,2.55684853,74.75000000,74.75000000,480.00000000,480.00000000,12.45564079,12.45564079,48.76962601,48.76962601
212,23.74120841,0.44552869,0.44552869,2.56105137,2.56105137,75.37500000,75.37500000,481.50000000,481.50000000,12.57266235,12.57266235,49.08531635,49.08531635
213,23.85319053,0.62362534,0.62362534,2.56690669,2.56690669,76.25000000,76.25000000,483.75000000,483.75000000,12.73166370,12.73166370,49.54210032,49.54210032
214,23.96517264,0.82011234,0.82011234,2.57457113,2.57457113,77.37500000,77.37500000,486.75000000,486.75000000,12.93329144,12.93329144,50.11618786,50.11618786
215,24.07715476,0.99179135,0.99179135,2.58379674,2.58379674,78.81250000,78.81250000,490.25000000,490.25000000,13.20861435,13.20861435,50.88998303,50.88998303
216,24.18913687,1.10017869,1.10017869,2.59398317,2.59398317,80.43750000,80.43750000,494.00000000,494.00000000,13.49989033,13.49989033,51.67250603,51.67250603
217,24.30111899,1.11422861,1.11422861,2.60425210,2.60425210,82.06250000,82.06250000,498.00000000,498.00000000,13.80490971,13.80490971,52.54397905,52.54397905
218,24.41310110,1.01789246,1.01789246,2.61359024,2.61359024,83.56250000,83.56250000,501.50000000,501.50000000,14.08302879,14.08302879,53.27649795,53.27649795
219,24.52508322,0.84229200,0.84229200,2.62128210,2.62128210,84.87500000,84.87500000,504.50000000,504.50000000,14.31935883,14.31935883,53.91771181,53.91771181
220,24.63706533,0.68050863,0.68050863,2.62746811,2.62746811,85.87500000,85.87500000,507.00000000,507.00000000,14.51397800,14.51397800,54.44969177,54.44969177
221,24.74904745,0.63989272,0.63989272,2.63325882,2.63325882,86.87500000,86.87500000,509.25000000,509.25000000,14.69515228,14.69515228,54.94602460,54.94602460
222,24.86102956,0.76268745,0.76268745,2.64012957,2.64012957,88.06250000,88.06250000,511.75000000,511.75000000,14.91782379,14.91782379,55.52059562,55.52059562
223,24.97301168,0.98567607,0.98567607,2.64896941,2.64896941,89.62500000,89.62500000,515.50000000,515.50000000,15.21025848,15.21025848,56.28903689,56.28903689
224,25.08499379,1.17215473,1.17215473,2.65943456,2.65943456,91.50000000,91.50000000,519.50000000,519.50000000,15.55921650,15.55921650,57.18506183,57.18506183
225,25.19697591,1.19824940,1.19824940,2.67008543,2.67008543,93.43750000,93.43750000,523.50000000,523.50000000,15.92256927,15.92256927,58.11300559,58.11300559
226,25.30895802,1.03759143,1.03759143,2.67926717,2.67926717,95.18750000,95.18750000,527.00000000,527.00000000,16.24421120,16.24421120,58.90180499,58.90180499
227,25.42094014,0.77585036,0.77585036,2.68610263,2.68610263,96.50000000,96.50000000,530.00000000,530.00000000,16.48264313,16.48264313,59.52927867,59.52927867
228,25.53292225,0.54601878,0.54601878,2.69089198,2.69089198,97.37500000,97.37500000,531.50000000,531.50000000,16.65111732,16.65111732,59.92300806,59.92300806
229,25.64490437,0.44973845,0.44973845,2.69481969,2.69481969,98.18750000,98.18750000,533.50000000,533.50000000,16.80433273,16.80433273,60.34448896,60.34448896
230,25.75688648,0.52035317,0.52035317,2.69934440,2.69934440,99.06250000,99.06250000,535.00000000,535.00000000,16.97241783,16.97241783,60.75683466,60.75683466
231,25.86886860,0.71939841,0.71939841,2.70557261,2.70557261,100.31250000,100.31250000,537.50000000,537.50000000,17.19748306,17.19748306,61.29403957,61.29403957
232,25.98085071,0.95046269,0.95046269,2.71376610,2.71376610,101.93750000,101.93750000,541.00000000,541.00000000,17.50641441,17.50641441,62.08657012,62.08657012
233,26.09283283,1.10067324,1.10067324,2.72321343,2.72321343,103.87500000,103.87500000,544.50000000,544.50000000,17.87168121,17.87168121,62.93692668,62.93692668
234,26.20481494,1.10412976,1.10412976,2.73265004,2.73265004,105.81250000,105.81250000,548.50000000,548.50000000,18.23788452,18.23788452,63.84436066,63.84436066
235,26.31679706,0.98136947,0.98136947,2.74100184,2.74100184,107.62500000,107.62500000,552.00000000,552.00000000,18.57559013,18.57559013,64.64835361,64.64835361
236,26.42877918,0.81196204,0.81196204,2.74788260,2.74788260,109.12500000,109.12500000,554.50000000,554.50000000,18.85734940,18.85734940,65.29014000,65.29014000
237,26.54076129,0.66407187,0.66407187,2.75348639,2.75348639,110.31250000,110.31250000,557.00000000,557.00000000,19.08347321,19.08347321,65.86479735,65.86479735
238,26.65274341,0.55462115,0.55462115,2.75814700,2.75814700,111.37500000,111.37500000,559.00000000,559.00000000,19.28080177,19.28080177,66.31300620,66.31300620
239,26.76472552,0.47276766,0.47276766,2.76210308,2.76210308,112.25000000,112.25000000,560.50000000,560.50000000,19.43701553,19.43701553,66.64093919,66.64093919
240,26.87670764,0.41806030,0.41806030,2.76558685,2.76558685,113.06250000,113.06250000,562.00000000,562.00000000,19.59179306,19.59179306,66.99189539,66.99189539
241,26.98868975,0.40404348,0.40404348,2.76893973,2.76893973,113.81250000,113.81250000,563.50000000,563.50000000,19.73326111,19.73326111,67.33401091,67.33401091
242,27.10067187,0.43904935,0.43904935,2.77256799,2.77256799,114.62500000,114.62500000,565.00000000,565.00000000,19.88882446,19.88882446,67.72746965,67.72746965
243,27.21265398,0.51475891,0.51475891,2.77680469,2.77680469,115.62500000,115.62500000,566.50000000,566.50000000,20.07268524,20.07268524,68.09552360,68.09552360
244,27.32463610,0.60791257,0.60791257,2.78178740,2.78178740,116.75000000,116.75000000,568.50000000,568.50000000,20.28542519,20.28542519,68.61614100,68.61614100
245,27.43661821,0.68973115,0.68973115,2.78741765,2.78741765,118.06250000,118.06250000,571.00000000,571.00000000,20.53986359,20.53986359,69.19551429,69.19551429
246,27.54860033,0.74166251,0.74166251,2.79344702,2.79344702,119.50000000,119.50000000,573.50000000,573.50000000,20.80916595,20.80916595,69.82450613,69.82450613
247,27.66058244,0.76358501,0.76358501,2.79962969,2.79962969,121.00000000,121.00000000,576.50000000,576.50000000,21.09252357,21.09252357,70.49429957,70.49429957
248,27.77256456,0.76278876,0.76278876,2.80578113,2.80578113,122.50000000,122.50000000,579.00000000,579.00000000,21.37623978,21.37623978,71.10700412,71.10700412
249,27.88454667,0.74218208,0.74218208,2.81174207,2.81174207,124.00000000,124.00000000,581.50000000,581.50000000,21.65972900,21.65972900,71.75123936,71.75123936
250,27.99652879,0.70689019,0.70689019,2.81739712,2.81739712,125.43750000,125.43750000,584.00000000,584.00000000,21.92943001,21.92943001,72.33280330,72.33280330
251,28.10851090,0.67234766,0.67234766,2.82275414,2.82275414,126.75000000,126.75000000,586.50000000,586.50000000,22.18531036,22.18531036,72.95158051,72.95158051
252,28.22049302,0.65246115,0.65246115,2.82793236,2.82793236,128.12500000,128.12500000,588.50000000,588.50000000,22.44087982,22.44087982,73.45752118,73.45752118
253,28.33247513,0.64809570,0.64809570,2.83305550,2.83305550,129.37500000,129.37500000,591.00000000,591.00000000,22.68344879,22.68344879,74.01212004,74.01212004
254,28.44445725,0.65709668,0.65709668,2.83822918,2.83822918,130.75000000,130.75000000,593.00000000,593.00000000,22.93969154,22.93969154,74.55376147,74.55376147
255,28.55643936,0.68105645,0.68105645,2.84357071,2.84357071,132.25000000,132.25000000,595.50000000,595.50000000,23.22326088,23.22326088,75.17914888,75.17914888
256,28.66842148,0.70761846,0.70761846,2.84909868,2.84909868,133.75000000,133.75000000,598.00000000,598.00000000,23.50794411,23.50794411,75.80310416,75.80310416
257,28.78040359,0.70764370,0.70764370,2.85460544,2.85460544,135.12500000,135.12500000,600.50000000,600.50000000,23.76655960,23.76655960,76.38744829,76.38744829
258,28.89238571,0.67330348,0.67330348,2.85982466,2.85982466,136.62500000,136.62500000,602.50000000,602.50000000,24.05083656,24.05083656,76.93039216,76.93039216
259,29.00436782,0.63947428,0.63947428,2.86476254,2.86476254,138.00000000,138.00000000,605.00000000,605.00000000,24.32117462,24.32117462,77.52231839,77.52231839
260,29.11634994,0.64149650,0.64149650,2.86969709,2.86969709,139.37500000,139.37500000,607.00000000,607.00000000,24.57862091,24.57862091,78.06539802,78.06539802
261,29.22833205,0.66760701,0.66760701,2.87481260,2.87481260,140.87500000,140.87500000,609.50000000,609.50000000,24.86358070,24.86358070,78.69218537,78.69218537
262,29.34031417,0.67678194,0.67678194,2.87997866,2.87997866,142.25000000,142.25000000,612.00000000,612.00000000,25.12262535,25.12262535,79.23019236,79.23019236
263,29.45229628,0.65084992,0.65084992,2.88492799,2.88492799,143.75000000,143.75000000,614.00000000,614.00000000,25.40764427,25.40764427,79.77848049,79.77848049
264,29.56427840,0.61056643,0.61056643,2.88955331,2.88955331,145.12500000,145.12500000,616.00000000,616.00000000,25.67844009,25.67844009,80.38321059,80.38321059
265,29.67626051,0.58941757,0.58941757,2.89400148,2.89400148,146.37500000,146.37500000,618.00000000,618.00000000,25.90899467,25.90899467,80.85150114,80.85150114
266,29.78824263,0.60047459,0.60047459,2.89851618,2.89851618,147.75000000,147.75000000,620.50000000,620.50000000,26.17993546,26.17993546,81.44102488,81.44102488
267,29.90022474,0.62022357,0.62022357,2.90316200,2.90316200,149.12500000,149.12500000,622.50000000,622.50000000,26.43843651,26.43843651,81.98832395,81.98832395
268,30.01220686,0.60315656,0.60315656,2.90766311,2.90766311,150.50000000,150.50000000,624.50000000,624.50000000,26.69663620,26.69663620,82.46259551,82.46259551
269,30.12418898,0.52708942,0.52708942,2.91158175,2.91158175,151.75000000,151.75000000,626.50000000,626.50000000,26.93936539,26.93936539,82.99281292,82.99281292
270,30.23617109,0.42776741,0.42776741,2.91475034,2.91475034,152.75000000,152.75000000,628.00000000,628.00000000,27.12586403,27.12586403,83.32726407,83.32726407
271,30.34815321,0.38255517,0.38255517,2.91757345,2.91757345,153.62500000,153.62500000,629.00000000,629.00000000,27.29771423,27.29771423,83.66813414,83.66813414
272,30.46013532,0.45627634,0.45627634,2.92092824,2.92092824,154.62500000,154.62500000,630.50000000,630.50000000,27.49862480,27.49862480,84.10763823,84.10763823
273,30.57211744,0.64943973,0.64943973,2.92568588,2.92568588,156.12500000,156.12500000,633.00000000,633.00000000,27.78577995,27.78577995,84.71068522,84.71068522
274,30.68409955,0.87742316,0.87742316,2.93209028,2.93209028,158.25000000,158.25000000,636.00000000,636.00000000,28.18725014,28.18725014,85.49500591,85.49500591
275,30.79608167,1.00881512,1.00881512,2.93942690,2.93942690,160.62500000,160.62500000,639.50000000,639.50000000,28.64693451,28.64693451,86.39418034,86.39418034
276,30.90806378,0.96037059,0.96037059,2.94638586,2.94638586,162.87500000,162.87500000,643.00000000,643.00000000,29.07899857,29.07899857,87.28419354,87.28419354
277,31.02004590,0.76834800,0.76834800,2.95193338,2.95193338,164.75000000,164.75000000,645.50000000,645.50000000,29.42508888,29.42508888,87.93679913,87.93679913
278,31.13202801,0.55410518,0.55410518,2.95591950,2.95591950,166.12500000,166.12500000,647.50000000,647.50000000,29.68418121,29.68418121,88.45699908,88.45699908
279,31.24401013,0.42081498,0.42081498,2.95893621,2.95893621,167.12500000,167.12500000,649.00000000,649.00000000,29.88549614,29.88549614,88.84713166,88.84713166
280,31.35599224,0.39249104,0.39249104,2.96173954,2.96173954,168.00000000,168.00000000,650.50000000,650.50000000,30.05915070,30.05915070,89.21793249,89.21793249
281,31.46797436,0.43782822,0.43782822,2.96485567,2.96485567,169.12500000,169.12500000,652.00000000,652.00000000,30.26119423,30.26119423,89.60627318,89.60627318
282,31.57995647,0.52478970,0.52478970,2.96857738,2.96857738,170.37500000,170.37500000,653.50000000,653.50000000,30.51988411,30.51988411,90.10048220,90.10048220
283,31.69193859,0.64032455,0.64032455,2.97310257,2.97310257,172.00000000,172.00000000,656.00000000,656.00000000,30.80938911,30.80938911,90.66262448,90.66262448
284,31.80392070,0.76830003,0.76830003,2.97851300,2.97851300,173.87500000,173.87500000,658.50000000,658.50000000,31.18402290,31.18402290,91.37729032,91.37729032
285,31.91590282,0.87309545,0.87309545,2.98463964,2.98463964,176.12500000,176.12500000,661.50000000,661.50000000,31.61635590,31.61635590,92.19041682,92.19041682
286,32.02788493,0.91997694,0.91997694,2.99107289,2.99107289,178.50000000,178.50000000,665.00000000,665.00000000,32.07772064,32.07772064,93.07979479,93.07979479
287,32.13986705,0.89984249,0.89984249,2.99734354,2.99734354,180.75000000,180.75000000,668.00000000,668.00000000,32.51205444,32.51205444,93.90976825,93.90976825
288,32.25184916,0.82342816,0.82342816,3.00306153,3.00306153,182.87500000,182.87500000,671.00000000,671.00000000,32.91735840,32.91735840,94.70742296,94.70742296
289,32.36383128,0.71076150,0.71076150,3.00798011,3.00798011,184.75000000,184.75000000,673.50000000,673.50000000,33.26528168,33.26528168,95.30884745,95.30884745
290,32.47581339,0.59979130,0.59979130,3.01211643,3.01211643,186.37500000,186.37500000,675.50000000,675.50000000,33.58274460,33.58274460,95.91550715,95.91550715
291,32.58779551,0.54344886,0.54344886,3.01585150,3.01585150,187.75000000,187.75000000,677.00000000,677.00000000,33.84443665,33.84443665,96.34611972,96.34611972
292,32.69977762,0.57465163,0.57465163,3.01978731,3.01978731,189.25000000,189.25000000,679.00000000,679.00000000,34.13442230,34.13442230,96.89744672,96.89744672
293,32.81175974,0.67462800,0.67462800,3.02439213,3.02439213,191.12500000,191.12500000,681.50000000,681.50000000,34.50925446,34.50925446,97.61579921,97.61579921
294,32.92374185,0.78207746,0.78207746,3.02971220,3.02971220,193.12500000,193.12500000,684.50000000,684.50000000,34.88808060,34.88808060,98.35424975,98.35424975
295,33.03572397,0.83703917,0.83703917,3.03538680,3.03538680,195.50000000,195.50000000,687.00000000,687.00000000,35.35054398,35.35054398,99.11081039,99.11081039
296,33.14770608,0.82516835,0.82516835,3.04096222,3.04096222,197.75000000,197.75000000,690.00000000,690.00000000,35.78597641,35.78597641,99.90372036,99.90372036
297,33.25968820,0.78810414,0.78810414,3.04626918,3.04626918,199.87500000,199.87500000,693.00000000,693.00000000,36.19340515,36.19340515,100.68794531,100.68794531
298,33.37167031,0.78606287,0.78606287,3.05154443,3.05154443,202.00000000,202.00000000,695.50000000,695.50000000,36.60117722,36.60117722,101.41705386,101.41705386
299,33.48365243,0.83831650,0.83831650,3.05715179,3.05715179,204.37500000,204.37500000,698.50000000,698.50000000,37.06559372,37.06559372,102.25381608,102.25381608
300,33.59563454,0.89782004,0.89782004,3.06313705,3.06313705,207.00000000,207.00000000,701.50000000,701.50000000,37.58707428,37.58707428,103.14988987,103.14988987
301,33.70761666,0.89313169,0.89313169,3.06907129,3.06907129,209.50000000,209.50000000,704.50000000,704.50000000,38.05448532,38.05448532,103.97305100,103.97305100
302,33.81959878,0.79999247,0.79999247,3.07436919,3.07436919,211.75000000,211.75000000,707.50000000,707.50000000,38.49181747,38.49181747,104.77942059,104.77942059
303,33.93158089,0.66871117,0.66871117,3.07878304,3.07878304,213.75000000,213.75000000,709.50000000,709.50000000,38.89761734,38.89761734,105.41775619,105.41775619
304,34.04356301,0.58068598,0.58068598,3.08260322,3.08260322,215.37500000,215.37500000,711.50000000,711.50000000,39.21865463,39.21865463,105.99601600,105.99601600
305,34.15554512,0.57948308,0.57948308,3.08640289,3.08640289,217.12500000,217.12500000,713.50000000,713.50000000,39.53986359,39.53986359,106.51877920,106.51877920
306,34.26752724,0.64097375,0.64097375,3.09059215,3.09059215,219.00000000,219.00000000,716.00000000,716.00000000,39.91815948,39.91815948,107.24799344,107.24799344
307,34.37950935,0.70369336,0.70369336,3.09517646,3.09517646,221.12500000,221.12500000,718.50000000,718.50000000,40.32636261,40.32636261,107.95965426,107.95965426
308,34.49149147,0.72279845,0.72279845,3.09986973,3.09986973,223.25000000,223.25000000,721.00000000,721.00000000,40.73559189,40.73559189,108.66726176,108.66726176
309,34.60347358,0.69416444,0.69416444,3.10436249,3.10436249,225.37500000,225.37500000,723.00000000,723.00000000,41.14413071,41.14413071,109.25440940,109.25440940
310,34.71545570,0.63686415,0.63686415,3.10847139,3.10847139,227.25000000,227.25000000,725.50000000,725.50000000,41.52349472,41.52349472,110.00396196,110.00396196
311,34.82743781,0.57026433,0.57026433,3.11213851,3.11213851,229.00000000,229.00000000,727.50000000,727.50000000,41.84583664,41.84583664,110.53239940,110.53239940
312,34.93941993,0.51040444,0.51040444,3.11541009,3.11541009,230.62500000,230.62500000,729.00000000,729.00000000,42.16620636,42.16620636,110.98565572,110.98565572
313,35.05140204,0.47108518,0.47108518,3.11842012,3.11842012,232.00000000,232.00000000,730.50000000,730.50000000,42.43039703,42.43039703,111.43859609,111.43859609
314,35.16338416,0.45922125,0.45922125,3.12134504,3.12134504,233.37500000,233.37500000,732.50000000,732.50000000,42.72172928,42.72172928,112.01073261,112.01073261
315,35.27536627,0.47539749,0.47539749,3.12436342,3.12436342,234.87500000,234.87500000,734.00000000,734.00000000,43.01379776,43.01379776,112.47487980,112.47487980
316,35.38734839,0.51904417,0.51904417,3.12764835,3.12764835,236.50000000,236.50000000,736.00000000,736.00000000,43.30761337,43.30761337,112.94566085,112.94566085
317,35.49933050,0.58184403,0.58186165,3.13131928,3.13131928,238.37500000,238.37500000,738.00000000,738.00000000,43.68637848,43.68637848,113.58704307,113.58704307
318,35.61131262,0.63366876,0.63378226,3.13530445,3.13530540,240.25000000,240.25000000,740.00000000,740.00000000,44.03978729,44.03979492,114.16372512,114.16378186
319,35.72329473,0.63122144,0.63178985,3.13926196,3.13926625,242.25000000,242.25000000,742.00000000,742.00000000,44.44838333,44.44842148,114.81873546,114.81893272
320,35.83527685,0.55472618,0.55694257,3.14272881,3.14274716,244.00000000,244.00000000,744.00000000,744.00000000,44.77181244,44.77193069,115.34678963,115.34760428
321,35.94725896,0.43259336,0.43927639,3.14542413,3.14548397,245.37500000,245.37500000,745.50000000,745.50000000,45.06331635,45.06367111,115.88196990,115.88448350
322,36.05924108,0.32207156,0.33754540,3.14742446,3.14758039,246.50000000,246.50000000,747.00000000,747.00000000,45.26813507,45.26908493,116.23059951,116.23722199
323,36.17122319,0.26478303,0.29193077,3.14906383,3.14938807,247.50000000,247.50000000,748.00000000,748.00000000,45.47089005,45.47284317,116.50412922,116.51780838
324,36.28320531,0.26019221,0.29520103,3.15067005,3.15121007,248.37500000,248.37500000,749.00000000,749.00000000,45.64595032,45.64922714,116.82031947,116.84316972
325,36.39518742,0.27765333,0.30804917,3.15237856,3.15310574,249.37500000,249.37500000,750.00000000,750.00000000,45.82170105,45.82610321,117.08106474,117.11174944
326,36.50716954,0.29105393,0.30233162,3.15416408,3.15496063,250.37500000,250.37500000,751.00000000,751.00000000,46.02555084,46.03039551,117.41375584,117.44745976
327,36.61915165,0.30059697,0.28716454,3.15600252,3.15671682,251.25000000,251.25000000,752.00000000,752.00000000,46.20222855,46.20658112,117.67669259,117.70691490
328,36.73113377,0.32365948,0.29300378,3.15797615,3.15850353,252.25000000,252.25000000,753.00000000,753.00000000,46.37979507,46.38301468,117.94373641,117.96605459
329,36.84311588,0.37284437,0.33896136,3.16024256,3.16056395,253.25000000,253.25000000,754.00000000,754.00000000,46.58683014,46.58880234,118.29165868,118.30529023
330,36.95509800,0.44497922,0.41861348,3.16293931,3.16310096,254.62500000,254.62500000,755.50000000,755.50000000,46.85182953,46.85281372,118.73581603,118.74264170
331,37.06708011,0.52097732,0.50528939,3.16608715,3.16615391,256.25000000,256.25000000,757.50000000,757.50000000,47.17500305,47.17541122,119.33602508,119.33883906
332,37.17906223,0.57084193,0.56350088,3.16952586,3.16954851,258.00000000,258.00000000,759.50000000,759.50000000,47.52782822,47.52797699,119.89258109,119.89358271
333,37.29104434,0.57438615,0.57165933,3.17297554,3.17298174,260.00000000,260.00000000,761.50000000,761.50000000,47.90864563,47.90867615,120.51373910,120.51397292
334,37.40302646,0.54927623,0.54846895,3.17626452,3.17626595,261.75000000,261.75000000,763.50000000,763.50000000,48.26106644,48.26107788,121.05276822,121.05283709
335,37.51500857,0.54452587,0.54433718,3.17951536,3.17951560,263.50000000,263.50000000,765.50000000,765.50000000,48.58583069,48.58582306,121.57831872,121.57829963
336,37.62699069,0.59393330,0.59389904,3.18305063,3.18305063,265.50000000,265.50000000,767.50000000,767.50000000,48.99567032,48.99567032,122.25561744,122.25561744
337,37.73897281,0.68717589,0.68717156,3.18712854,3.18712854,267.75000000,267.75000000,770.00000000,770.00000000,49.43698502,49.43698502,122.95476102,122.95476102
338,37.85095492,0.79011123,0.79011123,3.19180369,3.19180369,270.50000000,270.50000000,772.50000000,772.50000000,49.96564484,49.96564484,123.74793232,123.74793232
339,37.96293704,0.87291500,0.87291500,3.19695354,3.19695354,273.25000000,273.25000000,776.00000000,776.00000000,50.49792099,50.49792099,124.68116630,124.68116630
340,38.07491915,0.91144595,0.91144595,3.20231485,3.20231485,276.50000000,276.50000000,779.00000000,779.00000000,51.14316177,51.14316177,125.62094047,125.62094047
341,38.18690127,0.88441969,0.88441969,3.20750189,3.20750189,279.50000000,279.50000000,782.00000000,782.00000000,51.73244476,51.73244476,126.60247891,126.60247891
