,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
402,33.67038885,0.04854041,0.04860294,0.00288327,0.00288698,3.06640625,3.06640625,4.48046875,4.48046875,0.00595279,0.00596024,206.87500000,206.87500000,2104.04604420,2106.67852786,699.63348327,699.60797058,37.58532206,37.58532206,103.08838798,103.08544314
403,33.78398762,0.10998303,0.11003691,0.00651096,0.00651415,3.07031250,3.07031250,4.48437500,4.48437500,0.01344863,0.01345472,207.62500000,207.62500000,4783.43952080,4785.60570168,701.13554821,701.11196754,37.74270376,37.74270376,103.49360446,103.49087665
404,33.81072718,0.02594541,0.02592606,0.00153474,0.00153360,3.07617188,3.07617188,4.49218750,4.49218750,0.00317041,0.00316793,211.00000000,211.00000000,1129.32465699,1128.44045017,704.53849893,704.51656952,38.33475749,38.33475749,104.36671367,104.36417224
405,34.06442102,0.11946625,0.11951848,0.00701414,0.00701720,3.07812500,3.07812500,4.49218750,4.49218750,0.01450417,0.01450997,211.00000000,211.00000000,5239.01872946,5241.11505153,705.33950771,705.31697638,38.35622152,38.35622152,104.51455262,104.51194012
406,34.27174025,0.08800123,0.08797465,0.00513550,0.00513395,3.08398438,3.08398438,4.50000000,4.50000000,0.01062814,0.01062453,214.25000000,214.25000000,3882.65322879,3881.33682751,709.04360928,709.02267399,38.99060567,38.99060567,105.58680080,105.58436486
407,34.28563271,0.10590012,0.10584332,0.00617752,0.00617421,3.08984375,3.08984375,4.50390625,4.50390625,0.01278535,0.01277802,216.75000000,216.75000000,4674.25416353,4671.57394474,711.77629428,711.75451460,39.53376770,39.53376770,106.54995917,106.54741323
408,34.45316180,0.03189559,0.03182727,0.00185153,0.00184757,3.09570312,3.09570312,4.51171875,4.51171875,0.00383456,0.00382621,219.37500000,219.37500000,1414.69692407,1411.61443098,715.05226890,715.02871481,40.03486633,40.03486633,107.49884038,107.49607672
409,34.45410420,0.01907377,0.01911549,0.00110720,0.00110962,3.09765625,3.09765625,4.51171875,4.51171875,0.00229304,0.00229797,220.25000000,220.25000000,846.02117424,847.84037717,716.04081181,716.01513771,40.19454956,40.19454956,107.70690544,107.70389314
410,34.53646492,0.01703131,0.01711062,0.00098628,0.00099087,3.09960938,3.09960938,4.51562500,4.51562500,0.00204327,0.00205271,221.00000000,221.00000000,757.23322357,760.73112278,716.63133155,716.60694792,40.33142090,40.33142090,107.90214145,107.89927834
411,34.62003653,0.03865618,0.03865274,0.00223317,0.00223297,3.09960938,3.09960938,4.51562500,4.51562500,0.00462795,0.00462737,221.00000000,221.00000000,1722.86051629,1722.64375818,717.15946524,717.13753836,40.33142090,40.33142090,107.96415468,107.96158004
