,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
337,34.01923096,0.33260284,0.33248337,0.68410051,0.68409848,96.68750000,96.68750000,881.00000000,881.00000000,3.17617440,3.17615104,4.60794360,4.60790230
338,34.12017527,0.32504254,0.32485498,0.68602377,0.68602067,98.12500000,98.12500000,884.00000000,884.00000000,3.24580193,3.24576473,4.69959301,4.69952667
339,34.22111958,0.32045043,0.32017387,0.68791425,0.68790954,99.50000000,99.50000000,887.00000000,887.00000000,3.31320763,3.31314945,4.78868298,4.78858046
340,34.32206388,0.31796668,0.31757861,0.68978459,0.68977761,100.87500000,100.87500000,889.50000000,889.50000000,3.38350749,3.38342190,4.88136071,4.88120839
341,34.42300819,0.31693139,0.31641374,0.69164336,0.69163334,102.31250000,102.31250000,892.50000000,892.50000000,3.45431781,3.45419407,4.97419159,4.97397152
342,34.52395249,0.31702006,0.31636404,0.69349724,0.69348335,103.68750000,103.68750000,895.50000000,895.50000000,3.52316546,3.52299166,5.06363422,5.06332523
343,34.62489680,0.31831477,0.31752630,0.69535327,0.69533479,105.12500000,105.12500000,898.00000000,898.00000000,3.59522009,3.59498525,5.15713898,5.15672287
344,34.72584110,0.32121874,0.32032264,0.69722074,0.69719708,106.62500000,106.62500000,901.00000000,901.00000000,3.67065167,3.67034626,5.25649772,5.25595796
345,34.82678541,0.32630399,0.32534532,0.69911230,0.69908309,108.12500000,108.12500000,904.00000000,904.00000000,3.74708247,3.74670100,5.35527819,5.35460545
346,34.92772971,0.33408211,0.33312347,0.70104337,0.70100862,109.68750000,109.68750000,907.00000000,907.00000000,3.82735157,3.82688999,5.45908987,5.45827692
347,35.02867402,0.34478957,0.34390390,0.70303059,0.70299071,111.31250000,111.31250000,910.00000000,910.00000000,3.91175461,3.91121554,5.56838584,5.56744016
348,35.12961833,0.35825174,0.35751176,0.70508945,0.70504528,113.06250000,113.06250000,913.50000000,913.50000000,4.00059271,3.99998808,5.68362658,5.68256703
349,35.23056263,0.37379373,0.37325997,0.70723146,0.70718426,114.87500000,114.87500000,916.50000000,916.50000000,4.09413004,4.09347248,5.80342467,5.80227562
350,35.33150694,0.39031091,0.39002167,0.70946175,0.70941287,116.81250000,116.81250000,920.00000000,920.00000000,4.19524384,4.19455290,5.93349917,5.93229552
351,35.43245124,0.40639778,0.40636321,0.71177733,0.71172827,118.87500000,118.87500000,924.00000000,924.00000000,4.30407476,4.30336905,6.07396006,6.07273273
352,35.53339555,0.42058142,0.42078371,0.71416694,0.71411902,121.00000000,121.00000000,927.50000000,927.50000000,4.41517925,4.41447639,6.21505992,6.21384220
353,35.63433985,0.43154551,0.43194479,0.71661186,0.71656626,123.25000000,123.25000000,931.50000000,931.50000000,4.53384495,4.53316164,6.36693225,6.36575159
354,35.73528416,0.43832040,0.43886460,0.71908820,0.71904564,125.56250000,125.56250000,935.50000000,935.50000000,4.65710831,4.65646076,6.52323233,6.52211484
355,35.83622846,0.44040813,0.44104376,0.72156930,0.72153032,127.87500000,127.87500000,939.50000000,939.50000000,4.78184414,4.78123999,6.68251223,6.68147298
356,35.93717277,0.43786540,0.43854637,0.72402912,0.72399402,130.25000000,130.25000000,943.50000000,943.50000000,4.90764093,4.90708780,6.84090128,6.83995208
357,36.03811707,0.43124398,0.43193640,0.72644502,0.72641373,132.62500000,132.62500000,947.00000000,947.00000000,5.03696728,5.03646421,7.00385963,7.00299953
358,36.13906138,0.42146313,0.42214569,0.72879952,0.72877204,135.00000000,135.00000000,951.00000000,951.00000000,5.16669130,5.16624308,7.16698914,7.16622530
359,36.24000569,0.40962914,0.41029011,0.73108149,0.73105770,137.37500000,137.37500000,954.50000000,954.50000000,5.29368496,5.29328728,7.32596977,7.32529462
360,36.34094999,0.39688044,0.39751100,0.73328632,0.73326606,139.62500000,139.62500000,958.00000000,958.00000000,5.41773891,5.41739655,7.48058542,7.48000518
361,36.44189430,0.38419618,0.38479248,0.73541474,0.73539782,141.87500000,141.87500000,961.50000000,961.50000000,5.54167986,5.54138899,7.63612700,7.63563661
362,36.54283860,0.37231159,0.37286447,0.73747170,0.73745775,144.12500000,144.12500000,965.00000000,965.00000000,5.66552734,5.66528273,7.79017273,7.78976103
363,36.64378291,0.36158074,0.36207955,0.73946381,0.73945266,146.25000000,146.25000000,968.00000000,968.00000000,5.78637123,5.78617525,7.94009977,7.93976978
364,36.74472721,0.35206923,0.35250172,0.74139822,0.74138939,148.50000000,148.50000000,971.00000000,971.00000000,5.91020679,5.91004753,8.09285910,8.09259196
365,36.84567152,0.34359142,0.34394511,0.74328083,0.74327397,150.50000000,150.50000000,974.00000000,974.00000000,6.02213621,6.02201128,8.23238353,8.23217410
366,36.94661582,0.33579860,0.33606177,0.74511576,0.74511033,152.62500000,152.62500000,977.00000000,977.00000000,6.14312363,6.14302444,8.38179491,8.38162848
367,37.04756013,0.32830284,0.32846479,0.74690485,0.74690032,154.75000000,154.75000000,980.00000000,980.00000000,6.25814104,6.25805569,8.52195052,8.52180920
368,37.14850444,0.32078862,0.32083931,0.74864823,0.74864393,156.75000000,156.75000000,983.00000000,983.00000000,6.37621260,6.37613058,8.66822472,8.66808944
369,37.24944874,0.31306124,0.31299097,0.75034499,0.75034034,158.75000000,158.75000000,985.50000000,985.50000000,6.48813152,6.48804331,8.80513630,8.80498854
370,37.35039305,0.30511229,0.30491246,0.75199419,0.75198847,160.75000000,160.75000000,988.50000000,988.50000000,6.59992123,6.59980965,8.94247031,8.94228698
371,37.45133735,0.29713373,0.29679838,0.75359595,0.75358844,162.75000000,162.75000000,991.00000000,991.00000000,6.71773672,6.71758890,9.08699911,9.08675545
372,37.55228166,0.28945708,0.28898449,0.75515211,0.75514203,164.62500000,164.62500000,993.50000000,993.50000000,6.82301140,6.82281113,9.21527908,9.21495053
373,37.65322596,0.28253997,0.28194227,0.75666702,0.75665379,166.50000000,166.50000000,996.00000000,996.00000000,6.93437290,6.93410683,9.35091195,9.35047381
374,37.75417027,0.27685842,0.27616050,0.75814754,0.75813049,168.37500000,168.37500000,998.50000000,998.50000000,7.03946733,7.03912020,9.47899366,9.47842354
375,37.85511457,0.27281070,0.27205435,0.75960249,0.75958145,170.25000000,170.25000000,1001.00000000,1001.00000000,7.15096903,7.15053749,9.61497012,9.61426111
376,37.95605888,0.27065942,0.26990228,0.76104212,0.76101702,172.12500000,172.12500000,1003.50000000,1003.50000000,7.25650835,7.25598383,9.74224759,9.74138902
377,38.05700319,0.27038485,0.26969530,0.76247644,0.76244777,174.00000000,174.00000000,1005.50000000,1005.50000000,7.36890364,7.36829948,9.87809477,9.87710770
378,38.15794749,0.27176880,0.27121722,0.76391435,0.76388276,175.87500000,175.87500000,1008.00000000,1008.00000000,7.47566366,7.47499323,10.00767931,10.00658615
379,38.25889180,0.27441273,0.27405969,0.76536244,0.76532894,177.75000000,177.75000000,1010.50000000,1010.50000000,7.58966255,7.58894634,10.14646790,10.14529915
380,38.35983610,0.27777003,0.27765734,0.76682431,0.76679021,179.75000000,179.75000000,1013.00000000,1013.00000000,7.70463467,7.70389605,10.28607012,10.28486982
381,38.46078041,0.28138145,0.28152308,0.76830137,0.76826799,181.75000000,181.75000000,1015.50000000,1015.50000000,7.82061768,7.81988621,10.42454992,10.42336328
382,38.56172471,0.28493930,0.28531688,0.76979315,0.76976180,183.87500000,183.87500000,1018.00000000,1018.00000000,7.95058060,7.94988537,10.58106403,10.57993860
383,38.66266902,0.28841998,0.28898966,0.77129924,0.77127081,186.00000000,186.00000000,1020.50000000,1020.50000000,8.07514954,8.07451248,10.73183844,10.73080866
384,38.76361332,0.29209107,0.29278614,0.77282047,0.77279568,188.12500000,188.12500000,1023.00000000,1023.00000000,8.20081425,8.20025158,10.88142268,10.88051488
385,38.86455763,0.29649624,0.29724009,0.77436066,0.77433980,190.37500000,190.37500000,1026.00000000,1026.00000000,8.33423615,8.33375931,11.04282868,11.04206051
386,38.96550194,0.30229003,0.30300612,0.77592689,0.77590972,192.62500000,192.62500000,1028.00000000,1028.00000000,8.46908760,8.46868992,11.20122626,11.20058602
387,39.06644624,0.31017497,0.31079538,0.77752984,0.77751583,195.00000000,195.00000000,1031.00000000,1031.00000000,8.61225796,8.61192608,11.37445646,11.37392476
388,39.16739055,0.32074956,0.32122039,0.77918315,0.77917159,197.37500000,197.37500000,1034.00000000,1034.00000000,8.75753498,8.75726032,11.54778012,11.54734188
389,39.26833485,0.33443135,0.33471395,0.78090256,0.78089243,200.00000000,200.00000000,1037.00000000,1037.00000000,8.91202259,8.91178131,11.73049837,11.73011217
390,39.36927916,0.35140956,0.35148261,0.78270459,0.78269488,202.75000000,202.75000000,1040.00000000,1040.00000000,9.07627869,9.07604218,11.92562415,11.92524826
391,39.47022346,0.37156211,0.37141754,0.78460515,0.78459466,205.75000000,205.75000000,1043.00000000,1043.00000000,9.25761700,9.25735855,12.14033758,12.13992626
392,39.57116777,0.39445530,0.39409902,0.78661758,0.78660530,208.87500000,208.87500000,1047.00000000,1047.00000000,9.44989586,9.44958210,12.36890027,12.36840379
393,39.67211207,0.41936291,0.41881439,0.78875172,0.78873664,212.25000000,212.25000000,1051.00000000,1051.00000000,9.66041374,9.66002941,12.62083083,12.62022260
394,39.77305638,0.44524918,0.44454205,0.79101181,0.79099309,216.00000000,216.00000000,1055.00000000,1055.00000000,9.88965988,9.88917446,12.88869522,12.88793050
395,39.87400069,0.47080616,0.46998821,0.79339558,0.79337275,219.87500000,219.87500000,1059.00000000,1059.00000000,10.13106537,10.13046455,13.17401981,13.17307643
396,39.97494499,0.49459398,0.49372564,0.79589343,0.79586625,224.12500000,224.12500000,1063.00000000,1063.00000000,10.39162350,10.39089203,13.47746224,13.47631981
397,40.07588930,0.51518693,0.51433713,0.79848880,0.79845732,228.50000000,228.50000000,1068.00000000,1068.00000000,10.66430473,10.66344261,13.80074201,13.79939614
398,40.17683360,0.53140633,0.53064569,0.80115908,0.80112380,233.25000000,233.25000000,1072.00000000,1072.00000000,10.96286488,10.96187687,14.14679553,14.14526042
399,40.27777791,0.54250851,0.54190085,0.80387837,0.80384004,238.12500000,238.12500000,1077.00000000,1077.00000000,11.26581192,11.26472187,14.49904905,14.49735883
400,40.37872221,0.54832987,0.54792542,0.80661994,0.80657959,243.12500000,243.12500000,1082.00000000,1082.00000000,11.58675003,11.58557892,14.87174539,14.86993479
401,40.47966652,0.54932232,0.54914711,0.80935967,0.80931842,248.25000000,248.25000000,1087.00000000,1087.00000000,11.91089153,11.90966797,15.24887051,15.24699008
402,40.58061082,0.54645034,0.54650570,0.81207824,0.81203729,253.37500000,253.37500000,1091.00000000,1091.00000000,12.23764515,12.23641109,15.62284867,15.62095623
403,40.68155513,0.54100391,0.54127260,0.81476307,0.81472343,258.75000000,258.75000000,1096.00000000,1096.00000000,12.58116627,12.57994556,16.01830763,16.01644160
404,40.78249943,0.53439299,0.53483998,0.81740850,0.81737107,264.00000000,264.00000000,1101.00000000,1101.00000000,12.91947651,12.91830349,16.41110007,16.40931471
405,40.88344374,0.52779582,0.52837920,0.82001483,0.81998032,269.25000000,269.25000000,1105.00000000,1105.00000000,13.25975609,13.25865269,16.79957483,16.79790423
406,40.98438805,0.52204456,0.52272454,0.82258642,0.82255524,274.50000000,274.50000000,1110.00000000,1110.00000000,13.60206699,13.60105133,17.19127335,17.18974065
407,41.08533235,0.51751230,0.51825836,0.82512945,0.82510191,280.00000000,280.00000000,1114.00000000,1114.00000000,13.95402527,13.95311356,17.59003603,17.58866272
408,41.18627666,0.51410371,0.51489902,0.82764947,0.82762587,285.50000000,285.50000000,1119.00000000,1119.00000000,14.31589699,14.31509781,18.00428214,18.00308360
409,41.28722096,0.51137779,0.51221649,0.83015007,0.83013052,291.00000000,291.00000000,1123.00000000,1123.00000000,14.68031979,14.67964745,18.41658570,18.41557873
410,41.38816527,0.50867448,0.50956084,0.83263135,0.83261609,296.50000000,296.50000000,1127.00000000,1127.00000000,15.03965187,15.03911686,18.82155799,18.82075912
411,41.48910957,0.50529520,0.50623595,0.83509010,0.83507949,302.00000000,302.00000000,1132.00000000,1132.00000000,15.40890121,15.40852356,19.24269060,19.24213130
412,41.59005388,0.50065087,0.50165143,0.83752042,0.83751464,307.75000000,307.75000000,1136.00000000,1136.00000000,15.79564667,15.79543591,19.67802108,19.67770839
413,41.69099818,0.49438395,0.49543678,0.83991444,0.83991379,313.50000000,313.50000000,1140.00000000,1140.00000000,16.17657280,16.17654419,20.10517934,20.10513777
414,41.79194249,0.48643346,0.48752115,0.84226435,0.84226888,319.25000000,319.25000000,1145.00000000,1145.00000000,16.55895424,16.55912399,20.53583349,20.53608156
415,41.89288680,0.47704666,0.47813960,0.84456331,0.84457314,324.75000000,324.75000000,1149.00000000,1149.00000000,16.92680740,16.92718124,20.95049664,20.95104269
416,41.99383110,0.46671113,0.46777019,0.84680706,0.84682196,330.50000000,330.50000000,1153.00000000,1153.00000000,17.31106949,17.31164742,21.37722047,21.37806780
417,42.09477541,0.45607935,0.45706246,0.84899443,0.84901410,336.00000000,336.00000000,1156.00000000,1156.00000000,17.69602013,17.69680023,21.80690251,21.80803615
418,42.19571971,0.44584125,0.44671161,0.85112756,0.85115141,341.50000000,341.50000000,1160.00000000,1160.00000000,18.06576347,18.06671715,22.21758856,22.21896925
419,42.29666402,0.43655334,0.43728799,0.85321134,0.85323864,347.00000000,347.00000000,1164.00000000,1164.00000000,18.43611717,18.43723106,22.62901378,22.63062340
420,42.39760832,0.42855963,0.42915675,0.85525203,0.85528219,352.50000000,352.50000000,1168.00000000,1168.00000000,18.82326508,18.82450867,23.06122579,23.06302341
421,42.49855263,0.42188349,0.42236241,0.85725617,0.85728860,358.00000000,358.00000000,1171.00000000,1171.00000000,19.19543266,19.19679260,23.47248464,23.47443891
422,42.59949693,0.41621188,0.41661505,0.85922873,0.85926306,363.50000000,363.50000000,1175.00000000,1175.00000000,19.56870461,19.57016182,23.88560758,23.88769561
423,42.70044124,0.41094271,0.41132401,0.86117166,0.86120778,369.00000000,369.00000000,1178.00000000,1178.00000000,19.95933533,19.96089554,24.31743210,24.31966671
424,42.80138555,0.40531313,0.40572374,0.86308348,0.86312157,374.50000000,374.50000000,1182.00000000,1182.00000000,20.33482361,20.33648109,24.73150731,24.73387288
425,42.90232985,0.39855748,0.39903646,0.86495900,0.86499935,379.75000000,379.75000000,1185.00000000,1185.00000000,20.71102333,20.71280670,25.14730532,25.14984829
426,43.00327416,0.39004649,0.39060465,0.86679018,0.86683309,385.25000000,385.25000000,1188.00000000,1188.00000000,21.08751488,21.08943558,25.55768410,25.56040941
427,43.10421846,0.37946720,0.38008150,0.86856747,0.86861330,390.50000000,390.50000000,1192.00000000,1192.00000000,21.44729996,21.44938660,25.95551158,25.95846855
428,43.20516277,0.36684960,0.36746379,0.87028170,0.87033039,395.75000000,395.75000000,1195.00000000,1195.00000000,21.82277298,21.82501602,26.36649335,26.36966459
429,43.30610707,0.35257457,0.35310769,0.87192535,0.87197655,400.75000000,400.75000000,1198.00000000,1198.00000000,22.18044853,22.18281746,26.76058797,26.76393461
430,43.40705138,0.33732898,0.33769068,0.87349427,0.87354714,405.50000000,405.50000000,1201.00000000,1201.00000000,22.50316238,22.50564575,27.11025593,27.11374886
431,43.50799568,0.32197558,0.32208256,0.87498832,0.87504172,410.25000000,410.25000000,1203.00000000,1203.00000000,22.84061432,22.84314537,27.47543455,27.47899403
432,43.60893999,0.30741020,0.30720605,0.87641150,0.87646395,414.75000000,414.75000000,1206.00000000,1206.00000000,23.15950966,23.16202736,27.82743505,27.83096425
433,43.70988430,0.29443516,0.29390014,0.87777144,0.87782139,419.25000000,419.25000000,1208.00000000,1208.00000000,23.47677803,23.47919273,28.16803498,28.17141357
434,43.81082860,0.28363558,0.28279176,0.87907851,0.87912458,423.25000000,423.25000000,1211.00000000,1211.00000000,23.77596474,23.77821541,28.50068715,28.50383054
435,43.91177291,0.27535926,0.27426646,0.88034451,0.88038552,427.50000000,427.50000000,1213.00000000,1213.00000000,24.07435799,24.07637787,28.82318747,28.82600169
436,44.01271721,0.26970526,0.26844994,0.88158160,0.88161695,431.50000000,431.50000000,1215.00000000,1215.00000000,24.35556221,24.35732269,29.12774734,29.13019481
437,44.11366152,0.26651847,0.26519845,0.88280135,0.88283062,435.50000000,435.50000000,1218.00000000,1218.00000000,24.63696289,24.63842583,29.43549346,29.43752176
438,44.21460582,0.26546880,0.26417759,0.88401353,0.88403690,439.75000000,439.75000000,1220.00000000,1220.00000000,24.95308113,24.95425797,29.77544590,29.77708080
439,44.31555013,0.26611573,0.26492986,0.88522589,0.88524383,443.75000000,443.75000000,1222.00000000,1222.00000000,25.23629379,25.23720932,30.08338844,30.08465222
440,44.41649443,0.26798115,0.26695253,0.88644391,0.88645720,448.00000000,448.00000000,1224.00000000,1224.00000000,25.53796196,25.53864479,30.40821971,30.40916185
441,44.51743874,0.27060854,0.26976176,0.88767117,0.88768059,452.25000000,452.25000000,1227.00000000,1227.00000000,25.84122658,25.84171677,30.73830214,30.73898019
442,44.61838305,0.27357321,0.27291215,0.88890904,0.88891548,456.50000000,456.50000000,1229.00000000,1229.00000000,26.14620209,26.14654541,31.06519788,31.06566875
443,44.71932735,0.27658208,0.27608946,0.89015770,0.89016187,461.00000000,461.00000000,1231.00000000,1231.00000000,26.47013474,26.47035599,31.41361150,31.41391417
444,44.82027166,0.27943422,0.27908400,0.89141637,0.89141899,465.50000000,465.50000000,1234.00000000,1234.00000000,26.79583931,26.79598618,31.76760274,31.76780411
445,44.92121596,0.28205642,0.28181861,0.89268398,0.89268559,470.00000000,470.00000000,1236.00000000,1236.00000000,27.12327957,27.12336349,32.11812935,32.11824956
446,45.02216027,0.28451038,0.28435600,0.89395982,0.89396065,474.75000000,474.75000000,1239.00000000,1239.00000000,27.46979713,27.46983528,32.49479021,32.49484588
447,45.12310457,0.28693537,0.28683948,0.89524359,0.89524406,479.50000000,479.50000000,1241.00000000,1241.00000000,27.81808662,27.81811905,32.86780265,32.86784442
448,45.22404888,0.28952255,0.28946553,0.89653611,0.89653629,484.25000000,484.25000000,1243.00000000,1243.00000000,28.16823959,28.16824913,33.24184968,33.24186093
449,45.32499318,0.29248705,0.29245422,0.89783889,0.89783895,489.00000000,489.00000000,1246.00000000,1246.00000000,28.52032661,28.52032661,33.62677379,33.62677379
450,45.42593749,0.29599703,0.29597953,0.89915442,0.89915437,494.00000000,494.00000000,1248.00000000,1248.00000000,28.87450218,28.87449455,33.99844294,33.99843784
451,45.52688179,0.30016774,0.30015857,0.90048552,0.90048546,499.25000000,499.25000000,1251.00000000,1251.00000000,29.26612854,29.26612091,34.42293476,34.42292579
452,45.62782610,0.30499162,0.30498701,0.90183496,0.90183491,504.50000000,504.50000000,1254.00000000,1254.00000000,29.64276695,29.64276123,34.82875101,34.82873662
453,45.72877041,0.31037711,0.31037384,0.90320528,0.90320516,509.75000000,509.75000000,1256.00000000,1256.00000000,30.03980255,30.03979492,35.25229552,35.25228254
454,45.82971471,0.31614519,0.31614445,0.90459794,0.90459788,515.50000000,515.50000000,1259.00000000,1259.00000000,30.45749664,30.45749664,35.69355057,35.69355057
455,45.93065902,0.32204005,0.32204005,0.90601349,0.90601337,521.00000000,521.00000000,1262.00000000,1262.00000000,30.86051941,30.86051178,36.12690734,36.12689840
456,46.03160332,0.32779823,0.32779823,0.90745115,0.90745103,527.00000000,527.00000000,1264.00000000,1264.00000000,31.30217743,31.30217171,36.59342758,36.59342089
457,46.13254763,0.33315697,0.33315697,0.90890914,0.90890902,533.00000000,533.00000000,1267.00000000,1267.00000000,31.74697495,31.74695778,37.06757498,37.06754675
458,46.23349193,0.33790003,0.33790003,0.91038465,0.91038454,539.00000000,539.00000000,1270.00000000,1270.00000000,32.19473267,32.19472504,37.54370663,37.54369773
459,46.33443624,0.34187871,0.34187871,0.91187429,0.91187418,545.00000000,545.00000000,1273.00000000,1273.00000000,32.64529419,32.64528656,38.02733796,38.02732907
460,46.43538054,0.34498121,0.34498121,0.91337419,0.91337407,551.50000000,551.50000000,1276.00000000,1276.00000000,33.13451004,33.13450241,38.54870909,38.54870021
461,46.53632485,0.34715690,0.34715847,0.91488028,0.91488016,558.00000000,558.00000000,1279.00000000,1279.00000000,33.62626266,33.62626266,39.07126307,39.07126307
462,46.63726916,0.34839680,0.34839864,0.91638845,0.91638833,564.50000000,564.50000000,1282.00000000,1282.00000000,34.10220337,34.10219193,39.57365188,39.57363860
463,46.73821346,0.34867379,0.34867752,0.91789454,0.91789448,571.00000000,571.00000000,1285.00000000,1285.00000000,34.59822845,34.59822845,40.09747954,40.09747954
464,46.83915777,0.34797950,0.34798672,0.91939443,0.91939437,578.00000000,578.00000000,1288.00000000,1288.00000000,35.11425781,35.11425781,40.64250051,40.64250051
465,46.94010207,0.34627536,0.34628876,0.92088377,0.92088377,584.50000000,584.50000000,1291.00000000,1291.00000000,35.61355209,35.61355209,41.17248840,41.17248840
466,47.04104638,0.34350837,0.34353219,0.92235804,0.92235816,591.50000000,591.50000000,1294.00000000,1294.00000000,36.13229370,36.13230515,41.71654019,41.71655340
467,47.14199068,0.33961087,0.33965140,0.92381245,0.92381269,598.00000000,598.00000000,1297.00000000,1297.00000000,36.63353348,36.63355255,42.24479738,42.24481937
468,47.24293499,0.33454387,0.33460978,0.92524207,0.92524266,605.00000000,605.00000000,1299.00000000,1299.00000000,37.15358353,37.15362549,42.78597304,42.78602599
469,47.34387929,0.32832050,0.32842294,0.92664212,0.92664313,611.50000000,611.50000000,1302.00000000,1302.00000000,37.65525436,37.65533829,43.31729981,43.31740574
470,47.44482360,0.32107854,0.32123056,0.92800838,0.92801005,618.00000000,618.00000000,1305.00000000,1305.00000000,38.15659714,38.15671158,43.84631925,43.84646503
471,47.54576791,0.31306957,0.31328468,0.92933774,0.92934030,624.50000000,624.50000000,1308.00000000,1308.00000000,38.65727997,38.65745544,44.37258952,44.37281528
472,47.64671221,0.30469316,0.30498297,0.93062878,0.93063259,630.50000000,630.50000000,1310.00000000,1310.00000000,39.11992264,39.12019348,44.86038535,44.86073543
473,47.74765652,0.29644815,0.29681914,0.93188226,0.93188763,637.00000000,637.00000000,1313.00000000,1313.00000000,39.58155823,39.58193970,45.33805643,45.33855353
474,47.84860082,0.28886422,0.28931417,0.93310106,0.93310833,643.00000000,643.00000000,1315.00000000,1315.00000000,40.04229736,40.04283905,45.82016165,45.82085731
475,47.94954513,0.28243234,0.28294727,0.93429023,0.93429965,649.00000000,649.00000000,1318.00000000,1318.00000000,40.50247955,40.50316238,46.30744099,46.30832406
476,48.05048943,0.27746680,0.27801945,0.93545604,0.93546778,655.00000000,655.00000000,1320.00000000,1320.00000000,40.96247864,40.96334076,46.78555787,46.78666671
477,48.15143374,0.27409024,0.27464098,0.93660522,0.93661928,660.50000000,660.50000000,1322.00000000,1322.00000000,41.42274475,41.42378998,47.27011703,47.27146139
478,48.25237804,0.27216063,0.27266137,0.93774396,0.93776011,666.50000000,666.50000000,1325.00000000,1325.00000000,41.88372803,41.88491821,47.75423205,47.75576362
479,48.35332235,0.27131190,0.27171259,0.93887675,0.93889457,672.50000000,672.50000000,1327.00000000,1327.00000000,42.34570312,42.34704590,48.23429918,48.23602096
480,48.45426666,0.27098221,0.27123890,0.94000584,0.94002473,678.50000000,678.50000000,1329.00000000,1329.00000000,42.80886841,42.81030655,48.71440604,48.71624802
481,48.55521096,0.27050996,0.27059465,0.94113058,0.94114983,684.50000000,684.50000000,1332.00000000,1332.00000000,43.27315903,43.27462006,49.20254109,49.20440433
482,48.65615527,0.26922668,0.26912762,0.94224769,0.94226652,690.50000000,690.50000000,1334.00000000,1334.00000000,43.73829269,43.73974991,49.68226208,49.68412146
483,48.75709957,0.26656857,0.26629873,0.94335145,0.94336915,696.50000000,696.50000000,1336.00000000,1336.00000000,44.20382690,44.20520401,50.16513296,50.16688529
484,48.85804388,0.26211591,0.26170845,0.94443458,0.94445062,702.50000000,702.50000000,1338.00000000,1338.00000000,44.66915131,44.67042923,50.64632053,50.64794976
485,48.95898818,0.25569208,0.25519530,0.94548893,0.94550294,708.00000000,708.00000000,1341.00000000,1341.00000000,45.09540176,45.09650040,51.09871888,51.10011724
486,49.05993249,0.24736391,0.24683429,0.94650686,0.94651866,713.50000000,713.50000000,1343.00000000,1343.00000000,45.51996994,45.52091599,51.53515603,51.53634751
487,49.16087679,0.23744209,0.23693695,0.94748199,0.94749171,719.00000000,719.00000000,1345.00000000,1345.00000000,45.94231033,45.94306564,51.97624446,51.97720329
488,49.26182110,0.22644127,0.22601286,0.94840997,0.94841796,724.50000000,724.50000000,1347.00000000,1347.00000000,46.36193466,46.36260223,52.40848416,52.40933246
489,49.36276541,0.21499980,0.21469163,0.94928932,0.94929606,729.50000000,729.50000000,1349.00000000,1349.00000000,46.77874374,46.77930450,52.84494412,52.84564837
490,49.46370971,0.20377893,0.20362412,0.95012105,0.95012712,734.00000000,734.00000000,1350.00000000,1350.00000000,47.11561966,47.11611176,53.18539061,53.18601737
491,49.56465402,0.19337533,0.19339627,0.95090872,0.95091492,738.50000000,738.50000000,1352.00000000,1352.00000000,47.48822021,47.48872757,53.57850332,53.57914164
492,49.66559832,0.18424090,0.18444891,0.95165765,0.95166469,743.00000000,743.00000000,1353.00000000,1353.00000000,47.81980515,47.82038498,53.91525438,53.91599254
493,49.76654263,0.17664728,0.17704149,0.95237428,0.95238286,747.00000000,747.00000000,1355.00000000,1355.00000000,48.14939117,48.15011597,54.25796834,54.25888225
494,49.86748693,0.17061981,0.17118501,0.95306504,0.95307595,751.00000000,751.00000000,1356.00000000,1356.00000000,48.43874359,48.43966675,54.55457430,54.55572989
495,49.96843124,0.16601407,0.16671835,0.95373577,0.95374954,755.00000000,755.00000000,1358.00000000,1358.00000000,48.76572037,48.76687241,54.89754086,54.89899142
496,50.06937554,0.16252316,0.16331664,0.95439106,0.95440805,759.00000000,759.00000000,1359.00000000,1359.00000000,49.09200668,49.09343338,55.22972105,55.23151158
497,50.17031985,0.15973510,0.16055362,0.95503384,0.95505410,763.00000000,763.00000000,1361.00000000,1361.00000000,49.37896729,49.38067245,55.53120544,55.53334688
498,50.27126415,0.15719050,0.15795459,0.95566517,0.95568848,767.00000000,767.00000000,1362.00000000,1362.00000000,49.70433807,49.70630646,55.86107537,55.86355052
499,50.37220846,0.15444290,0.15507464,0.95628417,0.95630997,770.50000000,770.50000000,1363.00000000,1363.00000000,49.99029541,49.99247742,56.15560387,56.15833814
500,50.47315277,0.15109700,0.15152785,0.95688850,0.95691609,774.00000000,774.00000000,1365.00000000,1365.00000000,50.27545929,50.27780914,56.45838578,56.46132834
501,50.57409707,0.14689385,0.14707745,0.95747489,0.95750320,777.50000000,777.50000000,1366.00000000,1366.00000000,50.55955124,50.56197739,56.74974763,56.75278913
502,50.67504138,0.14171993,0.14164088,0.95803952,0.95806748,781.00000000,781.00000000,1367.00000000,1367.00000000,50.80318451,50.80558395,56.99509988,56.99809223
503,50.77598568,0.13567051,0.13535198,0.95857894,0.95860565,784.50000000,784.50000000,1368.00000000,1368.00000000,51.08405685,51.08636093,57.28652265,57.28939567
504,50.87692999,0.12904173,0.12853799,0.95909101,0.95911574,787.50000000,787.50000000,1370.00000000,1370.00000000,51.32385635,51.32599640,57.53625551,57.53892588
505,50.97787429,0.12227573,0.12166900,0.95957524,0.95959759,790.50000000,790.50000000,1371.00000000,1371.00000000,51.56156158,51.56350327,57.78310416,57.78552675
