,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
164,16.55586611,0.03311754,0.03311754,0.21931696,0.21931686,3.48828125,3.48828125,169.50000000,169.50000000,0.00001795,0.00001795,0.00002272,0.00002272
165,16.65681041,0.03609742,0.03609742,0.21975447,0.21975438,3.49804688,3.49804688,170.37500000,170.37500000,0.00001877,0.00001877,0.00002379,0.00002379
166,16.75775472,0.03909542,0.03909542,0.22022547,0.22022538,3.50976562,3.50976562,171.25000000,171.25000000,0.00001970,0.00001970,0.00002499,0.00002499
167,16.85869902,0.04202963,0.04202963,0.22072878,0.22072870,3.52148438,3.52148438,172.25000000,172.25000000,0.00002073,0.00002073,0.00002634,0.00002634
168,16.95964333,0.04483681,0.04483681,0.22126253,0.22126244,3.53320312,3.53320312,173.25000000,173.25000000,0.00002187,0.00002187,0.00002783,0.00002783
169,17.06058763,0.04748056,0.04748056,0.22182439,0.22182430,3.54687500,3.54687500,174.37500000,174.37500000,0.00002313,0.00002313,0.00002948,0.00002948
170,17.16153194,0.04995279,0.04995279,0.22241205,0.22241195,3.56250000,3.56250000,175.50000000,175.50000000,0.00002453,0.00002453,0.00003131,0.00003131
171,17.26247625,0.05227054,0.05227054,0.22302336,0.22302327,3.57617188,3.57617188,176.62500000,176.62500000,0.00002603,0.00002603,0.00003329,0.00003329
172,17.36342055,0.05447267,0.05447267,0.22365673,0.22365662,3.59179688,3.59179688,177.87500000,177.87500000,0.00002767,0.00002767,0.00003546,0.00003545
173,17.46436486,0.05661710,0.05661710,0.22431122,0.22431113,3.60742188,3.60742188,179.25000000,179.25000000,0.00002946,0.00002946,0.00003783,0.00003783
174,17.56530916,0.05874582,0.05874582,0.22498642,0.22498633,3.62500000,3.62500000,180.50000000,180.50000000,0.00003141,0.00003141,0.00004040,0.00004040
175,17.66625347,0.06092366,0.06092366,0.22568266,0.22568256,3.64062500,3.64062500,182.00000000,182.00000000,0.00003352,0.00003352,0.00004322,0.00004322
176,17.76719777,0.06321775,0.06321775,0.22640100,0.22640090,3.65820312,3.65820312,183.37500000,183.37500000,0.00003584,0.00003584,0.00004630,0.00004630
177,17.86814208,0.06571061,0.06571061,0.22714345,0.22714335,3.67773438,3.67773438,184.87500000,184.87500000,0.00003837,0.00003837,0.00004968,0.00004968
178,17.96908638,0.06856486,0.06856486,0.22791380,0.22791371,3.69726562,3.69726562,186.37500000,186.37500000,0.00004114,0.00004114,0.00005338,0.00005338
179,18.07003069,0.07188162,0.07188162,0.22871689,0.22871681,3.71679688,3.71679688,188.00000000,188.00000000,0.00004423,0.00004423,0.00005752,0.00005752
180,18.17097500,0.07591120,0.07591120,0.22956032,0.22956021,3.73828125,3.73828125,189.75000000,189.75000000,0.00004765,0.00004765,0.00006212,0.00006212
181,18.27191930,0.08095078,0.08095078,0.23045474,0.23045465,3.76171875,3.76171875,191.50000000,191.50000000,0.00005153,0.00005153,0.00006735,0.00006735
182,18.37286361,0.08737225,0.08737225,0.23141482,0.23141474,3.78515625,3.78515625,193.50000000,193.50000000,0.00005596,0.00005596,0.00007336,0.00007336
183,18.47380791,0.09561350,0.09561350,0.23245972,0.23245963,3.81250000,3.81250000,195.62500000,195.62500000,0.00006113,0.00006113,0.00008038,0.00008038
184,18.57475222,0.10615733,0.10615733,0.23361355,0.23361346,3.84375000,3.84375000,198.00000000,198.00000000,0.00006737,0.00006737,0.00008887,0.00008887
185,18.67569652,0.11949985,0.11949985,0.23490538,0.23490527,3.87695312,3.87695312,200.62500000,200.62500000,0.00007489,0.00007489,0.00009916,0.00009916
186,18.77664083,0.13605633,0.13605600,0.23636827,0.23636816,3.91601562,3.91601562,203.50000000,203.50000000,0.00008427,0.00008427,0.00011205,0.00011204
187,18.87758513,0.15613606,0.15613502,0.23803808,0.23803797,3.96093750,3.96093750,206.87500000,206.87500000,0.00009611,0.00009611,0.00012839,0.00012838
188,18.97852944,0.17983236,0.17983036,0.23995109,0.23995095,4.01171875,4.01171875,210.75000000,210.75000000,0.00011125,0.00011124,0.00014943,0.00014943
189,19.07947375,0.20694295,0.20693912,0.24214084,0.24214068,4.07421875,4.07421875,215.00000000,215.00000000,0.00013111,0.00013111,0.00017716,0.00017716
190,19.18041805,0.23690694,0.23689977,0.24463448,0.24463423,4.14453125,4.14453125,220.00000000,220.00000000,0.00015708,0.00015707,0.00021371,0.00021371
191,19.28136236,0.26877043,0.26875722,0.24744868,0.24744830,4.22656250,4.22656250,225.37500000,225.37500000,0.00019132,0.00019132,0.00026218,0.00026218
192,19.38230666,0.30120871,0.30118535,0.25058612,0.25058547,4.31640625,4.31640625,231.37500000,231.37500000,0.00023619,0.00023619,0.00032636,0.00032635
193,19.48325097,0.33261721,0.33257764,0.25403273,0.25403169,4.42187500,4.42187500,237.75000000,237.75000000,0.00029531,0.00029530,0.00041156,0.00041154
194,19.58419527,0.36126401,0.36119985,0.25775692,0.25775522,4.53515625,4.53515625,244.62500000,244.62500000,0.00037195,0.00037191,0.00052309,0.00052304
195,19.68513958,0.38549656,0.38539699,0.26171052,0.26170781,4.66015625,4.66015625,251.75000000,251.75000000,0.00046998,0.00046992,0.00066717,0.00066708
196,19.78608388,0.40397398,0.40382624,0.26583251,0.26582828,4.79687500,4.79687500,259.00000000,259.00000000,0.00059362,0.00059350,0.00085039,0.00085021
197,19.88702819,0.41588388,0.41567452,0.27005446,0.27004811,4.93750000,4.93750000,266.50000000,266.50000000,0.00074561,0.00074539,0.00107818,0.00107785
198,19.98797250,0.42103656,0.42075362,0.27430716,0.27429792,5.08203125,5.08203125,273.75000000,273.75000000,0.00092851,0.00092814,0.00135497,0.00135440
199,20.08891680,0.41994473,0.41958072,0.27852750,0.27851462,5.23437500,5.23437500,280.75000000,280.75000000,0.00114400,0.00114338,0.00168309,0.00168214
200,20.18986111,0.41368324,0.41323800,0.28266412,0.28264681,5.38671875,5.38671875,287.75000000,287.75000000,0.00139286,0.00139190,0.00206596,0.00206446
201,20.29080541,0.40368695,0.40317186,0.28668070,0.28665826,5.53906250,5.53906250,294.25000000,294.25000000,0.00167243,0.00167101,0.00249920,0.00249695
202,20.39174972,0.39151872,0.39095764,0.29055694,0.29052892,5.68750000,5.68750000,300.50000000,300.50000000,0.00198297,0.00198095,0.00298439,0.00298117
203,20.49269402,0.37861135,0.37804017,0.29428691,0.29425329,5.83593750,5.83593750,306.50000000,306.50000000,0.00232378,0.00232106,0.00352028,0.00351589
204,20.59363833,0.36612670,0.36558999,0.29787621,0.29783732,5.98437500,5.98437500,312.25000000,312.25000000,0.00269251,0.00268900,0.00410330,0.00409759
205,20.69458263,0.35480830,0.35435328,0.30133760,0.30129427,6.12890625,6.12890625,317.75000000,317.75000000,0.00309104,0.00308670,0.00473726,0.00473014
206,20.79552694,0.34511270,0.34478139,0.30468804,0.30464149,6.27343750,6.27343750,322.75000000,322.75000000,0.00352022,0.00351510,0.00542154,0.00541308
207,20.89647125,0.33726868,0.33708907,0.30794653,0.30789825,6.41406250,6.41406250,328.00000000,328.00000000,0.00397867,0.00397286,0.00616006,0.00615038
208,20.99741555,0.33137944,0.33135991,0.31113270,0.31108424,6.55859375,6.55859375,332.75000000,332.75000000,0.00447404,0.00446768,0.00695920,0.00694854
209,21.09835986,0.32755172,0.32767722,0.31426704,0.31421977,6.70312500,6.70312500,337.75000000,337.75000000,0.00500660,0.00499986,0.00782238,0.00781102
210,21.19930416,0.32590852,0.32614171,0.31737077,0.31732571,6.85156250,6.85156250,342.50000000,342.50000000,0.00558014,0.00557320,0.00875634,0.00874456
211,21.30024847,0.32656290,0.32684981,0.32046601,0.32042369,7.00000000,7.00000000,347.25000000,347.25000000,0.00620365,0.00619661,0.00977401,0.00976198
212,21.40119277,0.32954813,0.32982699,0.32357481,0.32353511,7.15234375,7.15234375,351.75000000,351.75000000,0.00688404,0.00687693,0.01088935,0.01087712
213,21.50213708,0.33474037,0.33495221,0.32671776,0.32668006,7.31250000,7.31250000,356.50000000,356.50000000,0.00762927,0.00762198,0.01211364,0.01210104
214,21.60308138,0.34181364,0.34191188,0.32991213,0.32987535,7.47656250,7.47656250,361.50000000,361.50000000,0.00844791,0.00844027,0.01346780,0.01345452
215,21.70402569,0.35026013,0.35021763,0.33317024,0.33313304,7.64843750,7.64843750,366.25000000,366.25000000,0.00934887,0.00934056,0.01495823,0.01494369
216,21.80496999,0.35940962,0.35922177,0.33649793,0.33645901,7.82812500,7.82812500,371.25000000,371.25000000,0.01035300,0.01034364,0.01663023,0.01661377
217,21.90591430,0.36854442,0.36822799,0.33989450,0.33985266,8.01562500,8.01562500,376.25000000,376.25000000,0.01145760,0.01144679,0.01846917,0.01845004
218,22.00685861,0.37696886,0.37655727,0.34335276,0.34330717,8.21093750,8.21093750,381.50000000,381.50000000,0.01266922,0.01265658,0.02049993,0.02047742
219,22.10780291,0.38406724,0.38360362,0.34686008,0.34681022,8.41406250,8.41406250,386.50000000,386.50000000,0.01400833,0.01399349,0.02274130,0.02271472
220,22.20874722,0.38943573,0.38896566,0.35040024,0.35034612,8.62500000,8.62500000,391.75000000,391.75000000,0.01546489,0.01544762,0.02518739,0.02515630
221,22.30969152,0.39268154,0.39224707,0.35395378,0.35389572,8.84375000,8.84375000,397.00000000,397.00000000,0.01704011,0.01702029,0.02784058,0.02780469
222,22.41063583,0.39357321,0.39320922,0.35749930,0.35743797,9.07031250,9.07031250,402.00000000,402.00000000,0.01875236,0.01872995,0.03072221,0.03068143
223,22.51158013,0.39196369,0.39169690,0.36101452,0.36095080,9.29687500,9.29687500,407.25000000,407.25000000,0.02056099,0.02053616,0.03379015,0.03374471
224,22.61252444,0.38780110,0.38765094,0.36447689,0.36441180,9.52343750,9.52343750,412.25000000,412.25000000,0.02246748,0.02244049,0.03701929,0.03696970
225,22.71346874,0.38113705,0.38111716,0.36786461,0.36779937,9.75000000,9.75000000,417.00000000,417.00000000,0.02447388,0.02444520,0.04043046,0.04037749
226,22.81441305,0.37215210,0.37227132,0.37115785,0.37109366,9.98437500,9.98437500,421.75000000,421.75000000,0.02657108,0.02654118,0.04398290,0.04392747
227,22.91535736,0.36119301,0.36145515,0.37434003,0.37427816,10.21093750,10.21093750,426.50000000,426.50000000,0.02870965,0.02867925,0.04762964,0.04757303
228,23.01630166,0.34872562,0.34912747,0.37739891,0.37734056,10.42968750,10.42968750,430.75000000,430.75000000,0.03087359,0.03084348,0.05131630,0.05126002
229,23.11724597,0.33536561,0.33589505,0.38032773,0.38027400,10.64843750,10.64843750,435.00000000,435.00000000,0.03310674,0.03307760,0.05511160,0.05505694
230,23.21819027,0.32172829,0.32236357,0.38312525,0.38307703,10.85937500,10.85937500,439.00000000,439.00000000,0.03531358,0.03528628,0.05888934,0.05883796
231,23.31913458,0.30847273,0.30918270,0.38579589,0.38575384,11.07031250,11.07031250,442.75000000,442.75000000,0.03757654,0.03755168,0.06273290,0.06268598
232,23.42007888,0.29617045,0.29691735,0.38834897,0.38831335,11.27343750,11.27343750,446.50000000,446.50000000,0.03979852,0.03977661,0.06651599,0.06647453
233,23.52102319,0.28526925,0.28601291,0.39079753,0.39076829,11.46875000,11.46875000,450.00000000,450.00000000,0.04204208,0.04202342,0.07036857,0.07033315
234,23.62196749,0.27606430,0.27676742,0.39315695,0.39313373,11.66406250,11.66406250,453.25000000,453.25000000,0.04431158,0.04429617,0.07420940,0.07418012
235,23.72291180,0.26871181,0.26934450,0.39544377,0.39542592,11.85156250,11.85156250,456.50000000,456.50000000,0.04657647,0.04656425,0.07810698,0.07808369
236,23.82385611,0.26321894,0.26376162,0.39767435,0.39766109,12.03906250,12.03906250,459.75000000,459.75000000,0.04887908,0.04886964,0.08203735,0.08201933
237,23.92480041,0.25950290,0.25994714,0.39986414,0.39985466,12.22656250,12.22656250,463.00000000,463.00000000,0.05122777,0.05122086,0.08606861,0.08605536
238,24.02574472,0.25741042,0.25775782,0.40202716,0.40202060,12.42187500,12.42187500,466.00000000,466.00000000,0.05367204,0.05366710,0.09019815,0.09018869
239,24.12668902,0.25677916,0.25703890,0.40417588,0.40417147,12.60937500,12.60937500,469.25000000,469.25000000,0.05614089,0.05613746,0.09445953,0.09445294
240,24.22763333,0.25738911,0.25757492,0.40632069,0.40631783,12.80468750,12.80468750,472.25000000,472.25000000,0.05872493,0.05872263,0.09885127,0.09884685
241,24.32857763,0.25902368,0.25915119,0.40847018,0.40846837,13.00000000,13.00000000,475.50000000,475.50000000,0.06134725,0.06134576,0.10334241,0.10333951
242,24.42952194,0.26140724,0.26149081,0.41063046,0.41062936,13.20312500,13.20312500,478.50000000,478.50000000,0.06414719,0.06414627,0.10813623,0.10813445
243,24.53046624,0.26418512,0.26423754,0.41280475,0.41280407,13.40625000,13.40625000,481.75000000,481.75000000,0.06704359,0.06704295,0.11309664,0.11309542
244,24.63141055,0.26692469,0.26695619,0.41499257,0.41499215,13.61718750,13.61718750,484.75000000,484.75000000,0.07003801,0.07003763,0.11818346,0.11818272
245,24.73235486,0.26910605,0.26912424,0.41718927,0.41718900,13.82812500,13.82812500,488.00000000,488.00000000,0.07317802,0.07317778,0.12355853,0.12355805
246,24.83329916,0.27025268,0.27026278,0.41938636,0.41938615,14.04687500,14.04687500,491.25000000,491.25000000,0.07641034,0.07641012,0.12908916,0.12908874
247,24.93424347,0.26992332,0.26992870,0.42157188,0.42157173,14.27343750,14.27343750,494.50000000,494.50000000,0.07977675,0.07977660,0.13484219,0.13484190
248,25.03518777,0.26789275,0.26789574,0.42373222,0.42373210,14.49218750,14.49218750,497.50000000,497.50000000,0.08321397,0.08321390,0.14070592,0.14070576
249,25.13613208,0.26423064,0.26423211,0.42585447,0.42585436,14.71093750,14.71093750,500.75000000,500.75000000,0.08665224,0.08665216,0.14655719,0.14655702
250,25.23707638,0.25928844,0.25928903,0.42792869,0.42792860,14.92968750,14.92968750,503.75000000,503.75000000,0.09013107,0.09013098,0.15251598,0.15251581
251,25.33802069,0.25372052,0.25372069,0.42995030,0.42995018,15.14843750,15.14843750,506.75000000,506.75000000,0.09370041,0.09370022,0.15854940,0.15854905
252,25.43896499,0.24824990,0.24824937,0.43192044,0.43192035,15.36718750,15.36718750,509.75000000,509.75000000,0.09724325,0.09724315,0.16457670,0.16457651
253,25.53990930,0.24363448,0.24363336,0.43384632,0.43384621,15.57812500,15.57812500,512.50000000,512.50000000,0.10076039,0.10076030,0.17060772,0.17060752
254,25.64085361,0.24045815,0.24045624,0.43573964,0.43573949,15.78906250,15.78906250,515.50000000,515.50000000,0.10438294,0.10438273,0.17680499,0.17680459
255,25.74179791,0.23904420,0.23903984,0.43761441,0.43761426,16.00000000,16.00000000,518.00000000,518.00000000,0.10800307,0.10800296,0.18291604,0.18291580
256,25.84274222,0.23944955,0.23944179,0.43948504,0.43948480,16.21875000,16.21875000,521.00000000,521.00000000,0.11182781,0.11182754,0.18943806,0.18943752
257,25.94368652,0.24146026,0.24144606,0.44136405,0.44136369,16.43750000,16.43750000,523.50000000,523.50000000,0.11568337,0.11568287,0.19593091,0.19592994
258,26.04463083,0.24478274,0.24475786,0.44326150,0.44326097,16.65625000,16.65625000,526.50000000,526.50000000,0.11964745,0.11964677,0.20272648,0.20272511
259,26.14557513,0.24915849,0.24911632,0.44518545,0.44518459,16.89062500,16.89062500,529.50000000,529.50000000,0.12387078,0.12386959,0.20988240,0.20988006
260,26.24651944,0.25449728,0.25442803,0.44714305,0.44714165,17.14062500,17.14062500,532.50000000,532.50000000,0.12837438,0.12837248,0.21747119,0.21746741
261,26.34746374,0.26090866,0.26080231,0.44914225,0.44914004,17.37500000,17.37500000,535.50000000,535.50000000,0.13289553,0.13289249,0.22518674,0.22518067
262,26.44840805,0.26878120,0.26862301,0.45119396,0.45119053,17.64062500,17.64062500,538.50000000,538.50000000,0.13781178,0.13780692,0.23348848,0.23347880
263,26.54935235,0.27865786,0.27843226,0.45331293,0.45330781,17.90625000,17.90625000,541.50000000,541.50000000,0.14301521,0.14300756,0.24223901,0.24222386
264,26.65029666,0.29113121,0.29082274,0.45551839,0.45551094,18.18750000,18.18750000,545.00000000,545.00000000,0.14854747,0.14853628,0.25167399,0.25165171
265,26.75124097,0.30668368,0.30627938,0.45783290,0.45782238,18.50000000,18.50000000,548.50000000,548.50000000,0.15461600,0.15459986,0.26188774,0.26185552
266,26.85218527,0.32555615,0.32504820,0.46028060,0.46026626,18.82812500,18.82812500,552.00000000,552.00000000,0.16120966,0.16118698,0.27291003,0.27286480
267,26.95312958,0.34765561,0.34704401,0.46288466,0.46286574,19.18750000,19.18750000,556.00000000,556.00000000,0.16847889,0.16844805,0.28518143,0.28511985
268,27.05407388,0.37257303,0.37186738,0.46566495,0.46564078,19.57812500,19.57812500,560.50000000,560.50000000,0.17658399,0.17654340,0.29879659,0.29871543
269,27.15501819,0.39968244,0.39890258,0.46863645,0.46860650,20.00000000,20.00000000,565.00000000,565.00000000,0.18543389,0.18538192,0.31366295,0.31355894
270,27.25596249,0.42821290,0.42738799,0.47180828,0.47177222,20.45312500,20.45312500,569.50000000,569.50000000,0.19545205,0.19538718,0.33041826,0.33028835
271,27.35690680,0.45751786,0.45668418,0.47518468,0.47514245,20.95312500,20.95312500,574.50000000,574.50000000,0.20636447,0.20628566,0.34865916,0.34850112
272,27.45785110,0.48703320,0.48623109,0.47876570,0.47871754,21.51562500,21.51562500,580.00000000,580.00000000,0.21880440,0.21871105,0.36926685,0.36907962
273,27.55879541,0.51639429,0.51566497,0.48254865,0.48249519,22.10937500,22.10937500,586.00000000,586.00000000,0.23249541,0.23238756,0.39209637,0.39187988
274,27.65973972,0.54526503,0.54464783,0.48652855,0.48647055,22.75000000,22.75000000,592.00000000,592.00000000,0.24751969,0.24739757,0.41699683,0.41675148
275,27.76068402,0.57326494,0.57279522,0.49069759,0.49063620,23.43750000,23.43750000,598.00000000,598.00000000,0.26416945,0.26403460,0.44451597,0.44424485
276,27.86162833,0.59977654,0.59948403,0.49504367,0.49498013,24.18750000,24.18750000,604.50000000,604.50000000,0.28254315,0.28239712,0.47477560,0.47448189
277,27.96257263,0.62388261,0.62378971,0.49954805,0.49948385,25.00000000,25.00000000,611.00000000,611.00000000,0.30272666,0.30257222,0.50759506,0.50728461
278,28.06351694,0.64443496,0.64455466,0.50418413,0.50412077,25.84375000,25.84375000,618.00000000,618.00000000,0.32455084,0.32439116,0.54326517,0.54294411
279,28.16446124,0.66019392,0.66052744,0.50891650,0.50885558,26.75000000,26.75000000,625.00000000,625.00000000,0.34827220,0.34811151,0.58175350,0.58143044
280,28.26540555,0.67014284,0.67067750,0.51370311,0.51364595,27.70312500,27.70312500,632.00000000,632.00000000,0.37389806,0.37373993,0.62312264,0.62280492
281,28.36634985,0.67373528,0.67444352,0.51849818,0.51844609,28.67187500,28.67187500,639.00000000,639.00000000,0.40088362,0.40073264,0.66655652,0.66625341
282,28.46729416,0.67107977,0.67192024,0.52325743,0.52321130,29.68750000,29.68750000,646.00000000,646.00000000,0.42940700,0.42926741,0.71229558,0.71201536
283,28.56823847,0.66300816,0.66392935,0.52794284,0.52790326,30.71875000,30.71875000,653.00000000,653.00000000,0.45911798,0.45899230,0.75947790,0.75922592
284,28.66918277,0.65091044,0.65185639,0.53252655,0.53249359,31.75000000,31.75000000,659.50000000,659.50000000,0.48964134,0.48953196,0.80786614,0.80764735
285,28.77012708,0.63652338,0.63744039,0.53699327,0.53696674,32.81250000,32.81250000,666.00000000,666.00000000,0.52148688,0.52139497,0.85806138,0.85787777
286,28.87107138,0.62155641,0.62239933,0.54133964,0.54131901,33.87500000,33.87500000,672.50000000,672.50000000,0.55373430,0.55366009,0.90881404,0.90866607
287,28.97201569,0.60738598,0.60812272,0.54557216,0.54555666,34.90625000,34.90625000,678.50000000,678.50000000,0.58633852,0.58628064,0.95981324,0.95969781
288,29.07295999,0.59482660,0.59544002,0.54970276,0.54969150,36.00000000,36.00000000,684.50000000,684.50000000,0.62089676,0.62085313,1.01335703,1.01327011
289,29.17390430,0.58404071,0.58452791,0.55374444,0.55373657,37.06250000,37.06250000,690.00000000,690.00000000,0.65520209,0.65517050,1.06649290,1.06643005
290,29.27484860,0.57458893,0.57495841,0.55770695,0.55770165,38.15625000,38.15625000,696.00000000,696.00000000,0.69122738,0.69120556,1.12177782,1.12173458
291,29.37579291,0.56558003,0.56584778,0.56159395,0.56159049,39.25000000,39.25000000,701.50000000,701.50000000,0.72729343,0.72727907,1.17722897,1.17720044
292,29.47673722,0.55591687,0.55610240,0.56540149,0.56539929,40.34375000,40.34375000,707.00000000,707.00000000,0.76508540,0.76507550,1.23523701,1.23521753
293,29.57768152,0.54465133,0.54477455,0.56911916,0.56911778,41.46875000,41.46875000,712.00000000,712.00000000,0.80350441,0.80349833,1.29311390,1.29310187
294,29.67862583,0.53107761,0.53115573,0.57273179,0.57273096,42.56250000,42.56250000,717.50000000,717.50000000,0.84170192,0.84169817,1.35126465,1.35125703
295,29.77957013,0.51506253,0.51510978,0.57622361,0.57622313,43.65625000,43.65625000,722.50000000,722.50000000,0.88026929,0.88026679,1.40927760,1.40927274
296,29.88051444,0.49704961,0.49707739,0.57958192,0.57958162,44.75000000,44.75000000,727.00000000,727.00000000,0.91909301,0.91909188,1.46743485,1.46743259
297,29.98145874,0.47802137,0.47803654,0.58280087,0.58280063,45.81250000,45.81250000,731.50000000,731.50000000,0.95730525,0.95730388,1.52437737,1.52437472
298,30.08240305,0.45935667,0.45936480,0.58588368,0.58588350,46.87500000,46.87500000,736.00000000,736.00000000,0.99641979,0.99641901,1.58256333,1.58256162
299,30.18334735,0.44248765,0.44249182,0.58884335,0.58884323,47.87500000,47.87500000,740.50000000,740.50000000,1.03325295,1.03325224,1.63763343,1.63763205
300,30.28429166,0.42863021,0.42863243,0.59170079,0.59170067,48.90625000,48.90625000,744.50000000,744.50000000,1.07187104,1.07187033,1.69458119,1.69457993
301,30.38523597,0.41850919,0.41851074,0.59448147,0.59448141,49.90625000,49.90625000,748.50000000,748.50000000,1.10995066,1.10995007,1.75072559,1.75072451
302,30.48618027,0.41220825,0.41220825,0.59721124,0.59721112,50.90625000,50.90625000,752.50000000,752.50000000,1.14757943,1.14757860,1.80596737,1.80596591
303,30.58712458,0.40908650,0.40908650,0.59991139,0.59991133,51.93750000,51.93750000,756.00000000,756.00000000,1.18740141,1.18740118,1.86378491,1.86378439
304,30.68806888,0.40798902,0.40798902,0.60259545,0.60259533,52.96875000,52.96875000,760.00000000,760.00000000,1.22695339,1.22695279,1.92181301,1.92181163
305,30.78901319,0.40747075,0.40747075,0.60526729,0.60526723,54.00000000,54.00000000,764.00000000,764.00000000,1.26797962,1.26797903,1.98169877,1.98169768
306,30.88995749,0.40613785,0.40613785,0.60792172,0.60792160,55.06250000,55.06250000,767.50000000,767.50000000,1.30958593,1.30958498,2.04157923,2.04157759
307,30.99090180,0.40293843,0.40293841,0.61054665,0.61054653,56.15625000,56.15625000,771.50000000,771.50000000,1.35259008,1.35258913,2.10394036,2.10393854
308,31.09184610,0.39732304,0.39732301,0.61312658,0.61312646,57.21875000,57.21875000,775.50000000,775.50000000,1.39599800,1.39599705,2.16681257,2.16681075
309,31.19279041,0.38929224,0.38929218,0.61564618,0.61564606,58.28125000,58.28125000,779.00000000,779.00000000,1.43876052,1.43875909,2.22808506,2.22808249
310,31.29373471,0.37935361,0.37935350,0.61809355,0.61809343,59.34375000,59.34375000,782.50000000,782.50000000,1.48167336,1.48167229,2.28943304,2.28943138
311,31.39467902,0.36838345,0.36838324,0.62046248,0.62046242,60.40625000,60.40625000,786.00000000,786.00000000,1.52561319,1.52561271,2.35222061,2.35221987
312,31.49562333,0.35738602,0.35738565,0.62275338,0.62275326,61.40625000,61.40625000,789.50000000,789.50000000,1.56675172,1.56675065,2.41110847,2.41110662
313,31.59656763,0.34736526,0.34736462,0.62497288,0.62497276,62.43750000,62.43750000,792.50000000,792.50000000,1.60985231,1.60985112,2.47189753,2.47189531
314,31.69751194,0.33924075,0.33923972,0.62713361,0.62713349,63.43750000,63.43750000,795.50000000,795.50000000,1.65113485,1.65113413,2.52986702,2.52986552
315,31.79845624,0.33381867,0.33381707,0.62925303,0.62925285,64.43750000,64.43750000,799.00000000,799.00000000,1.69360995,1.69360793,2.59030618,2.59030246
316,31.89940055,0.33171399,0.33171161,0.63135237,0.63135225,65.43750000,65.43750000,802.00000000,802.00000000,1.73645830,1.73645866,2.65090237,2.65090271
317,32.00034485,0.33344662,0.33344326,0.63345611,0.63345593,66.43750000,66.43750000,805.00000000,805.00000000,1.77886283,1.77886117,2.71046447,2.71046117
318,32.10128916,0.33940880,0.33940427,0.63559067,0.63559049,67.50000000,67.50000000,808.00000000,808.00000000,1.82506239,1.82506049,2.77486630,2.77486273
319,32.20223346,0.34977748,0.34977167,0.63778359,0.63778335,68.62500000,68.62500000,811.50000000,811.50000000,1.87333310,1.87333131,2.84279598,2.84279258
320,32.30317777,0.36448086,0.36447383,0.64006150,0.64006120,69.81250000,69.81250000,815.00000000,815.00000000,1.92394960,1.92394781,2.91273219,2.91272854
321,32.40412208,0.38301028,0.38300223,0.64244777,0.64244747,71.00000000,71.00000000,818.50000000,818.50000000,1.97718132,1.97717798,2.98783097,2.98782520
322,32.50506638,0.40438718,0.40437855,0.64495945,0.64495903,72.37500000,72.37500000,822.00000000,822.00000000,2.03747702,2.03747344,3.07055858,3.07055183
323,32.60601069,0.42711522,0.42710662,0.64760405,0.64760357,73.81250000,73.81250000,826.00000000,826.00000000,2.10086894,2.10086489,3.15763294,3.15762531
324,32.70695499,0.44924289,0.44923509,0.65037704,0.65037656,75.31250000,75.31250000,830.00000000,830.00000000,2.16850471,2.16850090,3.25151994,3.25151263
325,32.80789930,0.46858699,0.46858076,0.65326059,0.65326005,76.93750000,76.93750000,834.50000000,834.50000000,2.24255538,2.24255037,3.35295949,3.35295036
326,32.90884360,0.48299733,0.48299337,0.65622365,0.65622312,78.62500000,78.62500000,839.00000000,839.00000000,2.31852746,2.31852198,3.45746053,3.45745065
327,33.00978791,0.49073419,0.49073296,0.65922499,0.65922445,80.43750000,80.43750000,843.50000000,843.50000000,2.40055275,2.40054703,3.56837721,3.56836653
328,33.11073221,0.49076266,0.49076433,0.66221738,0.66221684,82.18750000,82.18750000,848.00000000,848.00000000,2.48382020,2.48381567,3.68280664,3.68279840
329,33.21167652,0.48297213,0.48297591,0.66515326,0.66515273,84.00000000,84.00000000,852.50000000,852.50000000,2.56784487,2.56783915,3.79622285,3.79621238
330,33.31262083,0.46819721,0.46820111,0.66799074,0.66799027,85.81250000,85.81250000,856.50000000,856.50000000,2.65215516,2.65214944,3.90965831,3.90964825
331,33.41356513,0.44811817,0.44812252,0.67069834,0.67069787,87.56250000,87.56250000,860.50000000,860.50000000,2.73400664,2.73400211,4.01903024,4.01902190
332,33.51450944,0.42496832,0.42496964,0.67325830,0.67325783,89.25000000,89.25000000,864.50000000,864.50000000,2.81542039,2.81541562,4.12844256,4.12843288
333,33.61545374,0.40110524,0.40109967,0.67566729,0.67566675,90.81250000,90.81250000,868.00000000,868.00000000,2.89148784,2.89148116,4.22974295,4.22973142
334,33.71639805,0.37868146,0.37866330,0.67793477,0.67793417,92.37500000,92.37500000,871.50000000,871.50000000,2.96450090,2.96449447,4.32762299,4.32761141
335,33.81734235,0.35930535,0.35926632,0.68007982,0.68007898,93.87500000,93.87500000,875.00000000,875.00000000,3.03696275,3.03695393,4.42357284,4.42355701
336,33.91828666,0.34387932,0.34380780,0.68212664,0.68212539,95.31250000,95.31250000,878.00000000,878.00000000,3.10908294,3.10906863,4.51921886,4.51919296
