,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
511,45.95453559,0.07464454,0.07481795,0.00324863,0.00325617,2.81835938,2.81835938,0.00827655,0.00829600,429.50000000,429.50000000,5229.18784649,5241.47730338,987.14269927,987.13068829,75.14851888,75.14851888,146.47615324,146.47495045
512,46.15229757,0.12365494,0.12380506,0.00535856,0.00536507,2.82031250,2.82031250,0.01365966,0.01367661,432.75000000,432.75000000,8699.86689896,8710.66387782,989.78780381,989.78203311,75.71716309,75.71716309,147.25073204,147.25015338
513,46.28495556,0.02225327,0.02222661,0.00096158,0.00096042,2.82617188,2.82617188,0.00245210,0.00244922,438.00000000,438.00000000,1570.15126777,1568.31241343,994.17290422,994.17258911,76.72485352,76.72485352,148.58754853,148.58751681
514,46.45196364,0.03946438,0.03947256,0.00169915,0.00169950,2.82812500,2.82812500,0.00433498,0.00433600,439.75000000,439.75000000,2794.58424265,2795.23877366,994.96226800,994.96102907,77.03140259,77.03140259,148.89079449,148.89066972
515,46.70454243,0.05276232,0.05282566,0.00225941,0.00226212,2.83007812,2.82812500,0.00576841,0.00577550,441.25000000,441.25000000,3756.56416735,3761.17552326,996.36564523,996.36473650,77.29415894,77.29415894,149.32151956,149.19812791
516,46.88494721,0.03567666,0.03562707,0.00152188,0.00151977,2.83203125,2.83203125,0.00388740,0.00388210,443.00000000,443.00000000,2549.91340857,2546.43773424,998.24899857,998.25040128,77.60070801,77.60070801,149.81446991,149.81461157
517,46.89602637,0.08297347,0.08290376,0.00353861,0.00353564,2.83203125,2.83203125,0.00903910,0.00903175,444.75000000,444.75000000,5931.75365142,5926.92999843,999.52537565,999.52503790,77.90725708,77.90725708,150.13695445,150.13692034
518,47.08477783,0.04704056,0.04701164,0.00199812,0.00199689,2.83593750,2.83593750,0.00510669,0.00510369,450.00000000,450.00000000,3376.45410522,3374.46929446,1002.48826937,1002.48552677,78.91845703,78.91845703,151.19727209,151.19699478
519,47.12314940,0.00975317,0.00973135,0.00041394,0.00041302,2.83789062,2.83789062,0.00105805,0.00105571,451.75000000,451.75000000,700.62866059,699.07999163,1004.17089398,1004.16716770,79.31727091,79.31727091,151.84571874,151.84534080
520,47.18844707,0.04758558,0.04749970,0.00201683,0.00201319,2.83984375,2.83789062,0.00515598,0.00514681,451.75000000,451.75000000,3423.09448150,3417.00867414,1004.51969268,1004.51519684,79.31727091,79.31727091,152.00624842,151.88064000
521,47.62030256,0.01956557,0.01961017,0.00082173,0.00082361,2.84179688,2.84179688,0.00210322,0.00210807,455.25000000,455.25000000,1420.34036695,1423.61680648,1006.22209649,1006.21458415,79.97810364,79.97810364,152.71164868,152.71088488
522,47.67220742,0.01602578,0.01602833,0.00067233,0.00067244,2.84179688,2.84179688,0.00172107,0.00172139,455.25000000,455.25000000,1164.64141255,1164.85790035,1006.92762790,1006.92174778,79.97810364,79.97810364,152.78338267,152.78278482
523,47.75613503,0.00839873,0.00836631,0.00035173,0.00035038,2.84179688,2.84179688,0.00090059,0.00089714,457.25000000,457.25000000,611.43568239,609.09186451,1007.50577628,1007.50000698,80.32946269,80.32946269,153.06360536,153.06301877
524,47.81332538,0.05000674,0.04997689,0.00209175,0.00209050,2.84179688,2.84179688,0.00535661,0.00535356,457.25000000,457.25000000,3644.89702398,3642.81986244,1007.80917089,1007.80224048,80.32946269,80.32946269,153.09445261,153.09374797
525,47.87180393,0.03129274,0.03128398,0.00130736,0.00130699,2.84570312,2.84570312,0.00334844,0.00334760,459.00000000,459.00000000,2283.65840722,2283.08117850,1009.61587842,1009.60793172,80.63690186,80.63690186,153.53055326,153.52974444
526,47.91632187,0.04004750,0.04002356,0.00167156,0.00167056,2.84570312,2.84570312,0.00428177,0.00427932,460.75000000,460.75000000,2925.27477376,2923.60523391,1010.74619977,1010.73797641,80.94434102,80.94434102,153.83917139,153.83833441
527,47.92942080,0.10249613,0.10246555,0.00427696,0.00427568,2.84765625,2.84765625,0.01095600,0.01095302,462.50000000,462.50000000,7488.89010959,7486.85782083,1012.19225206,1012.18321573,81.43997192,81.43997192,154.59110585,154.59018311
528,48.03982895,0.04620791,0.04626238,0.00192373,0.00192600,2.85156250,2.85156250,0.00492936,0.00493530,468.00000000,468.00000000,3383.96260493,3388.04306183,1015.88485826,1015.87485451,82.31323242,82.31323242,155.58133995,155.58031771
529,48.14661213,0.02270608,0.02281678,0.00094321,0.00094780,2.85351562,2.85351562,0.00241756,0.00242941,469.75000000,469.75000000,1666.54012441,1674.71015147,1017.54901987,1017.54103754,82.62102763,82.62102763,155.99876085,155.99794440
530,48.16290694,0.08051040,0.08042353,0.00334325,0.00333965,2.85546875,2.85546875,0.00856956,0.00856054,471.75000000,471.75000000,5911.15687021,5904.93824046,1018.36758981,1018.36362525,82.97279358,82.97279358,156.35922737,156.35882146
531,48.29654111,0.06111543,0.06109946,0.00253084,0.00253018,2.85742188,2.85742188,0.00648947,0.00648795,475.25000000,475.25000000,4499.60856822,4498.55348452,1021.26573664,1021.25873875,83.68507385,83.68507385,157.22612795,157.22541061
532,48.57908430,0.06351735,0.06368111,0.00261501,0.00262175,2.86132812,2.86132812,0.00671034,0.00672782,479.00000000,479.00000000,4703.80708668,4716.06144909,1023.46632256,1023.45882426,84.39412435,84.39412435,158.06626347,158.06549289
533,48.70224400,0.02387985,0.02398206,0.00098065,0.00098484,2.86328125,2.86328125,0.00251725,0.00252809,481.00000000,481.00000000,1772.91711309,1780.55360018,1025.76172696,1025.76021877,84.69757080,84.69757080,158.56124230,158.56108727
534,48.95294024,0.08321285,0.08333734,0.00339971,0.00340479,2.86523438,2.86523438,0.00873257,0.00874587,482.75000000,482.75000000,6209.79081829,6219.24854461,1026.62555862,1026.62777091,85.15304565,85.15304565,159.22536902,159.22559725
535,49.05972145,0.07194027,0.07199969,0.00293276,0.00293519,2.86718750,2.86718750,0.00753528,0.00754171,486.75000000,486.75000000,5380.28052576,5384.87001903,1029.64548677,1029.65228526,85.75958252,85.75958252,159.79594291,159.79664351
536,49.38284394,0.01775846,0.01766491,0.00071922,0.00071543,2.87109375,2.87109375,0.00184948,0.00183978,490.50000000,490.50000000,1336.87012409,1329.86336084,1032.25486628,1032.26387061,86.52008057,86.52008057,160.77175008,160.77268086
537,49.43300762,0.10111903,0.10131544,0.00409115,0.00409910,2.87109375,2.87109375,0.01052185,0.01054257,492.25000000,492.25000000,7620.04839784,7635.05563476,1032.90221177,1032.90781870,86.82876587,86.82876587,161.03156700,161.03214659
538,49.45522546,0.04734883,0.04733461,0.00191482,0.00191424,2.87500000,2.87500000,0.00492491,0.00492356,496.25000000,496.25000000,3569.67945665,3568.70370254,1036.58430794,1036.59713368,87.63529460,87.63529460,162.22681077,162.22814050
539,49.52629930,0.01827304,0.01837110,0.00073791,0.00074187,2.87695312,2.87695312,0.00189826,0.00190850,500.00000000,500.00000000,1379.60391164,1387.04517319,1038.30472739,1038.31706201,88.34838867,88.34838867,162.96552760,162.96680837
540,49.64514726,0.04521336,0.04532229,0.00182146,0.00182585,2.87890625,2.87890625,0.00468711,0.00469853,500.00000000,500.00000000,3421.77468087,3430.11113010,1038.96886904,1038.98477681,88.34838867,88.34838867,163.03767690,163.03932878
541,49.74859360,0.02904376,0.02910150,0.00116762,0.00116994,2.88085938,2.88085938,0.00300541,0.00301147,502.00000000,502.00000000,2202.62927594,2207.06812760,1040.61428278,1040.63417086,88.80391439,88.80391439,163.67008828,163.67215781
542,49.84628879,0.06937728,0.06944172,0.00278365,0.00278623,2.88085938,2.88085938,0.00716680,0.00717366,504.00000000,504.00000000,5271.78738072,5276.82639701,1041.67207642,1041.69407491,89.15771484,89.15771484,164.00081948,164.00310861
543,50.02455855,0.04859885,0.04848824,0.00194300,0.00193858,2.88476562,2.88476562,0.00500476,0.00499350,508.00000000,508.00000000,3706.09903395,3697.76405066,1044.19945517,1044.22381322,89.86531576,89.86531576,164.89340746,164.89594669
544,50.17017001,0.06842532,0.06833316,0.00272773,0.00272406,2.88671875,2.88671875,0.00702868,0.00701940,510.00000000,510.00000000,5233.23462095,5226.32724497,1045.97256236,1045.99289488,90.11535645,90.11535645,165.21357317,165.21569429
545,50.22504258,0.02721260,0.02728281,0.00108363,0.00108642,2.88867188,2.88867188,0.00279263,0.00279991,514.00000000,514.00000000,2083.52260521,2088.95437618,1048.47118980,1048.48817990,90.92671712,90.92671712,166.10662144,166.10839596
546,50.24270978,0.04623088,0.04621340,0.00184030,0.00183961,2.89062500,2.89062500,0.00474288,0.00474122,516.00000000,516.00000000,3540.89480713,3539.65146844,1049.46431975,1049.48388161,91.28051758,91.28051758,166.48408101,166.48612609
547,50.57518105,0.01748165,0.01756041,0.00069131,0.00069443,2.89062500,2.89062500,0.00178318,0.00179126,518.00000000,518.00000000,1347.80664274,1353.91545236,1051.14996706,1051.16890614,91.63431803,91.63431803,166.88033839,166.88231837
548,50.65344437,0.07997304,0.07990967,0.00315765,0.00315515,2.89257812,2.89257812,0.00814651,0.00814027,518.00000000,518.00000000,6175.33274336,6170.60596446,1051.79088220,1051.81271369,91.73970540,91.73970540,167.32617535,167.32846431
549,50.66829219,0.06532270,0.06525161,0.00257844,0.00257564,2.89453125,2.89453125,0.00665244,0.00664538,524.00000000,524.00000000,5045.54642230,5040.19142271,1054.72242445,1054.74195453,92.80232747,92.80232747,168.29561535,168.29766307
550,50.75707467,0.05382035,0.05379182,0.00212070,0.00211958,2.89843750,2.89843750,0.00547269,0.00546993,526.00000000,526.00000000,4164.38562177,4162.28996597,1057.11160199,1057.12855513,93.21004232,93.21004232,168.96845161,168.97023352
551,50.80460332,0.01803614,0.01794398,0.00071002,0.00070639,2.90039062,2.90039062,0.00183250,0.00182318,530.50000000,530.50000000,1396.86511746,1389.76507874,1059.07947042,1059.09540271,94.11539714,94.11539714,169.86741966,169.86909626
552,51.10642707,0.09215260,0.09210244,0.00360630,0.00360434,2.90039062,2.90039062,0.00931461,0.00930979,530.50000000,530.50000000,7179.44592065,7175.73133711,1059.73873657,1059.75130909,94.11539714,94.11539714,169.93679600,169.93811904
553,51.25434971,0.02035181,0.02039030,0.00079415,0.00079565,2.90429688,2.90429688,0.00205194,0.00205588,534.50000000,536.50000000,1590.16280593,1593.21317157,1063.12070609,1063.13149161,94.71628825,95.07069906,170.77890873,170.99981134
554,51.53915766,0.02022490,0.02020213,0.00078484,0.00078395,2.90429688,2.90429688,0.00202932,0.00202709,536.50000000,536.50000000,1589.02791665,1587.28146192,1063.86831822,1063.88052977,95.07069906,95.07069906,171.07746840,171.07875542
555,51.79043658,0.03484144,0.03484696,0.00134548,0.00134569,2.90625000,2.90625000,0.00348111,0.00348176,538.50000000,538.50000000,2750.76499195,2751.27471348,1064.61487235,1064.62625512,95.53466797,95.53466797,171.57374506,171.57494614
556,51.79513837,0.04718543,0.04710450,0.00182200,0.00181888,2.90820312,2.90820312,0.00471407,0.00470611,538.50000000,538.50000000,3725.67290749,3719.38335510,1065.90599559,1065.91760366,95.53466797,95.53466797,171.81294123,171.81416835
557,51.83597380,0.01356144,0.01359131,0.00052324,0.00052440,2.91015625,2.90820312,0.00135393,0.00135695,543.00000000,543.00000000,1071.63024433,1074.01953357,1067.65222069,1067.66086430,96.44348145,96.33300781,172.69047775,172.49260554
558,51.94880887,0.05436464,0.05459571,0.00209301,0.00210190,2.91015625,2.91015625,0.00541729,0.00544046,543.00000000,543.00000000,4305.26541706,4323.68114473,1068.15396577,1068.16372373,96.44348145,96.44348145,172.74358008,172.74461282
559,52.09278140,0.03017867,0.03019235,0.00115865,0.00115918,2.91210938,2.91210938,0.00299997,0.00300141,545.00000000,545.00000000,2396.54449607,2397.69494695,1070.16735140,1070.18569503,96.79870605,96.79870605,173.17751271,173.17945415
560,52.39183220,0.02252002,0.02244679,0.00085968,0.00085688,2.91210938,2.91210938,0.00222750,0.00222032,547.00000000,547.00000000,1798.62288643,1792.82245464,1071.28647172,1071.30533313,97.15393066,97.15393066,173.51582532,173.51782156
561,52.50975959,0.03091251,0.03085778,0.00117740,0.00117532,2.91406250,2.91406250,0.00305163,0.00304631,549.50000000,549.50000000,2474.46952009,2470.15510820,1072.12561175,1072.14175333,97.59796143,97.59796143,173.98143246,173.98314399
562,52.57927753,0.08156055,0.08140003,0.00310238,0.00309628,2.91406250,2.91406250,0.00804222,0.00802661,549.50000000,551.50000000,6537.36241902,6524.67238866,1073.27899304,1073.29310738,97.59796143,97.95318604,174.10372805,174.32470257
563,52.75385127,0.06655102,0.06631842,0.00252308,0.00251426,2.91796875,2.91796875,0.00654327,0.00652058,555.50000000,555.50000000,5352.00729726,5333.44535744,1076.32019368,1076.32837310,98.77665202,98.77665202,175.47864353,175.47951332
564,52.95125783,0.03612238,0.03611171,0.00136436,0.00136396,2.91992188,2.91992188,0.00353998,0.00353903,558.00000000,558.00000000,2915.81833084,2915.03550157,1078.80358111,1078.80313871,99.10766602,99.10766602,175.86671535,175.86666831
565,53.02815741,0.02824637,0.02815524,0.00106533,0.00106190,2.92187500,2.92187500,0.00276464,0.00275579,560.00000000,560.00000000,2283.37377757,2276.06848486,1080.15414870,1080.15334448,99.63378906,99.63378906,176.53391498,176.53382933
566,53.19861348,0.04076659,0.04067695,0.00153262,0.00152925,2.92382812,2.92382812,0.00397890,0.00397026,562.50000000,562.50000000,3306.07310438,3298.89328380,1081.21059869,1081.20641696,100.02136230,100.02136230,176.87032264,176.86987713
567,53.75346851,0.01096845,0.01095351,0.00040810,0.00040755,2.92382812,2.92382812,0.00106089,0.00105948,564.50000000,564.50000000,898.79235424,897.59243162,1082.73839492,1082.73090349,100.37699382,100.37699382,177.25239908,177.25160096
568,53.77359939,0.01172642,0.01171152,0.00043614,0.00043559,2.92578125,2.92578125,0.00113384,0.00113243,564.50000000,564.50000000,961.26327621,960.06817522,1083.15337057,1083.14532810,100.43441772,100.43441772,177.59178713,177.59092833
569,53.90858351,0.09371242,0.09357288,0.00347672,0.00347154,2.92578125,2.92578125,0.00904132,0.00902810,564.50000000,564.50000000,7701.27970754,7690.01970898,1083.59701340,1083.58842277,100.43441772,100.43441772,177.63916076,177.63824343
570,54.07086026,0.04371332,0.04375119,0.00161689,0.00161829,2.92968750,2.92968750,0.00420639,0.00421015,571.00000000,571.00000000,3603.17070928,3606.38988437,1087.14477746,1087.13103611,101.70705160,101.70705160,179.03675312,179.03528140
571,54.16795299,0.02202271,0.02191006,0.00081313,0.00080897,2.92968750,2.92968750,0.00211586,0.00210509,573.50000000,573.50000000,1818.53249458,1809.27913117,1088.80068786,1088.78844573,102.15235392,102.15235392,179.48819226,179.48688111
572,54.20879788,0.04483882,0.04476603,0.00165430,0.00165162,2.93164062,2.93164062,0.00430511,0.00429823,573.50000000,573.50000000,3705.37179577,3699.45629595,1089.63547591,1089.61899703,102.15235392,102.15235392,179.57818690,179.57642196
573,54.28870092,0.04515902,0.04520922,0.00166366,0.00166551,2.93359375,2.93359375,0.00433028,0.00433521,575.50000000,575.50000000,3737.33291492,3741.58777495,1091.33443186,1091.31526838,102.62568156,102.62568156,180.23581534,180.23375864
574,54.37903616,0.03481541,0.03484872,0.00128047,0.00128170,2.93554688,2.93554688,0.00333359,0.00333687,580.00000000,580.00000000,2886.09661489,2888.93557968,1093.04536735,1093.02818022,103.42814128,103.42814128,181.10811383,181.10626610
575,54.44636620,0.01704773,0.01707840,0.00062622,0.00062735,2.93554688,2.93554688,0.00163057,0.00163354,580.00000000,580.00000000,1414.95672150,1417.54100518,1094.36478000,1094.34891070,103.42814128,103.42814128,181.24996019,181.24825413
576,54.51172694,0.01146379,0.01150413,0.00042060,0.00042208,2.93750000,2.93554688,0.00109533,0.00109921,582.50000000,582.50000000,952.63406952,956.01150322,1095.01106315,1094.99638326,103.93320719,103.87395223,181.69765229,181.59199083
577,54.85531950,0.05460604,0.05450698,0.00199091,0.00198730,2.93750000,2.93750000,0.00518890,0.00517963,582.50000000,582.50000000,4566.32945056,4558.16897181,1095.44596512,1095.43283265,103.93320719,103.93320719,181.74443447,181.74302182
578,55.13458039,0.08142666,0.08151998,0.00295374,0.00295713,2.93945312,2.93945312,0.00770329,0.00771233,584.50000000,584.50000000,6843.81868892,6851.84673019,1097.52821920,1097.51139394,104.23060099,104.23060099,182.13438437,182.13257387
579,55.31048154,0.02533361,0.02543387,0.00091605,0.00091968,2.94140625,2.94140625,0.00239001,0.00239953,589.50000000,589.50000000,2136.05477708,2144.56580737,1100.64163588,1100.62850524,105.30212402,105.30212402,183.38019195,183.37877531
580,55.39983443,0.06628514,0.06628473,0.00239297,0.00239296,2.94335938,2.94335938,0.00624462,0.00624475,591.50000000,591.50000000,5597.99424773,5598.11104694,1101.61157647,1101.60232042,105.53904215,105.53904215,183.49569084,183.49469335
581,55.42122254,0.01890896,0.01903187,0.00068237,0.00068681,2.94531250,2.94531250,0.00178078,0.00179241,596.00000000,596.00000000,1597.53946349,1607.96720378,1104.14947342,1104.14029154,106.34195964,106.34195964,184.45919612,184.45820494
582,55.55522305,0.03479402,0.03477812,0.00125259,0.00125202,2.94531250,2.94531250,0.00326988,0.00326848,596.00000000,596.00000000,2946.70902125,2945.44256192,1104.87266195,1104.86820509,106.34195964,106.34195964,184.53726460,184.53678349
583,55.55911924,0.03323842,0.03312368,0.00119651,0.00119238,2.94726562,2.94726562,0.00312350,0.00311280,598.50000000,598.50000000,2815.16280123,2805.52037717,1106.20536436,1106.20034043,106.78802490,106.78802490,185.00458096,185.00403814
584,55.68802654,0.03748049,0.03754017,0.00134609,0.00134823,2.94921875,2.94921875,0.00351501,0.00352071,601.00000000,601.00000000,3181.81440605,3186.96742300,1107.47707468,1107.46770316,107.35636393,107.35636393,185.62723658,185.62622284
585,56.19261020,0.01654715,0.01641572,0.00058894,0.00058427,2.94921875,2.94921875,0.00153966,0.00152747,603.50000000,603.50000000,1417.45797347,1406.23735240,1108.91265902,1108.90562311,107.80293783,107.80293783,186.05635848,186.05559739
586,56.19848439,0.01234600,0.01236800,0.00043937,0.00044015,2.95117188,2.95117188,0.00114865,0.00115073,603.50000000,603.50000000,1057.69037743,1059.60402640,1109.55159561,1109.53950733,107.80293783,107.80293783,186.22383950,186.22252953
587,56.31132311,0.03000608,0.02994613,0.00106572,0.00106359,2.95117188,2.95117188,0.00278682,0.00278133,603.50000000,603.50000000,2575.80367562,2570.72697008,1110.02812293,1110.01690183,107.80293783,107.80293783,186.27547907,186.27426308
588,56.40407962,0.02821025,0.02809831,0.00100029,0.00099632,2.95117188,2.95117188,0.00261627,0.00260596,605.50000000,605.50000000,2425.63419310,2416.07423539,1111.18775973,1111.17426596,108.16019694,108.16019694,186.61982144,186.61835917
589,56.40906840,0.06117160,0.06091110,0.00216886,0.00215962,2.95312500,2.95312500,0.00567273,0.00564872,608.00000000,608.00000000,5260.25201435,5237.99231628,1112.27868431,1112.26090624,108.48307292,108.48307292,186.79860822,186.79668386
590,56.43151244,0.07069202,0.07075991,0.00250541,0.00250782,2.95507812,2.95507812,0.00655333,0.00655980,610.50000000,610.50000000,6081.34809236,6087.35298043,1114.64080473,1114.61307900,109.17755127,109.17755127,187.95419376,187.95118067
591,56.76339029,0.04218846,0.04210673,0.00148647,0.00148359,2.95703125,2.95703125,0.00389099,0.00388356,615.00000000,615.00000000,3650.64645888,3643.67300301,1117.36541546,1117.34044447,109.85717773,109.85717773,188.57687898,188.57416592
592,56.84741354,0.01036352,0.01035969,0.00036461,0.00036447,2.95898438,2.95898438,0.00095458,0.00095425,617.50000000,617.50000000,898.10188730,897.79447913,1118.99781864,1118.96976807,110.42938232,110.42938232,189.24286736,189.23981623
593,56.98081427,0.04261731,0.04254135,0.00149585,0.00149318,2.95898438,2.95898438,0.00391744,0.00391056,617.50000000,617.50000000,3701.88159720,3695.38290382,1119.39904414,1119.37086631,110.42938232,110.42938232,189.28650970,189.28344472
594,57.01708173,0.02532022,0.02528550,0.00088816,0.00088694,2.96093750,2.96093750,0.00232618,0.00232305,620.00000000,620.00000000,2200.79882670,2197.84008042,1121.05133763,1121.02030278,110.87646484,110.87646484,189.78823878,189.78486003
595,57.38745449,0.04614236,0.04610369,0.00160810,0.00160675,2.96093750,2.96093750,0.00421520,0.00421178,622.50000000,622.50000000,4036.68265696,4033.40839559,1122.03248636,1122.00016013,111.32354736,111.32354736,190.16820044,190.16468109
596,57.58861725,0.09368684,0.09392791,0.00325366,0.00326203,2.96289062,2.96289062,0.00853235,0.00855454,625.00000000,625.00000000,8224.75673953,8246.14249300,1123.82987284,1123.79614153,111.89778646,111.89778646,190.90240551,190.89872573
597,57.75114195,0.02942771,0.02955135,0.00101912,0.00102340,2.96679688,2.96679688,0.00267348,0.00268479,629.50000000,629.50000000,2590.74572789,2601.70116619,1127.48318827,1127.45905035,112.76748657,112.76748657,191.99837937,191.99573996
598,57.81754020,0.05081471,0.05068460,0.00175776,0.00175326,2.96679688,2.96679688,0.00461184,0.00460015,632.00000000,632.00000000,4478.75083047,4467.40294675,1128.63151009,1128.61225023,113.21533203,113.21533203,192.39682665,192.39472065
599,58.21275898,0.04354377,0.04355211,0.00149602,0.00149631,2.96875000,2.96875000,0.00392849,0.00392934,634.50000000,634.50000000,3864.13242934,3864.97694888,1130.61392013,1130.58967549,113.66317749,113.66317749,193.04086882,193.03821562
600,58.32754602,0.00745347,0.00742325,0.00025557,0.00025454,2.97070312,2.97070312,0.00067129,0.00066859,637.00000000,637.00000000,662.73544129,660.06568304,1132.32149535,1132.29766019,114.24062093,114.24062093,193.76862267,193.76600901
601,58.37159911,0.02128582,0.02119547,0.00072932,0.00072623,2.97070312,2.97070312,0.00191582,0.00190774,637.00000000,637.00000000,1894.08605645,1886.09759979,1132.61410210,1132.58909449,114.24062093,114.24062093,193.80070862,193.79796639
602,58.38698667,0.08461990,0.08453774,0.00289859,0.00289577,2.97265625,2.97265625,0.00761443,0.00760724,637.00000000,637.00000000,7531.75777741,7524.64820623,1133.44995051,1133.42143731,114.11102295,114.11102295,193.72052771,193.71740186
603,58.63005411,0.01809124,0.01808269,0.00061713,0.00061684,2.97460938,2.97460938,0.00162202,0.00162130,642.00000000,642.00000000,1616.94980792,1616.22905801,1136.76758755,1136.73603038,115.26794434,115.26794434,195.07129951,195.06783211
604,58.93018291,0.02121506,0.02118015,0.00072001,0.00071882,2.97460938,2.97460938,0.00189362,0.00189056,644.50000000,644.50000000,1905.85505968,1902.77055880,1137.47857031,1137.44671604,115.71680705,115.71680705,195.42265656,195.41915653
605,59.05338130,0.02402063,0.02397619,0.00081352,0.00081202,2.97656250,2.97656250,0.00214013,0.00213623,644.50000000,644.50000000,2162.40506164,2158.46257428,1138.31601630,1138.28283057,115.45455933,115.45455933,195.27545596,195.27181177
606,59.12380895,0.02736659,0.02747948,0.00092574,0.00092956,2.97656250,2.97656250,0.00243570,0.00244582,647.00000000,647.00000000,2466.55571892,2476.79722926,1139.26544669,1139.23055829,115.90240479,115.90240479,195.65230838,195.64847722
607,59.15857969,0.07025478,0.07018749,0.00237513,0.00237286,2.97851562,2.97851562,0.00624966,0.00624385,647.00000000,647.00000000,6335.79962851,6329.90210985,1140.34745308,1140.31708844,116.03403727,116.03403727,196.04108325,196.03774213
608,59.21407903,0.06589136,0.06588918,0.00222553,0.00222546,2.98046875,2.98046875,0.00585670,0.00585667,652.50000000,652.50000000,5947.86698635,5947.83106232,1143.12209032,1143.08921974,117.02041626,117.02041626,196.94603182,196.94241498
609,59.34744867,0.03551760,0.03549262,0.00119694,0.00119610,2.98242188,2.98242188,0.00315075,0.00314862,657.50000000,657.50000000,3213.31583243,3211.14334026,1145.72072529,1145.68791359,118.05089315,118.05089315,198.09625940,198.09263858
610,59.40186055,0.00573990,0.00571748,0.00019326,0.00019250,2.98437500,2.98437500,0.00050878,0.00050680,657.50000000,657.50000000,519.77082657,517.75504469,1147.12218015,1147.08846158,118.05089315,118.05089315,198.25061895,198.24689807
611,59.69992220,0.03098428,0.03101810,0.00103800,0.00103913,2.98437500,2.98437500,0.00273441,0.00273747,657.50000000,657.50000000,2819.82990357,2822.98435074,1147.34871204,1147.31412165,118.05089315,118.05089315,198.27561694,198.27179986
612,59.70472623,0.03182426,0.03177062,0.00106606,0.00106426,2.98437500,2.98437500,0.00280834,0.00280368,660.00000000,660.00000000,2896.50880447,2891.70457902,1148.57690074,1148.54372058,118.49975586,118.49975586,198.68363790,198.67997644
613,59.72475394,0.02736692,0.02746863,0.00091643,0.00091984,2.98632812,2.98632812,0.00241429,0.00242333,662.50000000,662.50000000,2491.65625976,2500.98368856,1149.83712139,1149.80188844,119.01601156,119.01601156,199.25486292,199.25096934
614,59.94651286,0.01765867,0.01776480,0.00058915,0.00059269,2.98632812,2.98632812,0.00155280,0.00156217,665.00000000,665.00000000,1613.72603478,1623.46837492,1150.92009366,1150.88894614,119.46512858,119.46512858,199.64694493,199.64350283
615,60.98992206,0.03536472,0.03549923,0.00115969,0.00116410,2.98828125,2.98828125,0.00306318,0.00307491,665.00000000,665.00000000,3288.03283427,3300.62721997,1151.62093938,1151.59404077,119.39748128,119.39748128,199.81796277,199.81498692
616,61.12658807,0.02515406,0.02519708,0.00082302,0.00082442,2.98828125,2.98828125,0.00217450,0.00217828,667.50000000,667.50000000,2343.93724444,2348.00988344,1153.04762298,1153.02621911,119.84634399,119.84634399,200.24802435,200.24565639
617,61.26824895,0.04584115,0.04584509,0.00149641,0.00149654,2.99023438,2.99023438,0.00395483,0.00395528,667.50000000,667.50000000,4281.52760420,4282.01157073,1154.06358495,1154.04396443,120.05004883,120.05004883,200.70023080,200.69805648
618,61.31018911,0.02752361,0.02761259,0.00089785,0.00090075,2.99023438,2.99023438,0.00237311,0.00238085,670.50000000,670.50000000,2572.44321936,2580.82998402,1155.91707562,1155.89769591,120.58959961,120.58959961,201.23286139,201.23071376
619,61.49456199,0.01428267,0.01423893,0.00046452,0.00046310,2.99218750,2.99218750,0.00122823,0.00122451,673.00000000,673.00000000,1338.91780720,1334.85333422,1157.02926883,1157.01353207,120.90230306,120.90230306,201.44751102,201.44576754
620,61.73494878,0.05312080,0.05306852,0.00172093,0.00171924,2.99218750,2.99218750,0.00455254,0.00454819,673.00000000,673.00000000,4999.23462882,4994.44927813,1157.60772576,1157.59024129,120.90230306,120.90230306,201.51159820,201.50966110
621,62.62388324,0.01522958,0.01513575,0.00048638,0.00048339,2.99414062,2.99414062,0.00128898,0.00128107,675.50000000,675.50000000,1453.90407457,1444.98503796,1159.76501127,1159.74549622,121.48885091,121.48885091,202.29795201,202.29578562
622,62.72231703,0.00625790,0.00626817,0.00019954,0.00019987,2.99414062,2.99414062,0.00052892,0.00052980,678.50000000,678.50000000,598.35435060,599.35271809,1160.39165174,1160.36830405,122.02840169,122.02840169,202.69416761,202.69157575
623,62.85900449,0.05526847,0.05539076,0.00175849,0.00176238,2.99414062,2.99414062,0.00466240,0.00467284,678.50000000,678.50000000,5296.05772556,5307.91985892,1160.64944742,1160.62653501,122.02840169,122.02840169,202.72278582,202.72024229
624,63.04082202,0.01592111,0.01604873,0.00050510,0.00050915,2.99609375,2.99609375,0.00133970,0.00135048,681.00000000,681.00000000,1530.04095597,1542.34730868,1162.92871558,1162.91094828,122.47802734,122.47802734,203.40990758,203.40793365
625,63.25668785,0.04141894,0.04131052,0.00130955,0.00130612,2.99609375,2.99609375,0.00347483,0.00346583,681.00000000,681.00000000,3994.04721732,3983.70003475,1163.58636915,1163.57390007,122.47802734,122.47802734,203.48297220,203.48158690
