,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
394,34.60784202,0.04411669,0.04406116,0.00254952,0.00254631,2.48828125,2.48828125,0.00625618,0.00624847,188.37500000,188.37500000,2327.47608369,2324.60925146,759.14589948,759.15980948,30.94743093,30.94743093,81.94286081,81.94397102
395,34.66939601,0.02742108,0.02737102,0.00158186,0.00157897,2.49023438,2.49023438,0.00388260,0.00387562,189.12500000,189.12500000,1449.23453826,1446.62746516,760.67731186,760.68930950,31.07064565,31.07064565,82.25709946,82.25805865
396,34.67470265,0.11002402,0.10988989,0.00634607,0.00633833,2.49218750,2.49218750,0.01557645,0.01555788,189.87500000,189.87500000,5815.78126219,5808.84810393,761.62931096,761.63958212,31.21317546,31.21317546,82.50304150,82.50386378
397,35.11389956,0.05065379,0.05061593,0.00288511,0.00288296,2.49804688,2.49804688,0.00709354,0.00708843,192.87500000,192.87500000,2711.43271107,2709.47928554,765.43777577,765.44346699,31.76520030,31.76520030,83.43761133,83.43806914
398,35.15502386,0.06969083,0.06974581,0.00396477,0.00396790,2.50195312,2.50195312,0.00974960,0.00975755,194.37500000,194.37500000,3734.82981964,3737.87708347,767.20689601,767.21130104,32.05178579,32.05178579,83.99541534,83.99577097
399,35.21439206,0.06030555,0.06026432,0.00342505,0.00342271,2.50585938,2.50585938,0.00842431,0.00841877,196.62500000,196.62500000,3237.31745097,3235.19120165,769.63709052,769.64346130,32.38279978,32.38279978,84.43882097,84.43933574
400,35.24419220,0.06855805,0.06840610,0.00389046,0.00388184,2.50976562,2.50976562,0.00957012,0.00954917,198.12500000,198.12500000,3683.44179080,3675.37734140,771.73737020,771.74234608,32.71045685,32.71045685,85.15450853,85.15491275
401,35.37339301,0.02189505,0.02186611,0.00123794,0.00123630,2.51367188,2.51367188,0.00304670,0.00304275,199.75000000,199.75000000,1180.67517367,1179.14637797,774.12015240,774.11990419,32.99906413,32.99906413,85.65711816,85.65709795
402,35.39327524,0.05649837,0.05650856,0.00319260,0.00319318,2.51367188,2.51367188,0.00785793,0.00785956,200.50000000,200.50000000,3048.34759778,3048.97932720,774.88236883,774.88113440,33.12296549,33.12296549,85.80415662,85.80405612
403,35.43590791,0.13391467,0.13380769,0.00755813,0.00755210,2.51757812,2.51757812,0.01860578,0.01859142,202.12500000,202.12500000,7234.01694323,7228.43273982,776.84685307,776.84602836,33.43254089,33.43254089,86.32634269,86.32627536
404,35.51858209,0.01950656,0.01955105,0.00109839,0.00110089,2.52539062,2.52539062,0.00270473,0.00271097,206.00000000,206.00000000,1056.19494684,1058.63233769,781.48899549,781.48460286,34.13635254,34.13635254,87.57019773,87.56983669
405,35.52543754,0.11044858,0.11049414,0.00621800,0.00622056,2.52539062,2.52539062,0.01531198,0.01531871,206.87500000,206.87500000,5981.46225277,5984.09132059,782.16446161,782.16163090,34.28134918,34.28134918,87.72484858,87.72461592
406,35.61352651,0.02536097,0.02527816,0.00142423,0.00141958,2.53125000,2.53125000,0.00350838,0.00349701,209.25000000,210.12500000,1376.85664994,1372.39752920,785.97882113,785.97767664,34.73876953,34.88403320,88.64891857,88.74806225
407,35.63008540,0.06384693,0.06379420,0.00358388,0.00358092,2.53320312,2.53320312,0.00882888,0.00882182,210.12500000,210.12500000,3467.88474028,3465.11415961,786.85422024,786.85024350,34.88403320,34.88403320,88.85859960,88.85827088
408,35.64967267,0.02190258,0.02184509,0.00122877,0.00122554,2.53710938,2.53710938,0.00302729,0.00301943,212.62500000,212.62500000,1190.30595259,1187.21362733,789.05478178,789.04906049,35.27744293,35.27744293,89.36506185,89.36458827
409,35.67091801,0.03204358,0.03207162,0.00179662,0.00179819,2.53906250,2.53906250,0.00442666,0.00443065,212.62500000,212.62500000,1742.46123496,1744.03321147,789.80868228,789.80100879,35.27744293,35.27744293,89.46092970,89.46029407
410,35.67319354,0.05495913,0.05500340,0.00308126,0.00308374,2.54101562,2.54101562,0.00759190,0.00759822,214.25000000,214.25000000,2988.75013894,2991.23878468,790.91100374,790.90433473,35.56884766,35.56884766,89.85334413,89.85279066
411,35.69215070,0.01960324,0.01953606,0.00109846,0.00109470,2.54296875,2.54296875,0.00270669,0.00269749,215.12500000,216.00000000,1066.61660500,1062.98988095,792.79818742,792.79310383,35.71411133,35.85937500,90.19227050,90.29080575
412,35.83302808,0.02485232,0.02481947,0.00138712,0.00138528,2.54492188,2.54492188,0.00341977,0.00341534,216.00000000,216.00000000,1357.55759227,1355.79988698,793.47059340,793.46322874,35.90332031,35.90332031,90.52026366,90.51965028
413,35.87709907,0.04024751,0.04026947,0.00224363,0.00224486,2.54492188,2.54492188,0.00553231,0.00553548,216.75000000,216.75000000,2201.22345262,2202.48400320,794.32558827,794.31712512,36.02798462,36.02798462,90.67631671,90.67561185
414,35.93452140,0.11408028,0.11424423,0.00634934,0.00635847,2.54882812,2.54882812,0.01565947,0.01568240,217.62500000,217.62500000,6249.28384147,6258.43373120,795.70997457,795.70231824,36.19556427,36.19556427,91.01747296,91.01683396
415,35.95981235,0.01774361,0.01772312,0.00098686,0.00098572,2.55468750,2.55468750,0.00243413,0.00243139,221.00000000,221.87500000,972.67353854,971.57692213,799.62719280,799.62529537,36.84682210,36.99270884,92.16024146,92.25914074
416,36.09019992,0.03880982,0.03885272,0.00215071,0.00215309,2.55468750,2.55468750,0.00530741,0.00531342,221.87500000,221.87500000,2135.20097542,2137.61867812,800.23516607,800.23258488,36.99270884,36.99270884,92.31034867,92.31013194
417,36.11643072,0.10995813,0.10990286,0.00608909,0.00608603,2.55664062,2.55664062,0.01502779,0.01502064,222.75000000,222.75000000,6053.96570989,6051.08592210,801.56816428,801.56709550,37.13859558,37.13859558,92.57950222,92.57941237
418,36.31129098,0.00777636,0.00778073,0.00042832,0.00042856,2.56445312,2.56445312,0.00105784,0.00105846,226.25000000,226.25000000,430.45310700,430.70683101,805.33563667,805.33278495,37.79118856,37.79118856,93.71117805,93.71093684
419,36.31129098,0.00777636,0.00778073,0.00042832,0.00042856,2.56445312,2.56445312,0.00105784,0.00105846,227.25000000,227.25000000,430.45310700,430.70683101,805.60284310,805.60014979,37.95822144,37.95822144,93.84689402,93.84666621
420,36.39212525,0.03270052,0.03267434,0.00179712,0.00179568,2.56445312,2.56445312,0.00443979,0.00443635,227.25000000,227.25000000,1814.13639653,1812.73283166,805.86996092,805.86742593,37.95822144,37.95822144,93.86948809,93.86927367
421,36.65187068,0.01467663,0.01469704,0.00080087,0.00080198,2.56640625,2.56640625,0.00198043,0.00198323,228.12500000,228.12500000,820.03089556,821.19346289,806.99475234,806.99135126,38.12758128,38.12758128,94.15416425,94.15387620
422,36.68905884,0.01081948,0.01080574,0.00058979,0.00058904,2.56640625,2.56640625,0.00145867,0.00145686,228.12500000,229.00000000,605.13302745,604.38073737,807.50266947,807.49999038,38.12758128,38.27382406,94.19718161,94.29593979
423,36.68905884,0.01081948,0.01080574,0.00058979,0.00058904,2.56835938,2.56835938,0.00145867,0.00145686,229.00000000,229.00000000,605.13302745,604.38073737,807.87727671,807.87413327,38.25052897,38.25052897,94.33274951,94.33248311
424,36.73843720,0.05132008,0.05137023,0.00279381,0.00279654,2.56835938,2.56835938,0.00691086,0.00691780,229.00000000,229.00000000,2874.19201957,2877.07822978,808.25171033,808.24810296,38.25052897,38.25052897,94.36448264,94.36417692
425,36.74108848,0.12899389,0.12895583,0.00702178,0.00701971,2.57031250,2.57031250,0.01736949,0.01736483,230.75000000,230.75000000,7224.85223340,7222.91507867,810.02778920,810.02597129,38.56630961,38.56630961,94.77863623,94.77848204
426,37.07947184,0.04731322,0.04738092,0.00255199,0.00255564,2.57812500,2.57812500,0.00632050,0.00632971,234.37500000,234.37500000,2674.38442721,2678.28340636,814.47521234,814.47221515,39.26753998,39.26753998,96.07263692,96.07238087
427,37.09989841,0.04353863,0.04351348,0.00234710,0.00234575,2.58007812,2.58007812,0.00581348,0.00581028,236.25000000,236.25000000,2462.38129926,2461.02527672,816.11534475,816.11474233,39.58168030,39.58168030,96.45783087,96.45777938
428,37.13241181,0.04150218,0.04150331,0.00223536,0.00223542,2.58203125,2.58203125,0.00553736,0.00553766,238.12500000,238.12500000,2349.26415229,2349.39180618,817.62255182,817.62112126,39.92004395,39.92004395,96.89439519,96.89427273
429,37.18032809,0.07653310,0.07639205,0.00411686,0.00410927,2.58593750,2.58593750,0.01019990,0.01018138,239.00000000,239.00000000,4337.80775250,4329.93029233,819.05793531,819.05658519,40.06673177,40.06673177,97.29145966,97.29134377
430,37.18614957,0.06979124,0.06972226,0.00375361,0.00374990,2.58984375,2.58984375,0.00930012,0.00929118,241.87500000,241.87500000,3956.30669104,3952.50301366,821.70171543,821.69557625,40.59791565,40.59791565,98.05691199,98.05638338
431,37.35892363,0.03288493,0.03292077,0.00176049,0.00176240,2.59375000,2.59375000,0.00436456,0.00436943,243.75000000,243.75000000,1872.83311135,1874.92508489,824.10558537,824.09715631,40.93742371,40.93742371,98.60513420,98.60440696
432,37.58838964,0.08018517,0.08002073,0.00426649,0.00425774,2.59570312,2.59570312,0.01058602,0.01056460,244.75000000,244.75000000,4594.68318556,4585.38416387,825.24108535,825.23393540,41.10537211,41.10537211,98.87795237,98.87733472
433,37.90550975,0.00317831,0.00319992,0.00016770,0.00016884,2.59960938,2.59960938,0.00041655,0.00041940,247.62500000,247.62500000,183.65634434,184.90999095,828.02024862,828.00750739,41.58822378,41.58822378,99.59364756,99.59254448
434,37.90550975,0.00317831,0.00319992,0.00016770,0.00016884,2.59960938,2.59960938,0.00041655,0.00041940,247.62500000,247.62500000,183.65634434,184.90999095,828.13114207,828.11915947,41.58822378,41.58822378,99.60324826,99.60221086
435,37.99121392,0.07645398,0.07651280,0.00402482,0.00402792,2.59960938,2.59960938,0.01000061,0.01000857,247.62500000,247.62500000,4427.83160169,4431.35759866,828.24202068,828.23079650,41.58822378,41.58822378,99.61284768,99.61187594
436,38.19861280,0.00694024,0.00691387,0.00036338,0.00036200,2.60351562,2.60351562,0.00090355,0.00090014,250.50000000,250.50000000,404.13840638,402.61374953,830.91075118,830.90168484,42.12203979,42.12203979,100.35874105,100.35795408
437,38.19861280,0.00694024,0.00691387,0.00036338,0.00036200,2.60351562,2.60351562,0.00090355,0.00090014,250.50000000,250.50000000,404.13840638,402.61374953,831.15390562,831.14392473,42.12203979,42.12203979,100.37984698,100.37898063
438,38.26924003,0.04671147,0.04669143,0.00244120,0.00244015,2.60351562,2.60351562,0.00607162,0.00606918,250.50000000,250.50000000,2725.09206884,2723.99633983,831.39698895,831.38609405,42.12203979,42.12203979,100.40094674,100.40000105
439,38.27899586,0.08381701,0.08375574,0.00437927,0.00437607,2.60742188,2.60742188,0.01089225,0.01088458,252.50000000,252.50000000,4891.03200300,4887.58839425,833.03424017,833.02270900,42.50971476,42.50971476,101.06822480,101.06721997
440,38.55649070,0.04562924,0.04560622,0.00236688,0.00236568,2.61132812,2.61132812,0.00589262,0.00588981,254.50000000,254.50000000,2681.93683790,2680.65580626,835.96475841,835.95120797,42.87231445,42.87231445,101.70898979,101.70780599
441,38.73544708,0.04367774,0.04368471,0.00225518,0.00225554,2.61328125,2.61328125,0.00561800,0.00561905,256.50000000,256.50000000,2579.14988252,2579.63100991,837.56731917,837.55302991,43.26141357,43.26141357,102.23040921,102.22915855
442,38.89076705,0.04439864,0.04440416,0.00228325,0.00228353,2.61523438,2.61523438,0.00569094,0.00569180,257.50000000,257.50000000,2632.23062420,2632.62912811,839.10557383,839.09159746,43.43007406,43.43007406,102.51422771,102.51300356
443,38.96486185,0.11983507,0.11978267,0.00615093,0.00614824,2.61718750,2.61718750,0.01533492,0.01532863,259.50000000,259.50000000,7118.11288909,7115.19229354,840.67258469,840.65887139,43.79379272,43.79379272,103.08541838,103.08421411
444,38.99512647,0.10393868,0.10375837,0.00533086,0.00532161,2.62500000,2.62304688,0.01329176,0.01326906,263.50000000,263.50000000,6178.67488936,6168.12237401,844.89556014,844.88018698,44.57605998,44.52245076,104.32143335,104.15844390
445,39.20218365,0.04749868,0.04743839,0.00242327,0.00242019,2.62890625,2.62890625,0.00604633,0.00603882,266.75000000,266.75000000,2838.56991716,2835.04362787,848.54415467,848.52262947,45.15299479,45.15299479,105.25403873,105.25213161
446,39.20894711,0.03891917,0.03883528,0.00198522,0.00198094,2.63085938,2.63085938,0.00495346,0.00494292,268.75000000,268.75000000,2326.25099207,2321.29906162,850.21512122,850.19156450,45.46419779,45.46419779,105.60013628,105.59804896
447,39.25101999,0.02999847,0.03003898,0.00152854,0.00153061,2.63281250,2.63281250,0.00381453,0.00381978,269.75000000,269.75000000,1794.97249050,1797.44538448,851.58205907,851.55563260,45.63336690,45.63336690,105.86986824,105.86752500
448,39.26852557,0.03147600,0.03139659,0.00160312,0.00159907,2.63476562,2.63476562,0.00400086,0.00399087,270.75000000,270.75000000,1884.22149271,1879.51842270,852.63531233,852.61036869,45.80253601,45.80253601,106.13394509,106.13173084
449,39.34232157,0.04510359,0.04516911,0.00229288,0.00229621,2.63671875,2.63671875,0.00572371,0.00573217,272.00000000,272.00000000,2705.07238916,2709.07481403,853.73953717,853.71187131,46.01399740,46.01399740,106.40839274,106.40593514
450,39.53729697,0.09250209,0.09234109,0.00467923,0.00467109,2.63867188,2.63867188,0.01168841,0.01166838,273.00000000,273.00000000,5575.27544136,5565.72174926,855.32231919,855.29704432,46.21093750,46.21093750,106.84563559,106.84338578
451,39.57122658,0.07395525,0.07401590,0.00373783,0.00374090,2.64453125,2.64453125,0.00933791,0.00934582,276.25000000,276.25000000,4461.24777801,4465.02692947,858.57529964,858.54455667,46.81727091,46.81727091,107.75980729,107.75706060
452,39.64582412,0.10606299,0.10602905,0.00535053,0.00534881,2.64843750,2.64843750,0.01337010,0.01336619,279.50000000,279.50000000,6410.16376048,6408.28548656,861.16943335,861.14097726,47.42492676,47.42492676,108.67307067,108.67051840
453,39.80615688,0.02801572,0.02807065,0.00140761,0.00141037,2.65234375,2.65234375,0.00351926,0.00352626,282.75000000,282.75000000,1700.04247436,1703.42207473,864.88320407,864.85378429,48.00514221,48.00514221,109.53096917,109.52832415
454,39.80710849,0.06456758,0.06463631,0.00324402,0.00324748,2.65429688,2.65429688,0.00811065,0.00811950,283.75000000,283.75000000,3918.16707787,3922.44336616,865.86546251,865.83802773,48.23265076,48.23265076,109.89866549,109.89619430
455,39.96544021,0.11698721,0.11694038,0.00585442,0.00585208,2.65820312,2.65820312,0.01464481,0.01463934,286.00000000,286.00000000,7127.39443228,7124.73353712,868.12508675,868.10018640,48.64420573,48.64420573,110.60540905,110.60315896
456,40.02916534,0.04683302,0.04684983,0.00233995,0.00234078,2.66406250,2.66406250,0.00585460,0.00585686,290.50000000,290.50000000,2857.83087402,2858.93340028,872.22047710,872.19416828,49.40958659,49.40958659,111.61010743,111.60772425
457,40.17975392,0.03652263,0.03660075,0.00181796,0.00182185,2.66601562,2.66601562,0.00455084,0.00456070,291.75000000,291.75000000,2237.05746451,2241.90256656,873.85719174,873.83156304,49.68154907,49.68154907,112.06771541,112.06538951
458,40.33139038,0.05790716,0.05782314,0.00287157,0.00286740,2.66796875,2.66796875,0.00719188,0.00718164,294.00000000,294.00000000,3560.27266199,3555.20285578,875.13624597,875.11342301,50.06469727,50.06469727,112.46849464,112.46642212
459,40.35995991,0.05475017,0.05480790,0.00271309,0.00271595,2.66992188,2.66992188,0.00679561,0.00680296,295.25000000,295.25000000,3368.55774783,3372.20053618,877.16801223,877.14235218,50.33762614,50.33762614,112.98916539,112.98682975
460,40.55191083,0.12061364,0.12068426,0.00594860,0.00595209,2.67382812,2.67382812,0.01490909,0.01491822,297.50000000,297.50000000,7456.16556536,7460.73232770,879.08604779,879.06251571,50.75149536,50.75149536,113.64407327,113.64192558
461,40.69697527,0.02637292,0.02633474,0.00129606,0.00129419,2.67968750,2.67968750,0.00324988,0.00324526,302.25000000,302.25000000,1636.16914045,1633.84428335,883.31672971,883.29589542,51.62330627,51.62330627,114.82810918,114.82620086
462,40.76008777,0.10793743,0.10780649,0.00529623,0.00528981,2.67968750,2.67968750,0.01328301,0.01326726,303.25000000,303.25000000,6706.79438070,6698.83902628,884.24239557,884.22026845,51.79410299,51.79410299,115.02512239,115.02309565
463,40.81422017,0.03063601,0.03068650,0.00150124,0.00150372,2.68554688,2.68554688,0.00376579,0.00377210,307.00000000,307.00000000,1906.12577278,1909.31824543,888.02669358,888.00018140,52.49704997,52.49704997,116.17904683,116.17660655
464,40.86550008,0.14175243,0.14157440,0.00693751,0.00692880,2.68750000,2.68750000,0.01740529,0.01738390,308.00000000,308.00000000,8830.69993708,8819.84721640,889.09928258,889.07459778,52.66805013,52.66805013,116.42461597,116.42234242
465,41.15316990,0.03281200,0.03274217,0.00159463,0.00159123,2.69335938,2.69335938,0.00400441,0.00399600,314.25000000,314.25000000,2058.46677004,2054.14135744,894.05158364,894.02096599,53.73680115,53.73680115,117.80439234,117.80156335
466,41.33031018,0.05222652,0.05220708,0.00252727,0.00252633,2.69531250,2.69531250,0.00635005,0.00634786,315.50000000,315.50000000,3290.54265395,3289.40703866,895.20204479,895.16905051,53.98264567,53.98264567,118.15528360,118.15223125
467,41.45477178,0.06842970,0.06852455,0.00330141,0.00330599,2.69921875,2.69921875,0.00829845,0.00831018,316.75000000,316.75000000,4324.41079720,4330.52214935,897.03803913,897.00447938,54.26096598,54.26096598,118.69811623,118.69500255
468,41.55829186,0.08565606,0.08557728,0.00412221,0.00411842,2.70117188,2.70117188,0.01036502,0.01035576,319.25000000,319.25000000,5426.54723575,5421.70226886,899.44519257,899.41512005,54.68922933,54.68922933,119.33306923,119.33027504
469,41.56441154,0.07403956,0.07401136,0.00356264,0.00356129,2.70507812,2.70507812,0.00895819,0.00895502,323.00000000,323.00000000,4691.30039337,4689.64033712,902.45675889,902.42410232,55.39733887,55.39733887,120.26736457,120.26432150
470,41.56987942,0.00840002,0.00837749,0.00040414,0.00040306,2.70898438,2.70898438,0.00101622,0.00101352,325.50000000,325.50000000,532.31270231,530.89942432,905.05220958,905.01872952,55.85922241,55.85922241,120.92898322,120.92585762
471,41.66142481,0.11501253,0.11493364,0.00552130,0.00551751,2.70898438,2.70898438,0.01388744,0.01387829,326.75000000,326.75000000,7304.44252095,7299.62938122,905.34624027,905.31199054,56.07373556,56.07373556,121.09635660,121.09315915
472,41.66687997,0.02506517,0.02499481,0.00120312,0.00119974,2.71484375,2.71484375,0.00302620,0.00301779,330.50000000,330.50000000,1592.09652689,1587.67049045,909.37135280,909.33460815,56.85175578,56.85175578,122.40626681,122.40281752
473,41.73098949,0.06616593,0.06608915,0.00317107,0.00316739,2.71679688,2.71679688,0.00797778,0.00796874,331.75000000,331.75000000,4209.21312075,4204.44185678,910.24631492,910.20717426,57.06677755,57.06677755,122.66233335,122.65865686
474,41.81390020,0.01026981,0.01024809,0.00049121,0.00049018,2.71875000,2.71875000,0.00123612,0.00123354,334.50000000,334.50000000,654.62217742,653.25580573,912.55551444,912.51385849,57.53982544,57.53982544,123.24474985,123.24083296
475,41.93499097,0.10599722,0.10618457,0.00505531,0.00506425,2.72070312,2.72070312,0.01272632,0.01274916,334.50000000,334.50000000,6776.08447792,6788.24474285,912.91411924,912.87173126,57.57385254,57.57385254,123.38510023,123.38110968
476,42.01801430,0.13364333,0.13383122,0.00636124,0.00637018,2.72460938,2.72460938,0.01601805,0.01604100,339.75000000,339.75000000,8560.33214965,8572.59813220,916.61784490,916.58226171,58.47747803,58.47747803,124.51372207,124.51036380
477,42.12066401,0.03948475,0.03953368,0.00187484,0.00187716,2.73242188,2.73242188,0.00472249,0.00472847,345.00000000,345.00000000,2535.31803203,2538.52824572,921.27553194,921.24678595,59.45129395,59.45129395,125.94895798,125.94623171
478,42.19447360,0.03345418,0.03354413,0.00158571,0.00158998,2.73242188,2.73242188,0.00399514,0.00400599,346.50000000,346.50000000,2151.85864203,2157.70282034,922.65048842,922.62352499,59.70977783,59.70977783,126.24707760,126.24452039
479,42.45797867,0.06515207,0.06514508,0.00306901,0.00306868,2.73437500,2.73437500,0.00773857,0.00773795,347.75000000,347.75000000,4216.92001794,4216.58114372,923.81588123,923.79211497,59.92518107,59.92518107,126.53062255,126.52836719
480,42.49887244,0.14946034,0.14957406,0.00703361,0.00703897,2.73828125,2.73828125,0.01773762,0.01775160,350.50000000,350.50000000,9683.02757971,9690.65685093,926.09540677,926.07151604,60.43472290,60.43472290,127.24803844,127.24576500
481,42.56147448,0.07345172,0.07346757,0.00345156,0.00345230,2.74414062,2.74414062,0.00870595,0.00870806,356.00000000,356.00000000,4765.69696035,4766.85388764,931.30861159,931.28895069,61.45548503,61.45548503,128.63250192,128.63062458
482,42.56198306,0.01806537,0.01798241,0.00084890,0.00084500,2.74804688,2.74804688,0.00214120,0.00213142,360.25000000,360.25000000,1172.13199812,1166.78104109,933.86370899,933.84472133,62.26244609,62.26244609,129.69811850,129.69629886
483,42.66268976,0.05233567,0.05224550,0.00245346,0.00244924,2.75000000,2.75000000,0.00619036,0.00617986,360.25000000,360.25000000,3403.71986643,3397.94756818,934.49106950,934.46923149,62.29909261,62.29909261,129.86739834,129.86530306
484,42.71453774,0.06036947,0.06038443,0.00282665,0.00282735,2.75195312,2.75195312,0.00713308,0.00713504,363.00000000,363.00000000,3930.98018873,3932.06048766,936.31046071,936.28558259,62.77465820,62.77465820,130.38155065,130.37916227
485,42.71669142,0.02789490,0.02795556,0.00130604,0.00130888,2.75390625,2.75390625,0.00329583,0.00330309,366.00000000,366.00000000,1816.47854167,1820.47748360,938.40729911,938.38305220,63.36791992,63.36791992,131.15664737,131.15431325
486,42.76214691,0.13284264,0.13281461,0.00621310,0.00621178,2.75585938,2.75585938,0.01568111,0.01567822,366.00000000,366.00000000,8659.73903167,8658.14510680,939.37465240,939.35255902,63.36791992,63.36791992,131.36073951,131.35861080
487,42.93214487,0.05086710,0.05086901,0.00236965,0.00236974,2.76171875,2.76171875,0.00598383,0.00598421,371.75000000,371.75000000,3329.10394840,3329.31904812,943.97270967,943.94987963,64.36345418,64.36345418,132.59540394,132.59319827
488,43.64743609,0.02728683,0.02724240,0.00125033,0.00124829,2.76367188,2.76367188,0.00316416,0.00315909,374.50000000,374.50000000,1815.59791901,1812.69016099,945.73441333,945.71173954,64.91577148,64.91577148,133.23220846,133.23001516
489,43.65760151,0.04318036,0.04324417,0.00197814,0.00198106,2.76562500,2.76562500,0.00500615,0.00501368,376.00000000,376.00000000,2873.78294821,2878.10691172,946.69381453,946.66962794,65.17578125,65.17578125,133.68554371,133.68319857
490,43.72101991,0.04201980,0.04196947,0.00192218,0.00191988,2.76757812,2.76757812,0.00486545,0.00485976,377.50000000,377.50000000,2800.60649694,2797.32758386,948.21039934,948.18853156,65.47419230,65.47419230,134.11053257,134.10840979
491,43.72337156,0.05895331,0.05896959,0.00269665,0.00269739,2.76953125,2.76953125,0.00682586,0.00682793,379.00000000,379.00000000,3929.43086681,3930.62212380,949.68603650,949.66247633,65.73435465,65.73435465,134.45303106,134.45074267
492,43.72881699,0.02284983,0.02282225,0.00104507,0.00104381,2.77148438,2.77148438,0.00264536,0.00264224,382.00000000,382.00000000,1523.20554228,1521.40802587,951.75259326,951.72971010,66.33239746,66.33239746,135.20263745,135.20040994
493,43.74081930,0.02510096,0.02519151,0.00114771,0.00115185,2.77343750,2.77343750,0.00290529,0.00291584,383.50000000,383.50000000,1673.72881027,1679.81170049,952.55246802,952.52866052,66.59286499,66.59286499,135.47954718,135.47722836
494,43.83017630,0.04642007,0.04639127,0.00211818,0.00211686,2.77539062,2.77539062,0.00536332,0.00536014,385.00000000,385.00000000,3101.60699116,3099.76641176,953.43061265,953.41001715,66.93166097,66.93166097,135.92301298,135.92100350
495,44.01166593,0.05215848,0.05224061,0.00237021,0.00237394,2.77734375,2.77734375,0.00600472,0.00601434,386.50000000,386.50000000,3499.45612239,3505.06066901,955.05577854,955.03425447,67.19243368,67.19243368,136.39124981,136.38914682
496,44.03809372,0.12122896,0.12130946,0.00550564,0.00550930,2.77929688,2.77929688,0.01394915,0.01395879,388.00000000,388.00000000,8138.46829258,8144.09276519,956.88609366,956.86753936,67.45320638,67.45320638,136.79355139,136.79173672
497,44.13187652,0.09801527,0.09786588,0.00444193,0.00443516,2.78515625,2.78515625,0.01125724,0.01124038,394.00000000,394.00000000,6594.07586794,6584.20306095,961.12926526,961.11371890,68.53637695,68.53637695,138.05223755,138.05071357
498,44.14009142,0.02203698,0.02201309,0.00099850,0.00099742,2.78906250,2.78906250,0.00253058,0.00252790,398.75000000,398.75000000,1482.83619897,1481.26870170,964.55354460,964.53293553,69.36264038,69.36264038,139.11643727,139.11441219
499,44.16472697,0.02575864,0.02566514,0.00116648,0.00116225,2.78906250,2.78906250,0.00295651,0.00294586,400.25000000,400.25000000,1734.22840561,1727.97970646,965.32190310,965.30049851,69.62356567,69.62356567,139.35872554,139.35662229
500,44.26643289,0.01108475,0.01111923,0.00050082,0.00050238,2.79101562,2.79101562,0.00126974,0.00127372,400.25000000,400.25000000,748.01112145,750.35838096,966.21974986,966.19513149,69.62356567,69.62356567,139.47830087,139.47588047
501,44.44528888,0.04002632,0.03996792,0.00180115,0.00179852,2.79101562,2.79101562,0.00456890,0.00456235,401.75000000,401.75000000,2711.93438492,2708.05064259,966.60675362,966.58335931,69.88449097,69.88449097,139.68305495,139.68075490
502,44.57974899,0.07696865,0.07687258,0.00345308,0.00344877,2.79296875,2.79296875,0.00876272,0.00875202,403.50000000,403.50000000,5230.69361070,5224.30616602,968.00854878,967.98318226,70.27099609,70.27099609,140.26272449,140.26022386
503,44.59953117,0.10530696,0.10543845,0.00472233,0.00472823,2.79687500,2.79687500,0.01198435,0.01199964,406.50000000,406.50000000,7159.70565424,7168.83923296,970.70656953,970.67798332,70.79345703,70.79345703,141.03859238,141.03576890
504,44.74634894,0.07892935,0.07893835,0.00352786,0.00352826,2.80078125,2.80078125,0.00895684,0.00895810,411.50000000,411.50000000,5383.98632359,5384.74565600,974.38747415,974.36368289,71.74794515,71.74794515,142.21003754,142.20768127
505,44.77935285,0.00884611,0.00884303,0.00039510,0.00039496,2.80468750,2.80468750,0.00100321,0.00100288,414.50000000,414.50000000,603.86228598,603.66840506,977.14632277,977.12298724,72.31318156,72.31318156,143.01396226,143.01164503
506,44.82790779,0.04288432,0.04298171,0.00191329,0.00191763,2.80468750,2.80468750,0.00485878,0.00486994,416.25000000,416.25000000,2930.58846547,2937.32282246,977.45526670,977.43183937,72.61848450,72.61848450,143.23877890,143.23645256
507,44.98119900,0.05373787,0.05380497,0.00238935,0.00239233,2.80664062,2.80664062,0.00607043,0.00607817,417.75000000,417.75000000,3684.84555767,3689.54593768,978.95320974,978.93325790,72.96516418,72.96516418,143.75207929,143.75009466
508,45.01451160,0.05104711,0.05107697,0.00226803,0.00226936,2.81054688,2.81054688,0.00576276,0.00576629,419.50000000,419.50000000,3502.93022097,3505.07410387,980.83343765,980.81592022,73.35617065,73.35617065,144.50437713,144.50262852
509,45.14547846,0.08385343,0.08396229,0.00371481,0.00371963,2.81250000,2.81250000,0.00944241,0.00945492,422.75000000,422.75000000,5770.89131900,5778.53886717,982.61750577,982.60111107,73.92448425,73.92448425,145.07402458,145.07238715
510,45.53825813,0.04527020,0.04528135,0.00198823,0.00198872,2.81640625,2.81640625,0.00505943,0.00506082,426.00000000,426.00000000,3142.65477426,3143.51342893,985.54962024,985.53715421,74.53613281,74.53613281,145.87341890,145.87217177
