"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
40.76154993,0.73937880,0.73937880,3.12176514,3.12176514,490.00000000,490.00000000,940.50000000,940.50000000,89.67679596,89.67679596,164.17962654,164.17962654
40.83087059,0.63403510,0.63403510,3.12391806,3.12391806,492.25000000,492.25000000,942.00000000,942.00000000,90.14228058,90.14228058,164.80788472,164.80788472
40.90019125,0.55487821,0.55487821,3.12579894,3.12579894,494.50000000,494.50000000,943.00000000,943.00000000,90.54972839,90.54972839,165.20466367,165.20466367
40.96951192,0.49963542,0.49963542,3.12748981,3.12748981,496.50000000,496.50000000,944.00000000,944.00000000,90.95501709,90.95501709,165.64611902,165.64611902
41.03883258,0.46482825,0.46482825,3.12906003,3.12906003,498.25000000,498.25000000,945.00000000,945.00000000,91.30405426,91.30405426,166.03677723,166.03677723
41.10815324,0.44645763,0.44645763,3.13056564,3.13056564,500.00000000,500.00000000,946.00000000,946.00000000,91.59741211,91.59741211,166.32227157,166.32227157
41.17747391,0.44046246,0.44046246,3.13204885,3.13204885,501.75000000,501.75000000,947.00000000,947.00000000,91.94558716,91.94558716,166.76302677,166.76302677
41.24679457,0.44296900,0.44296900,3.13353777,3.13353777,503.25000000,503.25000000,948.00000000,948.00000000,92.23893738,92.23893738,167.10295073,167.10295073
41.31611523,0.45037158,0.45037158,3.13504887,3.13504887,505.25000000,505.25000000,949.00000000,949.00000000,92.64268494,92.64268494,167.52376628,167.52376628
41.38543589,0.45942048,0.45942048,3.13658810,3.13658810,507.00000000,507.00000000,950.00000000,950.00000000,92.99188995,92.99188995,167.96233927,167.96233927
41.45475656,0.46722352,0.46722352,3.13815069,3.13815069,508.75000000,508.75000000,951.00000000,951.00000000,93.34152222,93.34152222,168.34111312,168.34111312
41.52407722,0.47139738,0.47139738,3.13972449,3.13972449,510.50000000,510.50000000,952.00000000,952.00000000,93.63636780,93.63636780,168.67901454,168.67901454
