"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
7.01346526,0.10177546,0.10180196,0.02902287,0.02903043,0.80419922,0.80419922,1.04003906,1.04003906,0.04279233,0.04280474,3.16601562,3.16601562,833.17790543,833.41954836,129.31014764,129.31182423,0.14975965,0.14975965,0.57919718,0.57920282
7.07834925,0.13226352,0.13226662,0.03737129,0.03737217,0.83349609,0.83349609,1.07421875,1.07421875,0.05518873,0.05519166,3.30468750,3.30468750,1092.78342282,1092.84141827,132.49261183,132.49516004,0.16766489,0.16766489,0.67273586,0.67274569
7.14956530,0.11473581,0.11471952,0.03209588,0.03209133,0.87060547,0.87060547,1.11914062,1.11914062,0.04747959,0.04747426,3.49023438,3.49023438,957.50412158,957.39657868,136.55429547,136.55698024,0.19225687,0.19225687,0.80608624,0.80609846
14.27921015,3.24607040,3.24612332,0.45465686,0.45466427,0.90283203,0.90283203,1.15722656,1.15722656,0.75226923,0.75230378,3.66210938,3.66210938,54103.34893014,54105.83436883,140.01635523,140.01858959,0.21550804,0.21550804,0.93538986,0.93540150
15.02626871,2.98221515,2.98220275,0.39693356,0.39693191,1.35742188,1.35742188,1.63281250,1.63281250,0.66189004,0.66190690,7.77343750,7.77343750,52306.07738157,52307.40993140,271.49204162,271.49777126,0.80301166,0.80301166,5.95229824,5.95240875
15.88922976,1.23275594,1.23278977,0.15516875,0.15517301,1.75390625,1.75390625,2.04492188,2.04492188,0.26094076,0.26095566,15.04687500,15.04687500,22863.46129320,22864.76618607,354.98451522,354.99077415,1.96688175,1.96688175,14.97820526,14.97844079
16.91974631,1.95564456,1.95560486,0.23116713,0.23116243,1.90917969,1.90917969,2.20703125,2.20703125,0.39242489,0.39242855,19.54687500,19.54687500,38622.98192123,38623.34234311,385.84642973,385.85387897,2.72014618,2.72014618,19.84691092,19.84725236
17.15321465,0.55545031,0.55552268,0.06476341,0.06477185,2.14062500,2.14062500,2.44531250,2.44531250,0.11016601,0.11018363,28.93750000,28.93750000,11121.22846096,11123.00719455,433.01322065,433.02027465,4.35663859,4.35663859,28.83942901,28.83984542
18.07373168,0.48439977,0.48449414,0.05360263,0.05361307,2.20507812,2.20507812,2.51171875,2.51171875,0.09189093,0.09191156,32.28125000,32.28125000,10219.12671463,10221.42060265,445.66992014,445.67876936,4.94871457,4.94871457,31.65529847,31.65585423
18.40122824,1.21622316,1.21627077,0.13218935,0.13219452,2.25976562,2.25976562,2.56640625,2.56640625,0.22721356,0.22722919,35.37500000,35.37500000,26122.94343898,26124.74016804,456.99103321,457.00217292,5.50215403,5.50215403,34.17051423,34.17124912
18.96237472,1.20439839,1.20444416,0.12703033,0.12703516,2.39062500,2.39062500,2.70312500,2.70312500,0.21931290,0.21932774,44.46875000,44.46875000,26657.83757689,26659.64076908,484.73059309,484.74294861,7.14275678,7.14275678,40.82620313,40.82711495
19.09900889,2.03478323,2.03487643,0.21307736,0.21308712,2.51757812,2.51757812,2.83398438,2.83398438,0.36825738,0.36828516,55.46875000,55.46875000,45361.87612862,45365.29830160,511.48957511,511.50304691,9.17482376,9.17482376,48.04301264,48.04411245
19.39124954,0.36563648,0.36556945,0.03771149,0.03770458,2.73046875,2.73046875,3.05078125,3.05078125,0.06532113,0.06531109,80.06250000,80.06250000,8275.94007610,8274.66819921,554.06088256,554.07640745,13.79657745,13.79657745,61.44507703,61.44654808
19.50766341,0.29149130,0.29152182,0.02988480,0.02988793,2.76953125,2.76953125,3.08984375,3.08984375,0.05180962,0.05181658,85.56250000,85.56250000,6637.32191537,6638.21348093,561.47965382,561.49384101,14.84009425,14.84009425,64.06569967,64.06707767
19.61334610,1.18958415,1.18949569,0.12130354,0.12129452,2.79882812,2.79882812,3.12109375,3.12109375,0.21046330,0.21045388,90.00000000,90.00000000,27233.84051719,27232.62239914,567.35943067,567.37425653,15.69213867,15.69213867,66.16148058,66.16294812
19.78944204,0.35947928,0.35942427,0.03633041,0.03632485,2.91992188,2.91992188,3.24414062,3.24414062,0.06311604,0.06310825,111.18750000,111.18750000,8303.65770690,8302.63320610,590.87271395,590.88591909,19.74826813,19.74826813,75.00841906,75.00982297
19.81562178,0.68412515,0.68415757,0.06904907,0.06905234,2.95703125,2.95703125,3.28125000,3.28125000,0.11998060,0.11998984,118.31250000,118.31250000,15823.59984529,15824.81849855,597.85802813,597.87022219,21.13410950,21.13410950,77.87965339,77.88097826
20.28219978,0.19818476,0.19811732,0.01954273,0.01953608,3.02539062,3.02539062,3.35351562,3.35351562,0.03407295,0.03406237,133.50000000,133.50000000,4691.88472892,4690.42723567,610.94829703,610.96122715,24.15939331,24.15939331,83.61671239,83.61817500
21.08315000,0.15159687,0.15155428,0.01438086,0.01437682,3.04492188,3.04492188,3.37304688,3.37304688,0.02521431,0.02520797,137.75000000,137.75000000,3730.67795078,3729.74036291,614.77614330,614.78780755,24.94252523,24.94252523,85.05429989,85.05563097
21.27455703,0.37175276,0.37165149,0.03494811,0.03493859,3.05859375,3.05859375,3.38671875,3.38671875,0.06135541,0.06134051,141.62500000,141.62500000,9231.59526475,9229.35407796,617.80286849,617.81371681,25.70180257,25.70180257,86.25545287,86.25669860
21.42420869,0.39889348,0.39900870,0.03723764,0.03724840,3.09375000,3.09375000,3.42382812,3.42382812,0.06544108,0.06546192,150.12500000,150.12500000,9975.24926150,9978.42618383,625.22954152,625.23846871,27.38180796,27.38180796,89.36920073,89.37024589
21.49242562,0.22105266,0.22096496,0.02057028,0.02056212,3.13085938,3.13085938,3.46093750,3.46093750,0.03616660,0.03615332,160.50000000,160.50000000,5545.53179378,5543.49612947,633.15655951,633.16788369,29.43740845,29.43740845,92.83681972,92.83817269
21.87872194,0.38004035,0.38002169,0.03474064,0.03473893,3.15234375,3.15234375,3.48242188,3.48242188,0.06123767,0.06123648,166.25000000,166.25000000,9705.40559552,9705.21670230,637.52079232,637.53044246,30.55966695,30.55966695,94.66706616,94.66823038
24.86597391,0.18563791,0.18555907,0.01493108,0.01492474,3.18750000,3.18750000,3.51757812,3.51757812,0.02680338,0.02679279,176.87500000,176.87500000,5388.08173461,5385.95287141,645.08771980,645.09711034,32.65666962,32.65666962,98.03102893,98.03218210
25.91451024,0.08022440,0.08032818,0.00619147,0.00619947,3.20117188,3.20117188,3.53320312,3.53320312,0.01117935,0.01119414,181.87500000,181.87500000,2426.67454702,2429.88556458,649.25052789,649.25821877,33.61682892,33.61682892,99.50641091,99.50736118
26.47488285,0.27182596,0.27196742,0.02053463,0.02054532,3.20898438,3.20898438,3.53906250,3.53906250,0.03718876,0.03720922,184.00000000,184.00000000,8400.14920542,8404.77002524,651.11667351,651.12680809,34.04703776,34.04703776,100.19409507,100.19535130
26.50354503,0.32380591,0.32365160,0.02443491,0.02442327,3.22851562,3.22851562,3.55859375,3.55859375,0.04425898,0.04423920,190.62500000,190.62500000,10017.30193731,10012.82483442,657.53560491,657.54915423,35.40865580,35.40865580,102.56650214,102.56820013
26.72090343,0.20812117,0.20802288,0.01557741,0.01557005,3.25390625,3.25390625,3.58398438,3.58398438,0.02824761,0.02823510,199.75000000,199.75000000,6491.26630691,6488.39281392,665.10929452,665.11932393,37.18490601,37.18490601,105.39866723,105.39993937
26.84248353,0.44171087,0.44176454,0.03291133,0.03291533,3.26953125,3.26953125,3.59960938,3.59960938,0.05971828,0.05972731,205.25000000,205.25000000,13839.57680555,13841.66855685,669.97137250,669.97918466,38.27140808,38.27140808,107.08496534,107.08596255
27.22953351,0.19604110,0.19616582,0.01439915,0.01440831,3.30078125,3.30078125,3.63281250,3.63281250,0.02617979,0.02619723,217.62500000,217.62500000,6230.87947103,6235.02842321,680.22144686,680.23067884,40.73384603,40.73384603,110.91848690,110.91968355
27.41122943,0.23800817,0.23786604,0.01736574,0.01735537,3.31640625,3.31640625,3.64843750,3.64843750,0.03160276,0.03158482,223.62500000,223.62500000,7615.21908698,7610.89731305,684.78616826,684.79836803,41.99338277,41.99338277,112.90346462,112.90505952
28.09572727,0.31492415,0.31480332,0.02241794,0.02240934,3.33398438,3.33398438,3.66601562,3.66601562,0.04093702,0.04092253,230.75000000,230.75000000,10327.81089788,10324.15403563,690.32406544,690.33303715,43.37829590,43.37829590,114.89251956,114.89370063
28.18541771,0.24488922,0.24492098,0.01737702,0.01737927,3.35546875,3.35546875,3.68750000,3.68750000,0.03174591,0.03175097,240.00000000,240.87500000,8056.68108197,8057.96483380,697.76437730,697.77063295,45.19042969,45.35518646,117.49456021,117.58619600
28.39754492,0.21026681,0.21031095,0.01480880,0.01481191,3.37304688,3.37304688,3.70507812,3.70507812,0.02708220,0.02708869,248.50000000,248.50000000,6969.69127394,6971.36115746,703.51389987,703.52101677,46.89203898,46.89203898,119.88155248,119.88250502
28.77654303,0.09215700,0.09224756,0.00640501,0.00641130,3.38867188,3.38867188,3.72070312,3.72070312,0.01173494,0.01174682,255.37500000,255.37500000,3095.48685239,3098.62078281,708.45006781,708.45831367,48.26728821,48.26728821,121.89222956,121.89334132
28.77814145,0.12454355,0.12459823,0.00865543,0.00865923,3.39453125,3.39453125,3.72656250,3.72656250,0.01585816,0.01586560,258.50000000,258.50000000,4183.56010976,4185.52098160,710.63139913,710.64182468,48.91052246,48.91052246,122.75430471,122.75571448
28.80005894,0.15989591,0.15991364,0.01110386,0.01110509,3.40234375,3.40234375,3.73632812,3.73632812,0.02034624,0.02034910,262.50000000,262.50000000,5375.17685704,5375.93232579,713.56887933,713.58063592,49.77416992,49.77416992,124.02756030,124.02915736
29.50426747,0.35405968,0.35392279,0.02400057,0.02399129,3.41406250,3.41406250,3.74804688,3.74804688,0.04412453,0.04410878,267.75000000,267.75000000,12193.35833445,12189.00512864,717.32539506,717.33761667,50.87860107,50.87860107,125.62299120,125.62466112
29.71719636,0.42432406,0.42441706,0.02855748,0.02856374,3.43750000,3.43750000,3.77148438,3.77148438,0.05255433,0.05256741,279.50000000,279.50000000,14718.63449502,14722.29680664,725.77481407,725.78389443,53.19666545,53.19666545,128.74312549,128.74437724
31.54606726,0.50957152,0.50940798,0.03230650,0.03229613,3.46679688,3.46679688,3.80078125,3.80078125,0.05994256,0.05992510,295.25000000,295.25000000,18763.43729235,18757.97137296,735.84489890,735.85634347,56.31446838,56.31446838,132.77937949,132.78097571
31.70407519,0.74272493,0.74274662,0.04685359,0.04685496,3.49804688,3.49804688,3.83203125,3.83203125,0.08699305,0.08699816,313.00000000,313.00000000,27485.59346653,27487.21074822,748.48590670,748.49350672,59.92289225,59.92289225,137.64589518,137.64696972
31.97678977,0.72070078,0.72057090,0.04507649,0.04506837,3.54492188,3.54492188,3.88085938,3.88085938,0.08379133,0.08377872,341.00000000,341.00000000,26899.97518109,26895.92483876,766.62686229,766.63533727,65.56091309,65.56091309,144.77033192,144.77155216
33.63887280,0.00625732,0.00607349,0.00037203,0.00036110,3.59179688,3.59179688,3.92578125,3.92578125,0.00069633,0.00067589,371.75000000,371.75000000,245.69255565,238.48129981,783.97494933,783.98065358,71.88891093,71.88891093,152.50261974,152.50345838
34.45740241,0.35394100,0.35397363,0.02054368,0.02054558,3.59179688,3.59179688,3.92578125,3.92578125,0.03857696,0.03858166,371.75000000,371.75000000,14235.58875136,14237.32324326,784.13163036,784.13273525,71.88891093,71.88891093,152.52565508,152.52581752
34.62941399,0.12974861,0.12977270,0.00749355,0.00749494,3.61132812,3.61132812,3.94726562,3.94726562,0.01408085,0.01408388,386.50000000,386.50000000,5244.56989304,5245.69926272,793.15698476,793.15917049,74.93784587,74.93784587,156.19714846,156.19747233
34.67267374,0.13507523,0.13487879,0.00779145,0.00778012,3.61914062,3.61914062,3.95507812,3.95507812,0.01464309,0.01462223,391.00000000,391.00000000,5466.69811976,5458.90940978,796.45625892,796.45914458,75.88989258,75.88989258,157.53709191,157.53752109
34.97306537,0.34760065,0.34748118,0.01987819,0.01987136,3.62695312,3.62695312,3.96289062,3.96289062,0.03740212,0.03739037,397.25000000,397.25000000,14189.80100884,14185.34442875,799.88078517,799.87878982,77.18378703,77.18378703,158.95912259,158.95882491
35.30984790,0.12225738,0.12208024,0.00692483,0.00691480,3.64648438,3.64648438,3.98242188,3.98242188,0.01304634,0.01302782,413.00000000,413.00000000,5038.86769913,5031.71608202,808.70209070,808.69736171,80.24393717,80.24393717,162.34460713,162.34389754
35.37737035,0.49963723,0.49952233,0.02824615,0.02823965,3.65429688,3.65429688,3.98828125,3.98828125,0.05322924,0.05321858,417.75000000,417.75000000,20632.04957556,20627.91600875,811.81151704,811.80240140,81.25183105,81.25183105,163.65392191,163.65254987
35.38425315,0.12998401,0.12981590,0.00734700,0.00733750,3.68164062,3.68164062,4.01562500,4.01562500,0.01384562,0.01382812,441.25000000,441.25000000,5368.61187093,5361.82727877,824.42100214,824.40951894,86.13675435,86.13675435,169.14336002,169.14161104
37.24838244,0.43298826,0.43285849,0.02324870,0.02324173,3.68945312,3.68945312,4.02343750,4.02343750,0.04411526,0.04410334,446.50000000,446.50000000,18825.45850550,18820.37436718,827.67058704,827.65505025,87.25245158,87.25245158,170.53522143,170.53284786
37.91521645,0.46250465,0.46227607,0.02439678,0.02438473,3.71289062,3.71289062,4.04687500,4.04687500,0.04640347,0.04638192,466.25000000,466.25000000,20468.76630722,20459.25672198,838.96606555,838.94770789,91.30160014,91.30160014,175.24545117,175.24262091
37.99491723,0.34218895,0.34207454,0.01801235,0.01800633,3.73632812,3.73632812,4.07421875,4.07421875,0.03426967,0.03425923,488.50000000,488.50000000,15175.86685584,15171.24282599,851.07744974,851.05376639,95.75800578,95.75800578,180.06995308,180.06627224
39.73417572,0.25235936,0.25212625,0.01270238,0.01269065,3.75585938,3.75585938,4.08984375,4.08984375,0.02431117,0.02428943,506.00000000,506.00000000,11704.30567561,11693.84062248,859.94691250,859.92078479,99.39432780,99.39432780,184.02474973,184.02065918
39.81512838,0.34294599,0.34313559,0.01722692,0.01723644,3.76757812,3.76757812,4.10546875,4.10546875,0.03297959,0.03299880,518.00000000,518.00000000,15938.07520064,15947.35944009,866.72544557,866.69348488,101.90958659,101.90958659,186.79638731,186.79136201
40.59139195,0.31034649,0.31025115,0.01529125,0.01528655,3.78515625,3.78515625,4.12109375,4.12109375,0.02934871,0.02934056,536.50000000,536.50000000,14704.24750239,14700.16599147,875.87160771,875.84528096,105.65836589,105.65836589,190.58715562,190.58299259
42.11449666,0.31792638,0.31803112,0.01509819,0.01510317,3.80078125,3.80078125,4.13671875,4.13671875,0.02911910,0.02912956,551.50000000,551.50000000,15628.60464693,15634.21699221,884.22583127,884.19744524,108.83687337,108.83687337,194.20168036,194.19716321
43.76617419,0.11271413,0.11259991,0.00515074,0.00514552,3.81640625,3.81445312,4.15234375,4.15234375,0.00998418,0.00997435,569.00000000,569.00000000,5758.09723692,5752.43223585,893.01955485,892.99459078,112.52197266,112.52197266,198.02941795,198.00444424
44.02690994,0.06244772,0.06219853,0.00283680,0.00282548,3.82031250,3.82031250,4.15625000,4.15625000,0.00550311,0.00548131,573.50000000,573.50000000,3209.20041437,3196.48924492,896.23770428,896.20966933,113.41186523,113.41186523,199.02168908,199.01719644
44.11028978,0.07134843,0.07139436,0.00323500,0.00323708,3.82421875,3.82421875,4.16015625,4.16015625,0.00627713,0.00628136,578.00000000,578.00000000,3673.55348916,3676.02709629,898.02629304,897.99123640,114.41935221,114.41935221,200.14015232,200.13451991
44.15663920,0.32580375,0.32595238,0.01475673,0.01476346,3.82617188,3.82617188,4.16406250,4.16406250,0.02863759,0.02865151,580.00000000,580.00000000,16792.45236675,16800.61045226,900.06931760,900.03571470,114.69726563,114.69726563,200.47604661,200.47065115
44.18910386,0.37772894,0.37786917,0.01709602,0.01710237,3.84179688,3.84179688,4.17968750,4.17578125,0.03318052,0.03319382,598.50000000,598.50000000,19483.07394217,19490.88459042,909.34989352,909.32111940,118.35571289,118.35571289,204.03677902,204.03214314
45.33650483,0.31314781,0.31331212,0.01381438,0.01382163,3.85937500,3.85937500,4.19531250,4.19531250,0.02690113,0.02691604,617.50000000,617.50000000,16571.40933457,16580.59546409,920.00016456,919.97596859,122.36429850,122.36429850,208.52392420,208.51999560
46.28682620,0.26503357,0.26479710,0.01145179,0.01144158,3.87304688,3.87304688,4.20703125,4.20703125,0.02236060,0.02234131,634.50000000,634.50000000,14319.25137004,14306.89936414,928.96270761,928.94368949,125.92666626,125.92666626,212.35610333,212.35299926
46.75144519,0.23337866,0.23343870,0.00998381,0.00998637,3.88476562,3.88281250,4.21875000,4.21875000,0.01951949,0.01952509,649.50000000,649.50000000,12735.56479607,12739.21872842,936.63811768,936.61266146,129.16793823,129.03579712,215.75498971,215.35095881
47.69104727,0.13953920,0.13926335,0.00585180,0.00584023,3.89453125,3.89453125,4.23046875,4.23046875,0.01147045,0.01144811,662.50000000,662.50000000,7767.74765278,7752.62186055,943.41217307,943.38883624,131.75328573,131.75328573,218.33616704,218.33233047
49.02043712,0.10744180,0.10750207,0.00438355,0.00438601,3.90039062,3.90039062,4.23437500,4.23437500,0.00862299,0.00862808,670.50000000,670.50000000,6147.69763765,6151.32807554,947.52006625,947.48884859,133.48068237,133.48068237,220.08136112,220.07621452
49.65615548,0.08101570,0.08101407,0.00326307,0.00326300,3.90429688,3.90429688,4.24218750,4.24218750,0.00642951,0.00642957,675.50000000,675.50000000,4695.74315394,4695.78756866,950.75863056,950.72942853,134.47606405,134.47606405,221.29093672,221.28611520
54.19452065,0.13709784,0.13705651,0.00505947,0.00505795,3.90820312,3.90820312,4.24218750,4.24218750,0.01008125,0.01007851,678.50000000,678.50000000,8672.57427304,8670.21642656,953.22490354,953.19580037,135.21133423,135.21133423,222.24462470,222.23981098
55.25860241,0.13291903,0.13265807,0.00481080,0.00480135,3.91210938,3.91210938,4.25000000,4.25000000,0.00960946,0.00959088,686.50000000,686.50000000,8573.32116875,8556.74280808,957.76317063,957.73297441,136.80557251,136.80557251,223.79018909,223.78519086
55.43284093,0.11675940,0.11654205,0.00421264,0.00420480,3.91796875,3.91796875,4.25390625,4.25390625,0.00841802,0.00840260,694.50000000,694.50000000,7554.76576283,7540.92617447,962.22846153,962.18979057,138.54110718,138.54110718,225.70894425,225.70252891
64.22066420,0.24350657,0.24321551,0.00758343,0.00757437,3.92187500,3.92187500,4.25781250,4.25781250,0.01543654,0.01541855,700.00000000,700.00000000,18253.55661049,18232.27870056,966.14614730,966.10047058,139.63826497,139.63826497,226.91489655,226.90731338
64.31320445,0.22139829,0.22153725,0.00688500,0.00688932,3.92968750,3.92968750,4.26562500,4.26562500,0.01401736,0.01402657,711.00000000,711.00000000,16620.20718089,16631.13200256,975.54699249,975.49084975,141.68792725,141.68792725,229.52267106,229.51333915
66.18949640,0.35173575,0.35196686,0.01062814,0.01063513,3.93554688,3.93554688,4.27343750,4.27343750,0.02171556,0.02173047,719.00000000,719.00000000,27174.87918518,27193.54034324,984.02852689,983.97841946,143.42844645,143.42844645,232.00392279,231.99557101
