,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
0,0.00100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.06725475,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2,0.13350950,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3,0.19976425,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4,0.26601900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5,0.33227376,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6,0.39852851,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7,0.46478326,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8,0.53103801,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9,0.59729276,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10,0.66354751,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11,0.72980226,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12,0.79605701,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13,0.86231177,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14,0.92856652,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15,0.99482127,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16,1.06107602,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17,1.12733077,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
18,1.19358552,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
19,1.25984027,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
20,1.32609502,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
21,1.39234977,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
22,1.45860453,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
23,1.52485928,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
24,1.59111403,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
25,1.65736878,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
26,1.72362353,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
27,1.78987828,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
28,1.85613303,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
29,1.92238778,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30,1.98864253,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
31,2.05489729,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,2.12115204,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
33,2.18740679,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
34,2.25366154,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
35,2.31991629,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
36,2.38617104,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
37,2.45242579,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2.51868054,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
39,2.58493530,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
40,2.65119005,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
41,2.71744480,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
42,2.78369955,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
43,2.84995430,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
44,2.91620905,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
45,2.98246380,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
46,3.04871855,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
47,3.11497330,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
48,3.18122806,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
49,3.24748281,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
50,3.31373756,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
51,3.37999231,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
52,3.44624706,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
53,3.51250181,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
54,3.57875656,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
55,3.64501131,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
56,3.71126606,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
57,3.77752082,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
58,3.84377557,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
59,3.91003032,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
60,3.97628507,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
61,4.04253982,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
62,4.10879457,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
63,4.17504932,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
64,4.24130407,0.00002606,0.00002606,0.00000081,0.00000081,1.00000000,1.00000000,0.09252930,0.09252930,0.00000000,0.00000000,0.00000000,0.00000000
65,4.30755883,0.00020759,0.00020759,0.00000720,0.00000720,1.00000000,1.00000000,0.27905273,0.27905273,0.00000000,0.00000000,0.00000000,0.00000000
66,4.37381358,0.00054828,0.00054828,0.00002381,0.00002381,1.00000000,1.00000000,0.51367188,0.51367188,0.00000000,0.00000000,0.00000000,0.00000000
67,4.44006833,0.00116116,0.00116116,0.00005846,0.00005846,1.00000000,1.00000000,0.81445312,0.81445312,0.00000000,0.00000000,0.00000000,0.00000000
68,4.50632308,0.00235423,0.00235423,0.00012769,0.00012769,1.00000000,1.00000000,1.21875000,1.21875000,0.00000000,0.00000000,0.00000000,0.00000000
69,4.57257783,0.00459155,0.00459155,0.00026075,0.00026075,1.00000000,1.00000000,1.76367188,1.76367188,0.00000000,0.00000000,0.00000000,0.00000000
70,4.63883258,0.00866049,0.00866037,0.00050814,0.00050814,1.00097656,1.00097656,2.49414062,2.49414062,0.00000000,0.00000000,0.00000000,0.00000000
71,4.70508733,0.01572099,0.01572061,0.00095089,0.00095088,1.00097656,1.00097656,3.45703125,3.45703125,0.00000000,0.00000000,0.00000000,0.00000000
72,4.77134208,0.02740540,0.02740480,0.00171199,0.00171196,1.00195312,1.00195312,4.69921875,4.69921875,0.00000000,0.00000000,0.00000000,0.00000000
73,4.83759683,0.04586644,0.04586528,0.00296835,0.00296828,1.00390625,1.00390625,6.26562500,6.26562500,0.00000000,0.00000000,0.00000000,0.00000000
74,4.90385159,0.07395743,0.07395522,0.00496679,0.00496667,1.00683594,1.00683594,8.21093750,8.21093750,0.00000000,0.00000000,0.00000000,0.00000000
75,4.97010634,0.11496885,0.11496484,0.00803201,0.00803178,1.01074219,1.01074219,10.56250000,10.56250000,0.00000000,0.00000000,0.00000000,0.00000000
76,5.03636109,0.17246069,0.17245370,0.01256955,0.01256913,1.01757812,1.01757812,13.37500000,13.37500000,0.00000000,0.00000000,0.00000000,0.00000000
77,5.10261584,0.24971528,0.24970364,0.01905439,0.01905367,1.02636719,1.02636719,16.65625000,16.65625000,0.00000000,0.00000000,0.00000000,0.00000000
78,5.16887059,0.34925696,0.34923843,0.02800796,0.02800677,1.04003906,1.04003906,20.43750000,20.43750000,0.00000000,0.00000000,0.00000000,0.00000000
79,5.23512534,0.47231910,0.47229089,0.03996312,0.03996122,1.05761719,1.05761719,24.68750000,24.68750000,0.00000000,0.00000000,0.00000000,0.00000000
80,5.30138009,0.61823535,0.61819434,0.05541609,0.05541316,1.08105469,1.08105469,29.37500000,29.37500000,0.00000000,0.00000000,0.00000000,0.00000000
81,5.36763484,0.78412516,0.78406835,0.07477359,0.07476927,1.11035156,1.11035156,34.46875000,34.46875000,0.00000000,0.00000000,0.00000000,0.00000000
82,5.43388959,0.96484355,0.96476864,0.09830204,0.09829587,1.14843750,1.14843750,39.93750000,39.93750000,0.00000000,0.00000000,0.00000000,0.00000000
83,5.50014435,1.15325448,1.15316070,0.12608625,0.12607783,1.19433594,1.19433594,45.68750000,45.68750000,0.00000000,0.00000000,0.00000000,0.00000000
84,5.56639910,1.34079119,1.34068013,0.15800412,0.15799305,1.24902344,1.24902344,51.62500000,51.62500000,0.00000000,0.00000000,0.00000000,0.00000000
85,5.63265385,1.51822785,1.51810403,0.19372077,0.19370681,1.31445312,1.31445312,57.68750000,57.68750000,0.00000028,0.00000028,0.00000033,0.00000033
86,5.69890860,1.67647032,1.67634137,0.23270161,0.23268464,1.38964844,1.38964844,63.78125000,63.78125000,0.00002272,0.00002269,0.00002913,0.00002909
87,5.76516335,1.80733091,1.80720710,0.27424225,0.27422243,1.47460938,1.47460938,69.81250000,69.81250000,0.00026863,0.00026839,0.00037697,0.00037662
88,5.83141810,1.90420681,1.90409991,0.31751224,0.31749001,1.56835938,1.56835938,75.75000000,75.75000000,0.00128259,0.00128180,0.00198853,0.00198722
89,5.89767285,1.96253094,1.96245249,0.36160660,0.36158258,1.67089844,1.67089844,81.43750000,81.43750000,0.00373804,0.00373635,0.00642429,0.00642102
90,5.96392760,1.98020706,1.98016647,0.40560383,0.40557891,1.77929688,1.77929688,86.87500000,86.87500000,0.00807776,0.00807500,0.01537176,0.01536563
91,6.03018236,1.95771918,1.95772203,0.44862348,0.44859862,1.89355469,1.89355469,92.00000000,92.00000000,0.01440877,0.01440501,0.03021156,0.03020196
92,6.09643711,1.89814457,1.89819147,0.48988071,0.48985690,2.00976562,2.00976562,96.75000000,96.75000000,0.02249883,0.02249435,0.05155542,0.05154237
93,6.16269186,1.80693417,1.80702067,0.52873319,0.52871126,2.12500000,2.12500000,101.12500000,101.12500000,0.03193420,0.03192937,0.07931071,0.07929488
94,6.22894661,1.69146548,1.69158283,0.56471604,0.56469661,2.23828125,2.23828125,105.06250000,105.06250000,0.04227107,0.04226626,0.11262030,0.11260275
95,6.29520136,1.56038545,1.56052221,0.59756106,0.59754449,2.34765625,2.34765625,108.62500000,108.62500000,0.05302830,0.05302384,0.15019092,0.15017304
96,6.36145611,1.42280141,1.42294536,0.62719810,0.62718451,2.45117188,2.45117188,111.81250000,111.81250000,0.06385244,0.06384851,0.19057431,0.19055728
97,6.42771086,1.28740955,1.28754953,0.65373850,0.65372777,2.54882812,2.54882812,114.62500000,114.62500000,0.07439210,0.07438884,0.23208551,0.23207036
98,6.49396561,1.16166361,1.16179092,0.67744225,0.67743415,2.63671875,2.63671875,117.18750000,117.18750000,0.08450671,0.08450416,0.27415182,0.27413913
99,6.56022036,1.05108157,1.05119065,0.69867301,0.69866711,2.72070312,2.72070312,119.43750000,119.43750000,0.09419857,0.09419665,0.31588108,0.31587099
100,6.62647512,0.95877237,0.95886084,0.71784556,0.71784145,2.79882812,2.79882812,121.43750000,121.43750000,0.10338237,0.10338102,0.35659020,0.35658273
101,6.69272987,0.88524490,0.88531304,0.73537254,0.73536974,2.87109375,2.87109375,123.31250000,123.31250000,0.11217063,0.11216967,0.39703302,0.39702753
102,6.75898462,0.82853753,0.82858749,0.75161600,0.75161415,2.93945312,2.93945312,125.06250000,125.06250000,0.12060985,0.12060919,0.43698629,0.43698238
103,6.82523937,0.78467277,0.78470770,0.76685011,0.76684898,3.00585938,3.00585938,126.75000000,126.75000000,0.12883526,0.12883486,0.47692291,0.47692047
104,6.89149412,0.74839422,0.74841753,0.78124022,0.78123951,3.07031250,3.07031250,128.25000000,128.25000000,0.13697241,0.13697216,0.51701228,0.51701059
105,6.95774887,0.71407483,0.71408970,0.79483968,0.79483926,3.13281250,3.13281250,129.75000000,129.75000000,0.14480238,0.14480220,0.55627862,0.55627754
106,7.02400362,0.67665507,0.67666414,0.80760497,0.80760473,3.19335938,3.19335938,131.25000000,131.25000000,0.15249141,0.15249129,0.59579177,0.59579104
107,7.09025837,0.63261983,0.63262513,0.81942797,0.81942779,3.25000000,3.25000000,132.50000000,132.50000000,0.15974949,0.15974942,0.63352409,0.63352359
108,7.15651312,0.58024624,0.58024921,0.83017176,0.83017164,3.30078125,3.30078125,133.75000000,133.75000000,0.16648631,0.16648631,0.66949937,0.66949921
109,7.22276788,0.51979770,0.51979929,0.83970797,0.83970797,3.34960938,3.34960938,134.75000000,134.75000000,0.17273796,0.17273796,0.70193629,0.70193629
110,7.28902263,0.45336546,0.45336627,0.84794986,0.84794986,3.39062500,3.39062500,135.75000000,135.75000000,0.17807572,0.17807572,0.73121983,0.73121983
111,7.35527738,0.38419873,0.38419919,0.85487145,0.85487139,3.42578125,3.42578125,136.50000000,136.50000000,0.18269868,0.18269868,0.75629248,0.75629239
112,7.42153213,0.31603865,0.31603891,0.86051422,0.86051422,3.45507812,3.45507812,137.25000000,137.25000000,0.18660049,0.18660049,0.77791399,0.77791399
113,7.48778688,0.25238720,0.25238722,0.86498064,0.86498064,3.47656250,3.47656250,137.75000000,137.75000000,0.18954793,0.18954793,0.79467277,0.79467277
114,7.55404163,0.19596608,0.19596608,0.86841822,0.86841816,3.49609375,3.49609375,138.12500000,138.12500000,0.19196680,0.19196676,0.80746226,0.80746197
115,7.62029638,0.14832279,0.14832279,0.87099737,0.87099737,3.50781250,3.50781250,138.50000000,138.50000000,0.19366005,0.19366005,0.81758008,0.81758008
116,7.68655113,0.10999105,0.10999105,0.87289351,0.87289351,3.51953125,3.51953125,138.75000000,138.75000000,0.19508065,0.19508065,0.82566347,0.82566347
117,7.75280589,0.08054590,0.08054590,0.87427020,0.87427020,3.52539062,3.52539062,138.87500000,138.87500000,0.19603266,0.19603266,0.83107511,0.83107511
118,7.81906064,0.05898378,0.05898378,0.87526983,0.87526977,3.53125000,3.53125000,139.00000000,139.00000000,0.19670171,0.19670171,0.83477775,0.83477775
119,7.88531539,0.04391844,0.04391844,0.87600785,0.87600780,3.53515625,3.53515625,139.12500000,139.12500000,0.19726481,0.19726473,0.83767342,0.83767301
120,7.95157014,0.03384193,0.03384193,0.87657183,0.87657177,3.53906250,3.53906250,139.25000000,139.25000000,0.19775721,0.19775721,0.84054639,0.84054639
121,8.01782489,0.02741078,0.02741078,0.87702483,0.87702477,3.54101562,3.54101562,139.25000000,139.25000000,0.19807373,0.19807369,0.84200276,0.84200237
122,8.08407964,0.02350326,0.02350326,0.87741005,0.87741005,3.54296875,3.54296875,139.25000000,139.25000000,0.19823138,0.19823138,0.84320839,0.84320839
123,8.15033439,0.02125546,0.02125546,0.87775564,0.87775564,3.54492188,3.54492188,139.37500000,139.37500000,0.19850418,0.19850418,0.84484979,0.84484979
124,8.21658914,0.02004671,0.02004671,0.87807894,0.87807894,3.54687500,3.54687500,139.37500000,139.37500000,0.19876797,0.19876797,0.84590212,0.84590212
125,8.28284389,0.01945814,0.01945814,0.87839025,0.87839019,3.54882812,3.54882812,139.50000000,139.50000000,0.19902696,0.19902696,0.84796124,0.84796114
126,8.34909865,0.01921327,0.01921327,0.87869519,0.87869513,3.54882812,3.54882812,139.50000000,139.50000000,0.19915198,0.19915198,0.84892018,0.84892018
127,8.41535340,0.01915925,0.01915925,0.87899685,0.87899685,3.55078125,3.55078125,139.50000000,139.50000000,0.19940722,0.19940722,0.84990660,0.84990660
128,8.48160815,0.01921306,0.01921306,0.87929702,0.87929702,3.55273438,3.55273438,139.62500000,139.62500000,0.19966204,0.19966204,0.85193842,0.85193842
129,8.54786290,0.01931851,0.01931851,0.87959647,0.87959647,3.55468750,3.55468750,139.62500000,139.62500000,0.19978490,0.19978490,0.85235701,0.85235701
130,8.61411765,0.01946825,0.01946825,0.87989599,0.87989593,3.55664062,3.55664062,139.62500000,139.62500000,0.20003965,0.20003961,0.85333799,0.85333770
131,8.68037240,0.01961799,0.01961799,0.88019544,0.88019544,3.55859375,3.55859375,139.75000000,139.75000000,0.20029449,0.20029449,0.85537398,0.85537398
132,8.74662715,0.01976773,0.01976773,0.88049495,0.88049489,3.55859375,3.55859375,139.75000000,139.75000000,0.20041746,0.20041746,0.85632073,0.85632063
