"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
49.89034649,0.03628850,0.03638948,0.00145473,0.00145878,2.79882812,2.79882812,9.35156250,9.35156250,0.00388762,0.00389836,484.75000000,484.75000000,2864.40579498,2872.31918192,987.66999372,987.66116354,84.51960246,84.51960246,151.63405345,151.63317939
49.92840445,0.01815819,0.01813599,0.00072737,0.00072648,2.80078125,2.80078125,9.35156250,9.35156250,0.00194401,0.00194160,486.75000000,486.75000000,1434.39669561,1432.61435527,989.11901320,989.11419621,84.86831665,84.86831665,152.02738520,152.02690813
50.19065991,0.01875437,0.01886487,0.00074733,0.00075173,2.80078125,2.80078125,9.35937500,9.35937500,0.00199869,0.00201043,486.75000000,486.75000000,1489.27348912,1498.01777616,989.84383565,989.83812187,84.86831665,84.86831665,152.09917134,152.09860545
50.24960261,0.04631550,0.04631293,0.00184342,0.00184332,2.80078125,2.80078125,9.35937500,9.35937500,0.00493089,0.00493052,488.50000000,488.50000000,3682.20542010,3681.92726343,990.59582700,990.59453122,85.17344157,85.17344157,152.36802831,152.36789998
50.56726244,0.02217142,0.02216087,0.00087691,0.00087649,2.80273438,2.80273438,9.35937500,9.35937500,0.00234751,0.00234635,490.50000000,490.50000000,1773.82988152,1772.95048874,992.45266783,992.45123434,85.57205200,85.57205200,152.89079464,152.89065251
50.58609385,0.01587867,0.01598205,0.00062779,0.00063188,2.80468750,2.80468750,9.35937500,9.35937500,0.00168069,0.00169160,492.25000000,492.25000000,1270.85027412,1279.09856247,993.34592553,993.34405069,85.87735494,85.87735494,153.24788012,153.24769395
50.87857853,0.02129484,0.02130260,0.00083708,0.00083739,2.80468750,2.80468750,9.35937500,9.35937500,0.00224267,0.00224344,492.25000000,492.25000000,1714.18733589,1714.77808951,993.98540132,993.98767678,85.87735494,85.87735494,153.31138024,153.31160619
50.92301834,0.05023912,0.05029681,0.00197314,0.00197541,2.80664062,2.80664062,9.35937500,9.35937500,0.00528691,0.00529287,494.25000000,494.25000000,4047.67055243,4052.23748650,994.84730757,994.84987796,86.32682800,86.32682800,153.82540792,153.82566360
51.07496877,0.02824898,0.02837340,0.00110618,0.00111105,2.80859375,2.80859375,9.35937500,9.35937500,0.00296506,0.00297806,496.25000000,496.25000000,2282.75785301,2292.76669034,996.87954936,996.88440512,86.67615255,86.67615255,154.25228312,154.25276615
51.07941860,0.03690506,0.03694877,0.00144501,0.00144672,2.80859375,2.80859375,9.36718750,9.36718750,0.00387333,0.00387784,498.25000000,498.25000000,2982.50239500,2985.97542338,998.02384430,998.03370878,87.02547709,87.02547709,154.58812416,154.58910544
